country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,691.941225447,468,975
US,TX,,93.2446344238,59,133
US,FL,,90.9972793114,53,134
US,CA,,83.355981224,40,131
US,GA,,38.9841769081,21,61
US,NC,,23.6703521586,14,37
US,VA,,22.4043421694,7,41
US,OH,,20.2068593886,6,38
US,SC,,20.1642715942,12,30
US,IL,,20.1318058182,2,40
US,TN,,19.778806693,13,29
US,LA,,19.6593090997,9,33
US,AZ,,17.6108633161,6,32
US,MS,,14.6396341514,6,26
US,PA,,14.3365801065,0,37
US,AL,,12.520765522,6,20
US,MO,,12.0390829555,6,19
US,MA,,11.816153762,0,31
US,IN,,9.81579208991,0,25
US,AR,,9.8140970837,6,14
US,NY,,9.60545870603,0,56
US,NV,,9.0612104374,4,15
US,MI,,8.60331372373,1,20
US,PR,,8.5207738241,5,13
US,KY,,7.71217838999,4,12
US,MN,,7.49279575691,1,16
US,IA,,7.42280508319,3,13
US,OK,,6.94840958176,4,11
US,KS,,6.44851396355,3,11
US,WA,,6.40134124795,1,14
US,MD,,6.09178041139,0,16
US,WI,,5.92143638957,3,10
US,NJ,,5.08614343353,0,23
US,WV,,4.9940969744,3,8
US,CO,,3.93751610262,0,11
US,ID,,3.88956476009,2,6
US,NM,,3.38298495758,1,6
US,OR,,3.02267951798,1,5
US,HI,,2.8308246574,1,5
US,ND,,2.80530757517,1,5
US,MT,,2.54328327925,1,4
US,SD,,2.27340231754,0,5
US,RI,,2.11915433979,0,7
US,UT,,1.97828592776,1,3
US,NE,,1.79895444495,0,4
US,CT,,1.68591865227,0,6
US,GU,,1.02095434884,0,2
US,DE,,0.825898922242,0,3
US,DC,,0.555186910699,0,2
US,NH,,0.454480206994,0,2
US,ME,,0.374380174849,0,1
US,WY,,0.34513372057,0,1
US,AK,,0.322346008747,0,1
US,VI,,0.171811883983,0,1
US,VT,,0.0940894466984,0,1
US,MP,,0.00802159153893,0,1
US,AS,,,,
