date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-15,,,,,,,,,49,40,60,49,40,60,49,40,60
2020-02-16,,,,,,,,,49,40,60,98,80,120,98,80,120
2020-02-17,,,,,,,,,49,40,60,147,120,180,147,120,180
2020-02-18,,,,,,,,,49,40,60,196,160,240,196,160,240
2020-02-19,,,,,,,,,49,40,60,245,200,300,245,200,300
2020-02-20,,,,,,,,,49,40,60,294,240,360,294,240,360
2020-02-21,,,,,,,,,49,40,60,342,280,420,342,280,420
2020-02-22,,,,,,,,,49,40,60,391,320,480,391,320,480
2020-02-23,,,,,,,,,49,40,60,440,360,540,440,360,540
2020-02-24,,,,,,,,,129,95,166,569,455,706,569,455,706
2020-02-25,,,,,,,,,128,95,165,697,551,871,697,551,871
2020-02-26,,,,,,,,,134,99,173,831,650,1044,831,650,1044
2020-02-27,,,,,,,,,146,106,190,977,757,1233,977,757,1233
2020-02-28,,,,,,,,,172,122,225,1150,879,1458,1150,879,1458
2020-02-29,,,,,,,,,212,146,280,1362,1026,1738,1362,1026,1738
2020-03-01,,,,,,,,,243,164,320,1555,1151,1997,1604,1191,2057
2020-03-02,,,,,,,,,268,179,353,1775,1290,2290,1873,1370,2410
2020-03-03,,,,,,,,,298,196,399,2024,1446,2628,2170,1566,2808
2020-03-04,,,,,,,,,332,215,452,2307,1622,3020,2502,1782,3260
2020-03-05,,,,,,,,,374,239,513,2632,1821,3472,2876,2021,3772
2020-03-06,,,,,,,,,416,263,565,2999,2044,3977,3292,2284,4337
2020-03-07,,,,,,,,,456,287,626,3406,2292,4542,3748,2572,4962
2020-03-08,,,,,,,,,494,312,682,3851,2565,5163,4242,2885,5643
2020-03-09,,,,,,,,,533,339,731,4335,2864,5834,4775,3224,6374
2020-03-10,1,1,,,,,,,570,367,781,4776,3135,6449,5345,3591,7155
2020-03-11,0,1,,,,,,,603,397,813,5250,3437,7097,5947,3989,7967
2020-03-12,0,1,,,,,,,628,422,833,5745,3760,7756,6576,4411,8800
2020-03-13,0,1,,,,,,,647,444,862,6245,4098,8428,7222,4856,9661
2020-03-14,0,1,,,,,,,657,462,875,6730,4439,9077,7880,5318,10535
2020-03-15,0,1,,,,,,,660,478,864,7178,4771,9662,8540,5797,11399
2020-03-16,0,1,,,,,,,656,490,850,7591,5096,10191,9195,6287,12248
2020-03-17,1,2,,,,,,,644,485,846,7967,5402,10684,9839,6773,13094
2020-03-18,0,2,,,,,,,626,476,840,8295,5682,11126,10466,7249,13933
2020-03-19,0,2,,,,,,,604,458,817,8567,5926,11490,11070,7708,14749
2020-03-20,1,3,,,,,,,579,439,783,8773,6126,11760,11649,8147,15532
2020-03-21,0,3,,,,,,,552,415,750,8909,6278,11946,12201,8562,16282
2020-03-22,1,4,,,,,,,524,392,715,8977,6382,12035,12725,8954,16997
2020-03-23,0,4,,,,,,,496,361,684,8979,6431,12038,13221,9316,17681
2020-03-24,1,5,,,,,,,469,334,648,8915,6426,11955,13690,9650,18328
2020-03-25,1,6,,,,,,,442,308,609,8787,6367,11782,14132,9959,18936
2020-03-26,5,11,,,,,,,416,285,574,8601,6256,11543,14548,10245,19510
2020-03-27,12,23,,,,,,,392,267,541,8365,6101,11252,14940,10513,20051
2020-03-28,2,25,,,,,,,369,252,509,8087,5909,10899,15310,10766,20559
2020-03-29,1,26,,,,,,,348,238,482,7778,5686,10506,15658,11005,21040
2020-03-30,7,33,,,,,,,328,221,454,7446,5429,10096,15985,11226,21494
2020-03-31,3,36,,,,,,,309,204,431,7099,5143,9677,16295,11431,21924
2020-04-01,3,39,,,,,,,292,189,408,6747,4846,9239,16587,11620,22332
2020-04-02,5,44,,,,,,,276,178,388,6397,4548,8787,16863,11798,22720
2020-04-03,4,48,,,,,,,261,167,373,6054,4257,8344,17124,11965,23092
2020-04-04,11,59,,,,,,,247,155,357,5722,3974,7917,17371,12121,23449
2020-04-05,11,70,,,,,,,235,146,339,5405,3705,7506,17606,12268,23787
2020-04-06,10,80,,,,,,,223,137,325,5103,3451,7115,17829,12406,24112
