date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-01-28,,,,,,,,,643,500,750,643,500,750,643,500,750
2020-01-29,,,,,,,,,643,500,750,1286,1000,1500,1286,1000,1500
2020-01-30,,,,,,,,,643,500,750,1928,1500,2250,1928,1500,2250
2020-01-31,,,,,,,,,643,500,750,2571,2000,3000,2571,2000,3000
2020-02-01,,,,,,,,,643,500,750,3214,2500,3750,3214,2500,3750
2020-02-02,,,,,,,,,643,500,750,3857,3000,4500,3857,3000,4500
2020-02-03,,,,,,,,,643,500,750,4500,3500,5250,4500,3500,5250
2020-02-04,,,,,,,,,643,500,750,5142,4000,6000,5142,4000,6000
2020-02-05,,,,,,,,,643,500,750,5785,4500,6750,5785,4500,6750
2020-02-06,,,,,,,,,2185,1649,2699,7970,6149,9449,7970,6149,9449
2020-02-07,,,,,,,,,2180,1645,2693,10150,7795,12141,10150,7795,12141
2020-02-08,,,,,,,,,2360,1774,2939,12510,9569,15080,12510,9569,15080
2020-02-09,,,,,,,,,2726,2033,3437,15236,11603,18516,15236,11603,18516
2020-02-10,,,,,,,,,3483,2571,4470,18719,14175,22986,18719,14175,22986
2020-02-11,,,,,,,,,4675,3417,6100,23394,17592,29086,23394,17592,29086
2020-02-12,,,,,,,,,5672,4118,7481,28423,21210,35816,29066,21710,36566
2020-02-13,,,,,,,,,6665,4802,8889,34445,25512,43955,35730,26512,45455
2020-02-14,,,,,,,,,7961,5684,10756,41763,30697,53961,43691,32197,56211
2020-02-15,,,,,,,,,9645,6819,13207,50765,37017,66418,53336,39017,69418
2020-02-16,,,,,,,,,11832,8286,16395,61954,44803,82062,65168,47303,85812
2020-02-17,,,,,,,,,14307,9930,20017,75618,54233,101329,79474,57233,105829
2020-02-18,,,,,,,,,17114,11772,24144,92088,65506,124722,96588,69006,129972
2020-02-19,,,,,,,,,20446,13935,29047,111892,78941,153019,117034,82941,159019
2020-02-20,,,,,,,,,24464,16520,34923,135713,94962,187191,141498,99462,193941
2020-02-21,1,1,,,,,,,29272,19581,41856,162800,112894,226348,170770,119043,235796
2020-02-22,1,2,,,,,,,34845,23126,49714,195465,134375,273370,205615,142170,285510
2020-02-23,1,3,,,,,,,41181,27150,57382,234286,159751,327813,246796,169320,342892
2020-02-24,4,7,,,,,,,48327,31705,68437,279887,189423,392813,295123,201026,411328
2020-02-25,3,10,,,,,,,56256,36827,79837,332661,223678,468179,351380,237853,491165
2020-02-26,2,12,,,,,,,64792,42488,89833,392777,262749,551912,416171,280342,580997
2020-02-27,5,17,,,,,,,73561,48867,100550,460666,307498,644981,489732,329209,681547
2020-02-28,4,21,,,,,,,82060,56460,109110,536061,359156,745202,571792,385669,790656
2020-02-29,8,29,,,,,,,89744,62704,116583,617845,416176,851028,661536,448374,907238
2020-03-01,5,34,,,,,,,96116,67523,123332,704315,476880,961152,757651,515897,1030570
2020-03-02,18,52,,,,,,,100844,71389,128524,793327,539983,1073281,858495,587286,1159093
2020-03-03,27,79,,,,,,,103859,74568,134018,882880,604621,1187282,962354,661855,1293111
2020-03-04,28,107,,,,,,,105361,76794,133541,971127,669643,1296680,1067715,738649,1426651
2020-03-05,41,148,,,,,,,105702,77749,133067,1056383,733457,1400700,1173417,816398,1559718
2020-03-06,49,197,,,,,,,105225,77472,131158,1137144,794409,1496935,1278642,893871,1690876
2020-03-07,36,233,,,,,,,104174,77919,130623,1212046,852747,1585702,1382816,971791,1821498
2020-03-08,133,366,,,,,,,102700,77196,128098,1279901,906817,1664085,1485516,1048987,1949595
2020-03-09,97,463,,,,,,,100906,76185,125636,1339626,955852,1732339,1586422,1125172,2075230
2020-03-10,168,631,,,,,,,98887,74995,122400,1390186,999141,1786302,1685309,1200168,2197630
2020-03-11,196,827,,,,,,,96727,73891,119752,1430656,1036206,1826217,1782036,1274060,2317382
2020-03-12,0,827,,,,,,,94487,72700,116087,1460352,1066418,1852472,1876523,1346761,2433468
2020-03-13,439,1266,,,,,,,92206,71642,113641,1478997,1089193,1865562,1968729,1418403,2547108
2020-03-14,175,1441,,,,,,,89904,70060,110374,1486842,1102794,1866827,2058634,1488464,2657482
2020-03-15,368,1809,,,,,,,87598,69071,106742,1484696,1109161,1856986,2146232,1557535,2764224
2020-03-16,349,2158,,,,,,,85303,68055,103044,1473884,1109692,1836699,2231535,1625590,2867268
2020-03-17,345,2503,,,,,,,83032,66634,99684,1456072,1104938,1807859,2314567,1692225,2966951
2020-03-18,475,2978,,,,,,,80792,65090,96741,1433005,1095460,1770581,2395359,1757316,3063691
2020-03-19,427,3405,,,,,,,78590,63370,93546,1406234,1082036,1730586,2473949,1820686,3157237
2020-03-20,627,4032,,,,,,,76426,61594,91435,1376958,1065882,1688954,2550375,1882281,3248671
2020-03-21,793,4825,,,,,,,74304,60003,89735,1346037,1048412,1647530,2624679,1942284,3338405
2020-03-22,651,5476,,,,,,,72225,58578,87488,1314087,1029071,1604395,2696903,2000862,3425892
2020-03-23,601,6077,,,,,,,70191,56939,85569,1281578,1008814,1561867,2767094,2057802,3511461
2020-03-24,743,6820,,,,,,,68202,55271,83151,1248874,987900,1519382,2835297,2113073,3594612
2020-03-25,683,7503,,,,,,,66260,53065,81628,1216247,965970,1478610,2901556,2166139,3676240
2020-03-26,712,8215,,,,,,,64363,51042,79738,1183883,943121,1438596,2965919,2217181,3755977
2020-03-27,919,9134,,,,,,,62512,49847,77620,1151908,920267,1400129,3028431,2267028,3833597
2020-03-28,889,10023,,,,,,,60706,48043,76797,1120407,896669,1363285,3089137,2315072,3910393
2020-03-29,756,10779,,,,,,,58945,46718,75273,1089448,873326,1328184,3148081,2361790,3985665
2020-03-30,812,11591,,,,,,,57228,45190,73814,1059077,849445,1295255,3205310,2406981,4059478
2020-03-31,837,12428,,,,,,,55556,43360,72473,1029330,824750,1264683,3260865,2450341,4131951
2020-04-01,727,13155,,,,,,,53927,41601,71269,1000225,799717,1236268,3314792,2491942,4203219
2020-04-02,760,13915,,,,,,,52341,39910,69866,971774,774537,1209394,3367133,2531853,4273085
2020-04-03,766,14681,,,,,,,50796,38339,68423,943980,749506,1184271,3417929,2570192,4341507
2020-04-04,681,15362,,,,,,,49293,36772,66941,916847,724683,1159777,3467222,2606965,4408448
2020-04-05,525,15887,,,,,,,47831,35250,65558,890375,699930,1135601,3515053,2642215,4474005
2020-04-06,636,16523,,,,,,,46408,33786,64078,864558,675138,1112191,3561462,2676001,4538083
2020-04-07,604,17127,,,,,,,45025,32404,62638,839392,650604,1089260,3606486,2708406,4600720
2020-04-08,542,17669,,,,,,,43679,31078,61222,814869,626411,1067331,3650165,2739485,4661942
2020-04-09,610,18279,,,,,,,42372,29806,59826,790981,603152,1045528,3692537,2769291,4721767
