date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,66,50,75,66,50,75,66,50,75
2020-02-23,,,,,,,,,66,50,75,133,100,150,133,100,150
2020-02-24,,,,,,,,,66,50,75,199,150,225,199,150,225
2020-02-25,,,,,,,,,66,50,75,266,200,300,266,200,300
2020-02-26,,,,,,,,,66,50,75,332,250,375,332,250,375
2020-02-27,,,,,,,,,66,50,75,399,300,450,399,300,450
2020-02-28,,,,,,,,,66,50,75,465,350,525,465,350,525
2020-02-29,,,,,,,,,66,50,75,532,400,600,532,400,600
2020-03-01,,,,,,,,,66,50,75,598,450,675,598,450,675
2020-03-02,,,,,,,,,202,139,267,800,589,942,800,589,942
2020-03-03,,,,,,,,,201,139,265,1001,729,1206,1001,729,1206
2020-03-04,,,,,,,,,213,147,286,1214,876,1491,1214,876,1491
2020-03-05,,,,,,,,,238,162,328,1452,1039,1819,1452,1039,1819
2020-03-06,,,,,,,,,291,195,414,1743,1234,2232,1743,1234,2232
2020-03-07,,,,,,,,,372,245,542,2115,1480,2774,2115,1480,2774
2020-03-08,,,,,,,,,432,285,630,2481,1716,3328,2547,1766,3403
2020-03-09,,,,,,,,,483,320,699,2897,1987,3952,3030,2087,4102
2020-03-10,,,,,,,,,542,363,776,3373,2300,4653,3572,2450,4878
2020-03-11,,,,,,,,,609,412,872,3915,2663,5449,4181,2863,5749
2020-03-12,,,,,,,,,686,475,970,4535,3089,6343,4867,3339,6718
2020-03-13,,,,,,,,,756,540,1045,5224,3579,7313,5623,3879,7763
2020-03-14,,,,,,,,,815,595,1115,5973,4124,8353,6438,4474,8878
2020-03-15,,,,,,,,,867,642,1185,6774,4717,9462,7306,5117,10062
2020-03-16,,,,,,,,,914,672,1225,7621,5340,10611,8220,5790,11286
2020-03-17,1,1,,,,,,,956,710,1255,8375,5910,11600,9175,6500,12541
2020-03-18,0,1,,,,,,,988,747,1268,9162,6518,12603,10163,7247,13809
2020-03-19,1,2,,,,,,,1010,770,1314,9960,7141,13631,11174,8018,15122
2020-03-20,0,2,,,,,,,1023,780,1328,10745,7759,14631,12197,8799,16449
2020-03-21,0,2,,,,,,,1030,779,1330,11484,8343,15547,13227,9578,17779
2020-03-22,1,3,,,,,,,1031,783,1331,12142,8881,16335,14258,10362,19109
2020-03-23,0,3,,,,,,,1027,786,1322,12737,9382,17028,15285,11149,20431
2020-03-24,3,6,,,,,,,1019,789,1300,13274,9851,17628,16304,11939,21730
2020-03-25,4,10,,,,,,,1008,788,1291,13740,10277,18143,17312,12728,23020
2020-03-26,0,10,,,,,,,995,784,1254,14126,10649,18526,18307,13512,24274
2020-03-27,10,20,,,,,,,980,773,1233,14420,10947,18788,19287,14286,25506
2020-03-28,8,28,,,,,,,964,769,1209,14627,11176,18952,20250,15056,26715
2020-03-29,11,39,,,,,,,947,765,1186,14759,11347,19023,21197,15822,27900
2020-03-30,3,42,,,,,,,929,744,1152,14820,11449,18990,22126,16567,29051
2020-03-31,9,51,,,,,,,911,726,1124,14818,11503,18888,23037,17293,30174
2020-04-01,6,57,,,,,,,893,712,1097,14755,11505,18731,23931,18006,31271
2020-04-02,3,60,,,,,,,875,696,1076,14643,11455,18539,24806,18703,32347
2020-04-03,8,68,,,,,,,858,680,1058,14490,11364,18283,25664,19383,33405
2020-04-04,0,68,,,,,,,841,658,1040,14307,11242,17995,26505,20042,34444
2020-04-05,14,82,,,,,,,824,638,1021,14101,11102,17686,27328,20680,35465
2020-04-06,4,86,,,,,,,807,621,1003,13878,10940,17358,28136,21302,36467
2020-04-07,12,98,,,,,,,792,604,988,13643,10757,17024,28928,21906,37454
2020-04-08,10,108,,,,,,,776,584,980,13400,10552,16705,29704,22491,38434
2020-04-09,10,118,,,,,,,761,558,971,13153,10321,16385,30465,23049,39405
2020-04-10,8,126,,,,,,,747,537,970,12905,10074,16101,31212,23587,40375
2020-04-11,9,135,,,,,,,733,519,968,12659,9820,15836,31946,24107,41342
2020-04-12,38,173,,,,,,,720,501,967,12415,9552,15594,32666,24608,42308
2020-04-13,4,177,,,,,,,707,475,960,12176,9262,15368,33373,25084,43268
2020-04-14,6,183,,,,,,,695,461,952,11942,8978,15168,34068,25545,44219
2020-04-15,6,189,,,,,,,683,446,947,11713,8699,14992,34750,25992,45166
2020-04-16,7,196,,,,,,,671,432,947,11491,8419,14842,35422,26425,46113
2020-04-17,4,200,,,,,,,660,416,949,11276,8138,14715,36082,26841,47061
2020-04-18,17,217,,,,,,,649,402,951,11067,7860,14607,36731,27244,48011
2020-04-19,9,226,,,,,,,639,390,952,10866,7592,14519,37370,27634,48963
2020-04-20,9,235,,,,,,,629,374,954,10671,7327,14452,37999,28008,49916
2020-04-21,10,245,,,,,,,619,359,955,10483,7065,14404,38619,28367,50870
2020-04-22,15,260,,,,,,,610,345,955,10301,6806,14371,39229,28713,51825
2020-04-23,5,265,,,,,,,601,332,954,10126,6553,14345,39830,29045,52779
2020-04-24,2,267,,,,,,,592,319,954,9957,6315,14328,40422,29365,53732
2020-04-25,6,273,,,,,,,583,307,953,9793,6085,14311,41005,29672,54685
2020-04-26,5,278,,,,,,,575,296,952,9634,5861,14295,41580,29969,55637
2020-04-27,4,282,,,,,,,567,285,951,9480,5646,14280,42146,30254,56588
2020-04-28,4,286,,,,,,,558,275,951,9332,5446,14271,42705,30530,57538
2020-04-29,7,293,,,,,,,551,266,950,9188,5250,14269,43255,30796,58487
2020-04-30,8,301,,,,,,,543,256,949,9048,5060,14271,43798,31053,59436
2020-05-01,12,313,,,,,,,535,248,949,8912,4876,14272,44333,31301,60384
2020-05-02,13,326,,,,,,,528,239,948,8779,4699,14271,44861,31541,61332
2020-05-03,7,333,,,,,,,521,232,948,8651,4529,14269,45382,31773,62279
2020-05-04,13,346,,,,,,,514,224,947,8525,4363,14264,45895,31998,63226
2020-05-05,8,354,,,,,,,507,217,946,8403,4207,14256,46402,32215,64172
2020-05-06,8,362,,,,,,,500,211,946,8284,4059,14247,46903,32427,65117
2020-05-07,11,373,,,,,,,494,204,947,8168,3918,14239,47397,32632,66063
2020-05-08,7,380,,,,,,,488,199,949,8055,3785,14233,47885,32831,67012
2020-05-09,5,385,,,,,,,483,193,952,7946,3659,14231,48368,33024,67963
2020-05-10,3,388,,,,,,,478,188,952,7841,3539,14230,48846,33212,68914
2020-05-11,5,393,,,,,,,474,183,957,7741,3426,14235,49320,33395,69871
2020-05-12,9,402,,,,,,,471,178,969,7645,3318,14252,49792,33573,70839
2020-05-13,,,7,3,11,409,405,413,469,174,980,7556,3218,14281,50261,33748,71818
2020-05-14,,,7,3,11,415,409,423,468,171,986,7473,3123,14318,50729,33920,72804
2020-05-15,,,6,3,11,422,413,434,468,168,1000,7398,3034,14369,51196,34088,73804
2020-05-16,,,6,3,11,428,416,444,468,164,1012,7331,2951,14432,51664,34252,74816
2020-05-17,,,6,3,11,434,420,454,469,160,1020,7272,2871,14504,52133,34413,75835
2020-05-18,,,6,3,11,441,423,464,470,156,1036,7221,2796,14592,52603,34569,76871
2020-05-19,,,6,3,10,446,426,474,471,152,1059,7179,2724,14704,53074,34722,77929
2020-05-20,,,6,2,10,452,429,484,473,150,1089,7145,2656,14846,53547,34872,79017
2020-05-21,,,6,2,10,458,431,494,474,147,1121,7119,2593,15021,54021,35020,80138
2020-05-22,,,6,2,10,464,434,504,476,144,1154,7101,2532,15228,54497,35164,81291
2020-05-23,,,5,2,10,469,436,513,478,139,1175,7091,2473,15454,54975,35304,82465
2020-05-24,,,5,2,10,474,439,523,480,136,1201,7088,2416,15703,55455,35441,83666
2020-05-25,,,5,2,10,480,441,532,482,134,1220,7091,2363,15971,55937,35575,84885
2020-05-26,,,5,2,10,485,444,542,484,131,1239,7101,2311,16253,56421,35706,86124
2020-05-27,,,5,2,10,490,446,551,486,127,1258,7115,2260,16543,56907,35834,87381
2020-05-28,,,5,2,10,495,448,561,488,124,1278,7134,2210,16841,57395,35958,88658
2020-05-29,,,5,2,10,500,450,570,490,120,1304,7156,2159,17158,57884,36079,89962
2020-05-30,,,5,1,10,505,452,580,492,118,1324,7180,2110,17482,58376,36198,91285
2020-05-31,,,5,1,10,510,454,589,494,117,1343,7206,2062,17813,58870,36315,92628
2020-06-01,,,5,1,10,514,456,599,496,115,1363,7233,2017,18156,59366,36431,93991
2020-06-02,,,5,1,10,519,458,609,498,114,1383,7262,1975,18503,59864,36545,95373
2020-06-03,,,5,1,10,524,459,618,500,112,1403,7291,1935,18847,60365,36658,96775
2020-06-04,,,5,1,10,529,461,628,502,110,1422,7320,1895,19180,60867,36768,98197
2020-06-05,,,5,1,10,533,463,638,505,108,1442,7351,1856,19501,61372,36876,99639
2020-06-06,,,5,1,11,538,464,648,507,105,1462,7381,1817,19810,61878,36982,101100
2020-06-07,,,5,1,11,543,466,658,509,102,1481,7412,1780,20116,62387,37085,102581
2020-06-08,,,5,1,11,547,468,669,511,100,1500,7443,1743,20415,62898,37185,104080
2020-06-09,,,5,1,11,552,469,679,512,97,1519,7473,1707,20714,63410,37282,105599
2020-06-10,,,5,1,11,557,471,690,514,94,1536,7503,1670,21011,63924,37377,107134
2020-06-11,,,5,1,11,562,472,701,515,92,1551,7533,1634,21304,64440,37469,108685
2020-06-12,,,5,1,12,566,474,712,516,89,1565,7561,1599,21592,64955,37558,110249
2020-06-13,,,5,1,12,571,475,724,516,86,1576,7587,1566,21864,65471,37645,111825
2020-06-14,,,5,1,12,576,477,735,515,83,1586,7610,1531,22126,65986,37729,113410
2020-06-15,,,5,1,13,581,478,747,514,81,1594,7631,1494,22376,66501,37810,115004
2020-06-16,,,5,1,13,585,479,760,513,78,1601,7648,1457,22614,67014,37888,116604
2020-06-17,,,5,1,13,590,481,772,512,74,1608,7662,1417,22839,67526,37963,118212
2020-06-18,,,5,1,13,595,482,785,511,71,1614,7673,1376,23051,68037,38034,119825
2020-06-19,,,5,1,13,600,483,797,509,68,1620,7680,1334,23249,68547,38103,121445
2020-06-20,,,5,1,14,605,484,811,508,65,1626,7683,1291,23433,69055,38168,123071
2020-06-21,,,5,1,14,610,486,824,506,62,1632,7682,1248,23603,69561,38231,124702
2020-06-22,,,5,1,14,615,487,837,505,59,1637,7678,1205,23759,70065,38290,126339
2020-06-23,,,5,1,14,620,488,851,503,56,1643,7670,1161,23901,70568,38346,127981
2020-06-24,,,5,1,14,625,489,865,501,53,1648,7659,1117,24030,71069,38399,129628
2020-06-25,,,5,1,15,630,490,879,499,50,1653,7644,1072,24147,71569,38449,131280
2020-06-26,,,5,1,15,635,491,893,498,47,1658,7627,1028,24254,72067,38497,132938
2020-06-27,,,5,1,15,640,492,908,496,45,1663,7608,984,24352,72563,38543,134601
2020-06-28,,,5,1,15,645,493,922,495,43,1668,7587,940,24444,73058,38586,136268
2020-06-29,,,5,1,15,650,494,937,494,40,1673,7565,897,24531,73552,38626,137941
2020-06-30,,,5,0,15,655,495,952,492,38,1678,7543,855,24616,74044,38665,139619
