country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,23529,71731,45428,120247,2020-04-10,2104,1.3
US,NY,10058,20738,16600,26350,2020-04-10,800,1.2
US,MI,1602,6268,3916,9828,2020-04-10,200,1.3
US,NJ,2443,6123,4419,9128,2020-04-08,272,2.3
US,MA,844,3955,2245,6912,2020-04-16,96,1.1
US,IL,798,3486,1848,6975,2020-04-08,154,1.0
US,PA,589,3095,1559,6334,2020-04-11,85,2.2
US,GA,465,2866,1298,5124,2020-04-07,100,2.0
US,LA,884,2387,1587,4178,2020-04-08,70,1.3
US,CT,602,2276,1392,3863,2020-04-07,71,1.2
US,CA,715,2002,1154,3606,2020-04-13,74,0.6
US,IN,350,1697,881,3058,2020-04-10,55,5.4
US,FL,499,1661,887,3260,2020-04-02,77,1.0
US,MD,262,1420,674,2869,2020-04-11,35,1.2
US,TX,305,1207,624,2223,2020-04-08,29,1.0
US,CO,306,1108,589,2034,2020-04-12,39,1.3
US,OH,274,1087,628,2338,2020-04-08,26,1.0
US,WA,513,1075,692,1787,2020-04-06,45,3.4
US,VA,149,595,289,1282,2020-04-09,43,1.8
US,WI,154,587,302,1211,2020-04-05,20,1.2
US,AZ,122,545,266,1112,2020-04-05,12,1.4
US,AL,99,532,300,1166,2020-04-07,15,1.5
US,MO,123,491,246,1124,2020-04-08,21,2.2
US,NC,94,473,264,1125,2020-04-08,13,1.8
US,KY,113,466,224,970,2020-04-07,20,0.6
US,RI,63,421,252,857,2020-04-11,13,
US,NV,114,409,205,808,2020-04-07,26,4.0
US,OK,99,368,187,825,2020-04-07,16,2.7
US,TN,109,367,247,661,2020-04-09,14,2.7
US,MS,98,351,189,772,2020-04-11,11,4.0
US,KS,62,329,125,848,2020-04-11,13,1.3
US,DE,41,320,129,597,2020-04-10,9,0.8
US,MN,70,303,148,662,2020-04-09,11,
US,SC,82,289,148,693,2020-04-09,16,
US,SD,6,254,66,650,2020-04-19,8,
US,DC,52,232,111,439,2020-04-11,9,2.0
US,PR,45,207,89,437,2020-04-09,9,4.0
US,IA,41,184,89,406,2020-04-12,7,
US,ID,27,169,71,367,2020-04-10,6,
US,NM,26,158,61,364,2020-04-12,7,
US,OR,53,149,77,318,2020-04-09,11,3.0
US,AR,29,149,63,380,2020-04-11,4,1.5
US,ME,19,120,36,334,2020-04-22,2,
US,NH,23,110,40,251,2020-04-09,8,
US,HI,9,99,17,234,2020-04-11,2,
US,NE,17,91,33,268,2020-04-19,2,
US,VT,28,76,42,177,2020-04-04,3,1.0
US,VI,1,58,11,101,2020-05-15,1,
US,WV,8,57,20,154,2020-04-13,2,0.5
US,WY,1,56,26,105,2020-05-22,1,1.0
US,UT,13,55,21,165,2020-04-06,5,
US,ND,8,49,16,124,2020-04-27,1,1.0
US,GU,5,46,8,139,2020-04-23,1,
US,MT,7,44,7,94,2020-03-30,4,1.0
US,AK,8,43,8,105,2020-04-04,2,
US,MP,2,28,2,55,2020-05-05,1,
US,AS,0,,,,,,
