country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1824,1429,2337
US,NY,642,524,785
US,NJ,198,153,277
US,MI,154,132,190
US,MA,95,71,119
US,IL,77,60,96
US,PA,69,59,85
US,GA,61,51,71
US,CT,58,45,75
US,LA,54,40,73
US,CA,41,28,57
US,IN,38,32,44
US,FL,37,25,50
US,MD,29,21,38
US,TX,23,18,29
US,CO,22,17,30
US,OH,22,16,30
US,WA,20,12,28
US,VA,14,9,20
US,WI,12,9,17
US,MO,11,8,15
US,KY,10,7,14
US,AZ,10,7,13
US,NC,9,7,12
US,AL,9,6,12
US,MS,8,6,11
US,NV,8,6,11
US,TN,8,6,10
US,OK,8,5,12
US,KS,8,4,13
US,SC,7,4,10
US,SD,7,4,10
US,MN,7,4,9
US,RI,6,5,8
US,DE,4,4,6
US,DC,4,3,6
US,PR,4,3,5
US,AR,3,2,5
US,OR,3,2,5
US,IA,3,2,4
US,ID,3,2,4
US,NM,3,2,3
US,NH,3,1,4
US,ME,2,1,3
US,NE,2,1,3
US,GU,1,1,2
US,ND,1,1,2
US,UT,1,1,2
US,VT,1,1,2
US,WV,1,1,2
US,HI,1,0,2
US,AK,1,0,1
US,MT,1,0,1
US,VI,0,0,1
US,MP,0,0,0
US,WY,0,0,0
US,AS,,,
