country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Italy,,25085,43591,32932,65671,2020-03-27,919,1.8
United Kingdom,,18151,40496,25475,72862,2020-04-10,981,1.1
France,,21373,40156,28060,73029,2020-04-15,1440,1.6
Spain,,21717,31248,26684,41863,2020-04-02,961,2.0
Germany,,5279,17100,8316,26291,2020-04-15,510,0.9
Brazil,,2906,16294,8093,34359,2020-04-17,217,1.3
Belgium,,6262,11376,8122,20948,2020-04-10,496,1.2
Netherlands,,4068,10003,5828,15360,2020-04-07,234,1.1
Iran,,5391,9747,7031,14967,2020-04-04,158,1.5
Canada,,2077,8035,4089,13647,2020-04-16,251,0.8
Turkey,,2376,7490,4043,17415,2020-04-23,143,1.2
Sweden,,1937,6435,3412,12367,2020-04-21,185,0.6
Mexico,,857,4028,1759,8437,2020-04-22,145,0.5
Russia,,513,3530,1518,7653,2020-05-01,64,1.1
Portugal,,785,2762,1481,5307,2020-04-03,37,1.3
Switzerland,,1509,2660,1874,4841,2020-04-04,75,1.9
Ireland,,769,2450,1254,4990,2020-04-20,77,1.1
Romania,,524,2269,1183,4760,2020-04-19,30,0.8
India,,681,2082,1075,4134,2020-04-21,53,1.1
Indonesia,,635,1668,893,2993,2020-04-14,60,1.3
Poland,,426,1483,659,3134,2020-04-08,30,0.8
Austria,,510,1227,703,2638,2020-04-08,30,1.1
Philippines,,446,1031,575,1874,2020-04-12,50,1.8
Hungary,,225,809,380,1802,2020-04-19,17,1.1
Denmark,,384,769,545,1309,2020-04-04,22,1.1
Finland,,149,679,270,1449,2020-04-21,43,1.0
Czechia,,208,521,363,741,2020-04-14,18,1.3
Norway,,187,418,269,888,2020-04-20,16,1.4
Greece,,121,249,179,360,2020-04-03,10,
Slovenia,,79,174,107,340,2020-04-07,6,1.5
Croatia,,48,163,92,381,2020-04-19,8,
Luxembourg,,80,152,109,222,2020-04-11,8,1.5
Bulgaria,,49,144,87,316,2020-04-22,4,0.5
Estonia,,44,124,91,164,2020-04-02,6,2.0
Lithuania,,38,115,76,201,2020-04-10,6,
Latvia,,11,73,57,99,2020-04-21,4,0.5
Slovakia,,14,45,25,91,2020-04-15,4,
Cyprus,,13,33,28,51,2020-03-30,2,1.0
Malta,,3,11,10,13,2020-04-11,1,
