country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23400,24124,23441,27758,2020-04-07,814,64.3,2020-11-01
US,CA,Los Angeles,4096,8468,5269,14764,2020-04-18,79,4.8,2020-11-01
Canada,,Quebec,5655,6085,5737,6533,2020-05-31,202,118.0,2020-11-01
US,IL,Cook,4776,5353,4871,6015,2020-05-13,140,46.0,2020-11-01
US,AZ,Maricopa,1473,4313,2993,6708,2020-07-15,79,1.6,2020-11-01
US,FL,Miami-Dade,1302,4034,2685,6355,2020-08-16,45,1.6,2020-11-01
US,MI,Wayne,2781,3249,2826,4569,2020-04-22,173,65.0,2020-11-01
Canada,,Ontario,2794,3030,2830,3495,2020-05-04,120,20.3,2020-11-01
US,MA,Middlesex,1947,2434,2017,3327,2020-04-25,201,14.7,2020-11-01
US,NJ,Bergen,2033,2365,2072,3057,2020-06-25,265,-39.0,2020-11-01
US,NJ,Essex,2093,2330,2123,2881,2020-06-25,247,,2020-11-01
US,NY,Nassau,2193,2307,2205,2833,2020-04-07,338,75.0,2020-11-01
US,NY,Suffolk,1994,2272,2017,3152,2020-05-06,226,51.0,2020-11-01
US,FL,Palm Beach,679,2205,1334,3830,2020-08-18,22,1.7,2020-11-01
US,PA,Philadelphia,1665,2035,1735,2778,2020-05-01,97,,2020-11-01
US,CA,Orange,494,2009,950,4376,2020-07-09,26,,2020-11-01
US,NV,Clark,527,1987,1000,3915,2020-04-12,25,,2020-11-01
US,CA,San Diego,478,1722,877,3455,2020-04-22,24,,2020-11-01
US,CA,Riverside,587,1674,838,3142,2020-07-15,24,,2020-11-01
US,TX,Harris,536,1666,950,3064,2020-07-17,18,4.7,2020-11-01
US,FL,Broward,493,1646,768,3287,2020-05-08,18,3.0,2020-11-01
US,NJ,Hudson,1498,1640,1518,1946,2020-04-19,178,,2020-11-01
US,NY,Westchester,1440,1523,1450,1918,2020-04-06,144,16.0,2020-11-01
US,TX,Dallas,523,1365,845,2197,2020-07-17,29,,2020-11-01
US,MA,Suffolk,1035,1169,1049,1504,2020-04-25,106,,2020-11-01
US,TX,Bexar,257,1083,592,1977,2020-07-16,28,1.7,2020-11-01
US,FL,Orange,120,1010,437,2132,2020-07-18,14,3.7,2020-11-01
US,CA,San Bernardino,328,955,517,1845,2020-07-08,21,,2020-11-01
US,WA,King,635,833,662,1234,2020-03-28,27,-5.5,2020-11-01
US,FL,Hillsborough,235,721,419,1482,2020-07-16,40,6.0,2020-11-01
US,CA,Alameda,162,642,193,1812,2020-04-15,13,,2020-11-01
US,TX,Tarrant,298,636,412,1102,2020-07-16,11,0.8,2020-11-01
US,LA,Orleans,545,634,561,854,2020-04-14,32,14.0,2020-11-01
US,CA,Santa Clara,177,351,197,818,2020-07-14,13,,2020-11-01
US,CA,Sacramento,96,338,117,1044,2020-04-09,11,,2020-11-01
US,NV,Washoe,101,249,147,424,2020-05-25,6,,2020-11-01
Canada,,British Columbia,189,239,196,373,2020-04-13,11,,2020-11-01
Canada,,Alberta,167,235,179,385,2020-05-04,9,,2020-11-01
