country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,80120,152808,118090,223320,2020-06-04,1473,1.8,2020-11-01
India,,,28082,112666,54351,253223,2020-06-16,2003,1.5,2020-11-01
Mexico,,,39485,77604,54123,117835,2020-06-03,1092,2.0,2020-11-01
United Kingdom,,,45397,49125,45814,54725,2020-04-21,1173,79.2,2020-11-01
Italy,,,35058,35460,35094,35849,2020-03-27,919,67.2,2020-11-01
Iran,,,14405,31422,21253,47778,2020-07-09,221,0.9,2020-11-01
France,,,30180,30654,30193,33200,2020-04-15,1438,36.2,2020-11-01
Spain,,,28422,28639,28441,29213,2020-06-19,1179,434.0,2020-11-01
Peru,,,13187,23981,17099,35576,2020-06-14,380,,2020-11-01
Colombia,,,6929,22295,14526,35304,2020-07-17,259,1.1,2020-11-01
Russia,,,12408,21230,15152,33969,2020-05-29,232,1.8,2020-11-01
South Africa,,,5173,18173,12260,24860,2020-07-16,216,1.2,2020-11-01
Indonesia,,,4239,15329,7531,28720,2020-07-19,127,1.2,2020-11-01
Chile,,,8503,12919,9227,18695,2020-07-17,1057,,2020-11-01
Belgium,,,9805,9915,9815,10277,2020-04-10,496,65.2,2020-11-01
Canada,,,8902,9479,8953,10224,2020-04-16,251,30.7,2020-11-01
Germany,,,9094,9338,9116,9852,2020-04-15,510,128.0,2020-11-01
Argentina,,,2373,8833,5652,13110,2020-07-20,113,0.7,2020-11-01
Pakistan,,,5639,8558,6570,13543,2020-06-14,178,2.5,2020-11-01
Egypt,,,4352,8502,5889,11989,2020-06-15,97,1.4,2020-11-01
Ecuador,,,5318,7782,5596,12382,2020-05-10,410,17.2,2020-11-01
Turkey,,,5508,6737,5581,10108,2020-04-19,127,6.9,2020-11-01
Netherlands,,,6155,6232,6167,6331,2020-04-07,234,,2020-11-01
Sweden,,,5639,6013,5752,6169,2020-04-21,185,4.8,2020-11-01
Bolivia,,,2218,5654,3706,7524,2020-07-01,78,0.8,2020-11-01
Bangladesh,,,2668,5491,3792,9544,2020-06-30,64,0.9,2020-11-01
Philippines,,,1835,5117,2523,11085,2020-07-12,162,8.8,2020-11-01
Saudi Arabia,,,2523,5065,3716,6267,2020-07-05,58,1.2,2020-11-01
China,,,4644,4646,4644,4663,2020-04-17,1290,,2020-11-01
Romania,,,2038,3930,2827,5525,2020-05-08,35,1.9,2020-11-01
Algeria,,,1087,3869,1318,12891,2020-11-01,67,7.4,2020-11-01
Honduras,,,935,3533,2033,6003,2020-07-02,49,0.9,2020-11-01
Panama,,,1127,3431,2361,4930,2020-07-17,38,1.0,2020-11-01
Dominican Republic,,,993,3135,1449,6013,2020-04-12,38,1.9,2020-11-01
Ukraine,,,1517,2738,2010,3720,2020-06-17,31,1.3,2020-11-01
Portugal,,,1691,2150,1746,3068,2020-04-03,37,15.0,2020-11-01
Poland,,,1627,2144,1820,2729,2020-04-24,40,6.7,2020-11-01
Switzerland,,,1971,2046,1980,2400,2020-04-04,75,30.5,2020-11-01
Serbia,,,482,1954,831,4253,2020-07-10,18,1.7,2020-11-01
Ireland,,,1753,1821,1758,2198,2020-04-24,220,,2020-11-01
Japan,,,988,1655,999,2888,2020-05-01,29,8.5,2020-11-01
Nigeria,,,801,1639,1006,3379,2020-06-16,31,0.9,2020-11-01
Israel,,,415,1415,663,2898,2020-04-18,13,1.8,2020-11-01
Moldova,,,695,1261,926,1914,2020-06-20,14,0.6,2020-11-01
Belarus,,,503,1081,645,1912,2020-11-01,8,2.0,2020-11-01
Bulgaria,,,308,897,470,1532,2020-06-05,12,0.9,2020-11-01
Austria,,,711,816,722,1050,2020-04-08,30,,2020-11-01
Hungary,,,596,680,604,928,2020-04-24,23,,2020-11-01
Kuwait,,,408,673,441,1300,2020-05-30,11,,2020-11-01
Denmark,,,611,645,621,706,2020-04-04,22,,2020-11-01
Morocco,,,276,563,321,995,2020-03-27,12,2.0,2020-11-01
Czechia,,,359,492,366,737,2020-04-14,18,,2020-11-01
United Arab Emirates,,,340,483,351,979,2020-05-10,13,7.0,2020-11-01
Australia,,,126,366,133,1132,2020-04-23,8,0.7,2020-11-01
Finland,,,328,356,330,445,2020-04-21,43,,2020-11-01
South Korea,,,296,337,297,441,2020-03-02,11,,2020-11-01
Norway,,,255,272,259,307,2020-04-20,16,,2020-11-01
Croatia,,,122,233,137,377,2020-04-19,8,1.0,2020-11-01
Greece,,,195,221,203,272,2020-04-03,10,4.0,2020-11-01
Malaysia,,,123,150,134,176,2020-03-29,8,,2020-11-01
Luxembourg,,,111,141,115,181,2020-04-11,8,,2020-11-01
Slovenia,,,113,123,114,156,2020-04-07,6,3.0,2020-11-01
Lithuania,,,80,105,85,147,2020-04-10,6,,2020-11-01
Cuba,,,87,103,91,137,2020-04-24,6,,2020-11-01
Estonia,,,69,81,73,99,2020-04-02,6,,2020-11-01
Slovakia,,,28,41,28,79,2020-04-15,4,,2020-11-01
Latvia,,,31,38,32,70,2020-04-21,4,,2020-11-01
Cyprus,,,19,29,20,61,2020-03-30,2,,2020-11-01
Iceland,,,10,13,10,23,2020-03-15,5,,2020-11-01
Malta,,,9,11,10,13,2020-05-29,2,,2020-11-01
