country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,748,509,1022
US,TX,,109,80,150
US,FL,,105,59,144
US,CA,,100,40,164
US,AZ,,68,39,98
US,AL,,25,16,35
US,GA,,25,9,47
US,PA,,20,5,42
US,SC,,19,11,27
US,LA,,19,6,33
US,NY,,19,2,60
US,NC,,18,9,32
US,MS,,18,7,30
US,IL,,17,5,25
US,MA,,16,5,32
US,NJ,,16,2,24
US,TN,,15,10,21
US,OH,,15,5,33
US,MI,,10,2,24
US,NV,,9,5,13
US,VA,,9,3,18
US,MD,,9,3,15
US,IN,,9,2,21
US,AR,,6,3,9
US,MN,,6,2,12
US,MO,,6,2,12
US,KY,,6,2,10
US,CO,,5,1,14
US,IA,,5,1,12
US,UT,,4,2,7
US,WA,,4,1,10
US,NM,,4,1,8
US,OK,,4,1,8
US,WI,,3,1,8
US,OR,,3,1,7
US,CT,,3,0,5
US,ID,,2,1,4
US,NE,,2,1,4
US,KS,,2,0,5
US,RI,,2,0,4
US,DC,,1,0,3
US,DE,,1,0,3
US,SD,,1,0,3
US,MT,,1,0,2
US,ND,,1,0,2
US,NH,,1,0,2
US,PR,,1,0,2
US,WV,,1,0,2
US,AK,,0,0,1
US,GU,,0,0,1
US,HI,,0,0,1
US,ME,,0,0,1
US,MP,,0,0,1
US,VI,,0,0,1
US,VT,,0,0,1
US,WY,,0,0,1
US,AS,,,,
