date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,1,1,,
2020-03-20,2,3,,
2020-03-21,1,4,,
2020-03-22,1,5,,
2020-03-23,5,10,,
2020-03-24,2,12,,
2020-03-25,7,19,,
2020-03-26,2,21,,
2020-03-27,6,27,,
2020-03-28,0,27,,
2020-03-29,7,34,,
2020-03-30,2,36,,
2020-03-31,33,69,,
2020-04-01,16,85,,
2020-04-02,,,21,106
2020-04-03,,,24,130
2020-04-04,,,26,156
2020-04-05,,,28,184
2020-04-06,,,30,214
2020-04-07,,,30,244
2020-04-08,,,30,274
2020-04-09,,,29,303
2020-04-10,,,28,331
2020-04-11,,,26,357
2020-04-12,,,25,382
2020-04-13,,,23,405
2020-04-14,,,21,426
2020-04-15,,,19,445
2020-04-16,,,17,462
2020-04-17,,,16,478
2020-04-18,,,14,492
2020-04-19,,,13,505
2020-04-20,,,12,517
2020-04-21,,,11,528
2020-04-22,,,10,538
2020-04-23,,,9,547
2020-04-24,,,8,555
2020-04-25,,,7,562
2020-04-26,,,7,569
2020-04-27,,,6,575
2020-04-28,,,6,581
2020-04-29,,,5,586
2020-04-30,,,5,591
2020-05-01,,,5,596
2020-05-02,,,4,600
2020-05-03,,,4,604
2020-05-04,,,4,608
2020-05-05,,,4,612
2020-05-06,,,3,615
2020-05-07,,,3,618
2020-05-08,,,3,621
2020-05-09,,,3,624
2020-05-10,,,3,627
2020-05-11,,,3,630
2020-05-12,,,3,633
2020-05-13,,,2,635
2020-05-14,,,2,637
2020-05-15,,,2,639
2020-05-16,,,2,641
2020-05-17,,,2,643
2020-05-18,,,2,645
2020-05-19,,,2,647
2020-05-20,,,2,649
2020-05-21,,,2,651
2020-05-22,,,2,653
2020-05-23,,,2,655
2020-05-24,,,2,657
2020-05-25,,,2,659
2020-05-26,,,2,661
2020-05-27,,,1,662
2020-05-28,,,1,663
2020-05-29,,,1,664
2020-05-30,,,1,665
2020-05-31,,,1,666
2020-06-01,,,1,667
2020-06-02,,,1,668
2020-06-03,,,1,669
2020-06-04,,,1,670
2020-06-05,,,1,671
2020-06-06,,,1,672
2020-06-07,,,1,673
2020-06-08,,,1,674
2020-06-09,,,1,675
2020-06-10,,,1,676
2020-06-11,,,1,677
2020-06-12,,,1,678
2020-06-13,,,1,679
2020-06-14,,,1,680
2020-06-15,,,1,681
2020-06-16,,,1,682
2020-06-17,,,1,683
2020-06-18,,,1,684
2020-06-19,,,1,685
2020-06-20,,,1,686
2020-06-21,,,1,687
2020-06-22,,,1,688
2020-06-23,,,1,689
2020-06-24,,,1,690
2020-06-25,,,1,691
2020-06-26,,,0,691
2020-06-27,,,0,691
2020-06-28,,,0,691
2020-06-29,,,0,691
2020-06-30,,,0,691
