date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,,,,
2020-03-20,,,,
2020-03-21,,,,
2020-03-22,,,,
2020-03-23,,,,
2020-03-24,,,,
2020-03-25,,,,
2020-03-26,,,,
2020-03-27,,,,
2020-03-28,1,1,,
2020-03-29,0,1,,
2020-03-30,3,4,,
2020-03-31,0,4,,
2020-04-01,1,5,,
2020-04-02,,,1,6
2020-04-03,,,1,7
2020-04-04,,,1,8
2020-04-05,,,1,9
2020-04-06,,,1,10
2020-04-07,,,1,11
2020-04-08,,,1,12
2020-04-09,,,1,13
2020-04-10,,,1,14
2020-04-11,,,1,15
2020-04-12,,,1,16
2020-04-13,,,1,17
2020-04-14,,,1,18
2020-04-15,,,1,19
2020-04-16,,,1,20
2020-04-17,,,1,21
2020-04-18,,,1,22
2020-04-19,,,1,23
2020-04-20,,,1,24
2020-04-21,,,1,25
2020-04-22,,,1,26
2020-04-23,,,1,27
2020-04-24,,,1,28
2020-04-25,,,1,29
2020-04-26,,,1,30
2020-04-27,,,1,31
2020-04-28,,,1,32
2020-04-29,,,1,33
2020-04-30,,,1,34
2020-05-01,,,1,35
2020-05-02,,,1,36
2020-05-03,,,1,37
2020-05-04,,,1,38
2020-05-05,,,1,39
2020-05-06,,,1,40
2020-05-07,,,1,41
2020-05-08,,,1,42
2020-05-09,,,1,43
2020-05-10,,,1,44
2020-05-11,,,1,45
2020-05-12,,,1,46
2020-05-13,,,1,47
2020-05-14,,,1,48
2020-05-15,,,1,49
2020-05-16,,,1,50
2020-05-17,,,1,51
2020-05-18,,,1,52
2020-05-19,,,1,53
2020-05-20,,,1,54
2020-05-21,,,1,55
2020-05-22,,,1,56
2020-05-23,,,1,57
2020-05-24,,,1,58
2020-05-25,,,1,59
2020-05-26,,,1,60
2020-05-27,,,1,61
2020-05-28,,,1,62
2020-05-29,,,1,63
2020-05-30,,,0,63
2020-05-31,,,0,63
2020-06-01,,,0,63
2020-06-02,,,0,63
2020-06-03,,,0,63
2020-06-04,,,0,63
2020-06-05,,,0,63
2020-06-06,,,0,63
2020-06-07,,,0,63
2020-06-08,,,0,63
2020-06-09,,,0,63
2020-06-10,,,0,63
2020-06-11,,,0,63
2020-06-12,,,0,63
2020-06-13,,,0,63
2020-06-14,,,0,63
2020-06-15,,,0,63
2020-06-16,,,0,63
2020-06-17,,,0,63
2020-06-18,,,0,63
2020-06-19,,,0,63
2020-06-20,,,0,63
2020-06-21,,,0,63
2020-06-22,,,0,63
2020-06-23,,,0,63
2020-06-24,,,0,63
2020-06-25,,,0,63
2020-06-26,,,0,63
2020-06-27,,,0,63
2020-06-28,,,0,63
2020-06-29,,,0,63
2020-06-30,,,0,63
