date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,,,,
2020-03-20,3,3,,
2020-03-21,1,4,,
2020-03-22,0,4,,
2020-03-23,1,5,,
2020-03-24,0,5,,
2020-03-25,2,7,,
2020-03-26,1,8,,
2020-03-27,5,13,,
2020-03-28,0,13,,
2020-03-29,0,13,,
2020-03-30,1,14,,
2020-03-31,2,16,,
2020-04-01,8,24,,
2020-04-02,,,5,29
2020-04-03,,,6,35
2020-04-04,,,6,41
2020-04-05,,,7,48
2020-04-06,,,7,55
2020-04-07,,,7,62
2020-04-08,,,7,69
2020-04-09,,,7,76
2020-04-10,,,7,83
2020-04-11,,,7,90
2020-04-12,,,6,96
2020-04-13,,,6,102
2020-04-14,,,5,107
2020-04-15,,,5,112
2020-04-16,,,4,116
2020-04-17,,,4,120
2020-04-18,,,4,124
2020-04-19,,,3,127
2020-04-20,,,3,130
2020-04-21,,,3,133
2020-04-22,,,2,135
2020-04-23,,,2,137
2020-04-24,,,2,139
2020-04-25,,,2,141
2020-04-26,,,1,142
2020-04-27,,,1,143
2020-04-28,,,1,144
2020-04-29,,,1,145
2020-04-30,,,1,146
2020-05-01,,,1,147
2020-05-02,,,1,148
2020-05-03,,,1,149
2020-05-04,,,1,150
2020-05-05,,,1,151
2020-05-06,,,1,152
2020-05-07,,,1,153
2020-05-08,,,1,154
2020-05-09,,,1,155
2020-05-10,,,1,156
2020-05-11,,,1,157
2020-05-12,,,1,158
2020-05-13,,,1,159
2020-05-14,,,1,160
2020-05-15,,,1,161
2020-05-16,,,1,162
2020-05-17,,,1,163
2020-05-18,,,1,164
2020-05-19,,,1,165
2020-05-20,,,1,166
2020-05-21,,,1,167
2020-05-22,,,1,168
2020-05-23,,,1,169
2020-05-24,,,1,170
2020-05-25,,,0,170
2020-05-26,,,0,170
2020-05-27,,,0,170
2020-05-28,,,0,170
2020-05-29,,,0,170
2020-05-30,,,0,170
2020-05-31,,,0,170
2020-06-01,,,0,170
2020-06-02,,,0,170
2020-06-03,,,0,170
2020-06-04,,,0,170
2020-06-05,,,0,170
2020-06-06,,,0,170
2020-06-07,,,0,170
2020-06-08,,,0,170
2020-06-09,,,0,170
2020-06-10,,,0,170
2020-06-11,,,0,170
2020-06-12,,,0,170
2020-06-13,,,0,170
2020-06-14,,,0,170
2020-06-15,,,0,170
2020-06-16,,,0,170
2020-06-17,,,0,170
2020-06-18,,,0,170
2020-06-19,,,0,170
2020-06-20,,,0,170
2020-06-21,,,0,170
2020-06-22,,,0,170
2020-06-23,,,0,170
2020-06-24,,,0,170
2020-06-25,,,0,170
2020-06-26,,,0,170
2020-06-27,,,0,170
2020-06-28,,,0,170
2020-06-29,,,0,170
2020-06-30,,,0,170
