country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,109888,172045,129100,239110,2020-07-29,1595,0.8,2020-11-01
India,,,52888,120997,78872,179031,2020-06-16,2003,1.0,2020-11-01
Mexico,,,57774,96523,82005,129451,2020-06-03,1092,0.9,2020-11-01
United Kingdom,,,41466,42505,41499,46417,2020-04-21,1224,82.9,2020-11-01
Peru,,,26481,36369,29572,47987,2020-08-14,4143,1.3,2020-11-01
Italy,,,35405,36057,35430,38474,2020-03-27,919,166.6,2020-11-01
France,,,30434,31455,30478,35871,2020-04-15,1438,,2020-11-01
Colombia,,,15619,30297,21987,45601,2020-07-29,380,1.3,2020-11-01
Spain,,,28670,29893,28705,34387,2020-06-19,1179,35.7,2020-11-01
Iran,,,19972,27820,22759,37301,2020-07-28,235,1.2,2020-11-01
South Africa,,,12264,22266,15911,32147,2020-07-22,572,0.7,2020-11-01
Russia,,,15836,21772,17684,30540,2020-05-29,232,1.2,2020-11-01
Argentina,,,6048,16227,9798,27031,2020-08-11,240,0.7,2020-11-01
Chile,,,10546,14296,11173,22529,2020-07-17,1057,5.4,2020-11-01
Indonesia,,,6277,10730,7882,17503,2020-07-22,139,1.0,2020-11-01
Belgium,,,9959,10552,10003,12866,2020-04-10,496,20.9,2020-11-01
Germany,,,9241,9966,9291,12282,2020-04-15,510,48.5,2020-11-01
Canada,,,9090,9507,9125,10503,2020-04-16,251,12.4,2020-11-01
Turkey,,,6016,7442,6125,11132,2020-04-19,127,5.7,2020-11-01
Ecuador,,,6105,7369,6246,10167,2020-05-10,410,4.0,2020-11-01
Bolivia,,,4172,7053,5263,10586,2020-08-04,92,1.4,2020-11-01
Pakistan,,,6190,6992,6311,8114,2020-06-14,178,7.9,2020-11-01
Netherlands,,,6197,6553,6222,7948,2020-04-07,234,54.8,2020-11-01
Romania,,,3074,6293,4256,9896,2020-08-13,53,1.0,2020-11-01
Philippines,,,2687,6220,3666,11946,2020-07-12,162,8.2,2020-11-01
Sweden,,,5790,5943,5816,6044,2020-04-21,185,34.0,2020-11-01
Egypt,,,5184,5866,5292,6979,2020-06-15,97,6.9,2020-11-01
Bangladesh,,,3740,5720,4224,8847,2020-06-30,64,0.9,2020-11-01
Saudi Arabia,,,3470,5161,4004,7123,2020-07-05,58,1.2,2020-11-01
China,,,4705,4904,4705,6290,2020-04-17,1290,58.4,2020-11-01
Ukraine,,,2152,4621,2946,8288,2020-11-01,41,1.4,2020-11-01
Morocco,,,714,3378,1524,7261,2020-11-01,45,1.4,2020-11-01
Poland,,,1896,2864,2165,4359,2020-04-24,40,1.8,2020-11-01
Panama,,,1809,2800,2183,3928,2020-07-24,41,1.2,2020-11-01
Dominican Republic,,,1489,2677,1882,4318,2020-04-12,38,2.4,2020-11-01
Honduras,,,1593,2599,1954,3835,2020-07-30,53,2.4,2020-11-01
Japan,,,1135,2248,1240,5763,2020-05-01,29,1.0,2020-11-01
Algeria,,,1391,2170,1566,3551,2020-04-09,30,1.1,2020-11-01
Switzerland,,,1992,2123,2011,2497,2020-04-04,75,59.7,2020-11-01
Portugal,,,1784,2047,1794,2634,2020-04-03,37,5.9,2020-11-01
Ireland,,,1775,1854,1785,2086,2020-04-24,220,53.9,2020-11-01
Israel,,,708,1567,983,2890,2020-08-12,17,0.9,2020-11-01
Australia,,,450,1508,785,3103,2020-08-16,25,1.3,2020-11-01
Moldova,,,908,1326,1070,1889,2020-08-13,15,,2020-11-01
Nigeria,,,981,1297,1043,2009,2020-06-16,31,2.5,2020-11-01
Bulgaria,,,519,1097,718,2028,2020-08-03,16,1.4,2020-11-01
Serbia,,,681,980,802,1261,2020-07-10,18,2.1,2020-11-01
Austria,,,729,820,742,1056,2020-04-08,30,,2020-11-01
Belarus,,,617,809,730,986,2020-08-16,7,1.4,2020-11-01
Kuwait,,,505,748,542,1297,2020-05-30,11,2.4,2020-11-01
Denmark,,,621,708,639,928,2020-04-04,22,,2020-11-01
Hungary,,,609,690,616,890,2020-04-24,23,13.8,2020-11-01
Czechia,,,401,557,431,852,2020-04-14,18,4.0,2020-11-01
Greece,,,232,471,302,826,2020-04-03,10,2.5,2020-11-01
United Arab Emirates,,,366,455,372,686,2020-05-10,13,3.7,2020-11-01
Finland,,,334,373,341,481,2020-04-21,43,,2020-11-01
South Korea,,,306,356,306,522,2020-03-02,11,,2020-11-01
Norway,,,262,315,275,434,2020-04-20,16,7.3,2020-11-01
Croatia,,,166,267,198,405,2020-04-19,8,,2020-11-01
Luxembourg,,,124,173,139,245,2020-04-11,8,,2020-11-01
Slovenia,,,129,163,134,223,2020-04-07,6,,2020-11-01
Malaysia,,,125,140,129,156,2020-03-29,8,,2020-11-01
Cuba,,,88,126,95,210,2020-04-24,6,,2020-11-01
Lithuania,,,81,94,84,120,2020-04-10,6,,2020-11-01
Estonia,,,63,71,67,79,2020-04-02,6,,2020-11-01
Latvia,,,33,45,35,66,2020-04-21,4,0.6,2020-11-01
Slovakia,,,31,43,33,70,2020-04-15,4,,2020-11-01
Cyprus,,,20,29,23,43,2020-03-30,2,,2020-11-01
Iceland,,,10,13,10,18,2020-03-15,5,,2020-11-01
Malta,,,9,12,10,15,2020-05-29,2,,2020-11-01
