country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,7938,59151,19494,156691,2020-05-23,600,1.1
United Kingdom,,29501,49918,34854,86140,2020-04-29,4421,1.2
Italy,,29315,39957,32910,53309,2020-03-27,919,3.3
France,,25537,33460,27248,55101,2020-04-15,1440,2.6
Spain,,25613,31807,27755,39748,2020-04-02,961,4.6
Canada,,4190,14357,6808,23304,2020-04-16,251,0.8
Germany,,6993,13043,8493,24742,2020-04-15,510,
Mexico,,2507,10737,5313,17438,2020-05-05,236,0.6
Belgium,,8016,10463,8912,14969,2020-04-10,496,3.3
Iran,,6340,9226,7311,12152,2020-04-04,158,2.3
Netherlands,,5185,8760,6198,14215,2020-04-07,234,1.7
India,,1693,7441,3544,14192,2020-05-04,175,0.7
Russia,,1451,7326,3512,15276,2020-04-29,105,1.1
Sweden,,2854,7002,4367,16535,2020-04-21,185,1.0
Turkey,,3520,5662,4312,10201,2020-04-19,127,2.0
Romania,,841,3069,1761,5653,2020-04-25,34,1.2
Ireland,,1339,2899,1673,7162,2020-04-24,220,2.4
Poland,,716,2524,1027,5767,2020-04-24,40,1.3
Switzerland,,1795,2456,2021,3600,2020-04-04,75,5.2
Portugal,,1074,2280,1565,3603,2020-04-03,37,2.6
Indonesia,,872,1758,1081,3277,2020-04-14,60,3.0
Philippines,,637,1492,764,2679,2020-04-12,50,1.1
Hungary,,363,933,472,2210,2020-04-24,23,1.1
Finland,,246,913,348,2107,2020-04-21,43,1.5
Austria,,606,907,708,1305,2020-04-08,30,3.3
Denmark,,503,856,633,1282,2020-04-04,22,1.5
Czechia,,257,414,355,517,2020-04-14,18,1.8
Croatia,,83,374,170,814,2020-04-19,8,1.3
Norway,,215,348,263,558,2020-04-20,16,7.0
Bulgaria,,80,331,154,685,2020-04-29,6,1.5
Greece,,146,225,180,297,2020-04-03,10,
Slovenia,,98,148,115,211,2020-04-07,6,3.0
Luxembourg,,96,144,116,187,2020-04-11,8,
Estonia,,55,105,86,124,2020-04-02,6,
Lithuania,,46,82,63,100,2020-04-10,6,
Latvia,,17,48,40,58,2020-04-21,4,1.0
Slovakia,,25,46,33,70,2020-04-15,4,
Cyprus,,15,25,19,30,2020-03-30,2,
Malta,,5,11,10,13,2020-05-05,1,
