date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,870,500,1000,870,500,1000,870,500,1000
2020-02-23,,,,,,,,,870,500,1000,1741,1000,2000,1741,1000,2000
2020-02-24,,,,,,,,,870,500,1000,2611,1500,3000,2611,1500,3000
2020-02-25,,,,,,,,,870,500,1000,3482,2000,4000,3482,2000,4000
2020-02-26,,,,,,,,,870,500,1000,4352,2500,5000,4352,2500,5000
2020-02-27,,,,,,,,,870,500,1000,5223,3000,6000,5223,3000,6000
2020-02-28,,,,,,,,,870,500,1000,6093,3500,7000,6093,3500,7000
2020-02-29,,,,,,,,,870,500,1000,6963,4000,8000,6963,4000,8000
2020-03-01,,,,,,,,,870,500,1000,7834,4500,9000,7834,4500,9000
2020-03-02,,,,,,,,,2111,1296,2400,9945,5796,11400,9945,5796,11400
2020-03-03,,,,,,,,,2103,1291,2392,12048,7088,13792,12048,7088,13792
2020-03-04,,,,,,,,,2184,1350,2481,14232,8438,16272,14232,8438,16272
2020-03-05,,,,,,,,,2353,1471,2668,16585,9910,18940,16585,9910,18940
2020-03-06,,,,,,,,,2704,1723,3056,19289,11634,21995,19289,11634,21995
2020-03-07,,,,,,,,,3249,2115,3658,22537,13749,25653,22537,13749,25653
2020-03-08,,,,,,,,,3664,2418,4116,25331,15668,28769,26202,16168,29769
2020-03-09,,,,,,,,,4003,2674,4487,28464,17843,32256,30205,18843,34256
2020-03-10,,,,,,,,,4386,2973,4904,31980,20316,36159,34591,21816,39159
2020-03-11,,,,,,,,,4828,3325,5381,35937,23141,40540,39419,25141,44540
2020-03-12,,,,,,,,,5378,3767,5976,40445,26408,45515,44797,28908,50515
