region,initial_r_0,post_mitigation_r,inflection_date
USA,2.288794539978756,0.8909172636739285,2020-03-17
NY,3.570540897070547,0.8990460826982036,2020-03-14
NJ,2.686872756270104,0.9138048511321851,2020-03-17
PA,2.483436703610834,0.8648680759722949,2020-03-22
PR,2.3444135256012077,0.8673953470961038,2020-03-16
WI,2.294297314248728,0.8103831591069603,2020-03-16
CT,2.2729538708422936,0.8975767523420981,2020-03-23
IL,2.2339938350937647,0.9125082801205168,2020-03-19
MI,2.150655366518191,0.8908011147291002,2020-03-18
TN,2.1004153939696337,0.7855365818441339,2020-03-15
LA,2.0887399103403324,0.9098738175125887,2020-03-14
AL,2.079768896349169,0.8427541025676447,2020-03-18
MO,1.969833366076931,0.9230602235509208,2020-03-20
TX,1.9499341221780955,0.8544674279815466,2020-03-19
NH,1.9393776475839006,0.8754165549093944,2020-03-20
MD,1.9170418087605559,0.901740097149604,2020-03-26
MS,1.9156375416635518,0.8863115689238074,2020-03-19
DE,1.8988630735472762,0.8994888153875493,2020-03-24
IN,1.8834672800914758,0.889014736944123,2020-03-21
NC,1.8672346752700864,0.8652378003123611,2020-03-27
MA,1.8639023091106566,0.9032028710784141,2020-03-30
GA,1.8411117817592606,0.9082062040143973,2020-03-19
HI,1.7991626794258373,0.7008672248803829,2020-03-17
MN,1.7587767919767185,0.8972450977500216,2020-03-29
RI,1.7221107663613153,0.8492398325232595,2020-03-27
NM,1.7172001621948443,0.8539958409304773,2020-03-28
CO,1.705802142407868,0.9429649954893788,2020-03-17
KY,1.6787055520373921,0.9048342509356491,2020-03-17
OK,1.6466528595779368,0.8610466724963615,2020-03-15
OH,1.6364074817924328,0.8872462385309351,2020-03-25
DC,1.6178812009276624,0.8999838510301738,2020-03-26
AZ,1.6051572297331504,0.9195550571175751,2020-03-17
SC,1.5491761754707605,0.8794931890101257,2020-03-19
VA,1.5458678857241435,0.8812007033034367,2020-03-29
OR,1.5444261988453838,0.8646724416388339,2020-03-19
FL,1.5212561127259283,0.8679793040672257,2020-03-24
CA,1.49521973553836,0.9046160661642525,2020-03-26
NV,1.460472014072952,0.8548253523979628,2020-03-17
VT,1.4461722488038276,0.8095693779904307,2020-03-15
WA,1.4328979005107763,0.8231046400831221,2020-03-16
WV,1.3929425837320573,0.862171052631579,2020-03-31
ID,1.2630028597347482,0.7539607351856332,2020-03-22
IA,1.2537081339712917,0.9415071770334928,2020-03-18
VI,1.2352870813397128,0.6367523923444975,2020-03-20
NE,1.2151913875598086,0.8086722488038279,2020-03-20
ME,1.2021531100478469,0.8118720095693781,2020-03-15
AR,1.201197231431611,0.7806815447843607,2020-03-18
UT,1.1505980861244018,0.8728468899521532,2020-03-28
GU,1.1423444976076553,0.7495215311004786,2020-03-20
KS,1.097087250909691,0.86898997073818,2020-03-27
MP,1.0769138755980863,0.6629784688995215,2020-03-20
WY,1.0217703349282297,0.6413875598086124,2020-03-28
AK,0.9607560756075608,0.5658415841584159,2020-03-15
SD,0.8962649460574681,0.8203311825718353,2020-03-25
ND,0.7358851674641147,0.7261961722488038,2020-03-28
MT,0.7173444976076555,0.7671351674641148,2020-03-27
