combined_subregion,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Canada-Alberta,1.82,0.83,2020-03-22,1.03,2020-07-21
Canada-British Columbia,1.22,0.78,2020-03-23,0.98,2020-07-21
Canada-Ontario,1.78,0.83,2020-03-29,1.01,2020-07-21
Canada-Quebec,2.08,0.87,2020-03-28,1.01,2020-07-21
US-AZ-Maricopa,1.42,0.99,2020-03-21,0.93,2020-07-21
US-CA-Alameda,1.30,0.86,2020-03-23,1.03,2020-07-21
US-CA-Los Angeles,2.43,1.01,2020-03-13,0.99,2020-07-21
US-CA-Orange,1.53,1.04,2020-03-24,0.99,2020-07-21
US-CA-Riverside,1.61,0.99,2020-03-22,0.98,2020-07-21
US-CA-Sacramento,1.11,0.80,2020-03-24,1.09,2020-07-21
US-CA-San Bernardino,1.45,0.93,2020-03-23,0.99,2020-07-21
US-CA-San Diego,1.42,0.97,2020-03-22,1.04,2020-07-21
US-CA-Santa Clara,1.50,0.77,2020-03-09,1.07,2020-07-21
US-FL-Broward,1.49,0.84,2020-03-21,0.96,2020-07-21
US-FL-Hillsborough,1.45,1.04,2020-03-24,0.97,2020-07-21
US-FL-Miami-Dade,2.81,0.89,2020-03-15,0.93,2020-07-21
US-FL-Orange,1.36,0.88,2020-03-23,0.97,2020-07-21
US-FL-Palm Beach,1.79,0.90,2020-03-10,0.94,2020-07-21
US-IL-Cook,2.64,0.94,2020-03-19,1.03,2020-07-21
US-LA-Orleans,1.83,0.62,2020-03-11,0.92,2020-07-21
US-MA-Middlesex,2.34,0.83,2020-03-27,1.02,2020-07-21
US-MA-Suffolk,1.85,0.77,2020-03-29,1.01,2020-07-21
US-MI-Wayne,2.75,0.80,2020-03-10,1.06,2020-07-21
US-NJ-Bergen,2.73,0.83,2020-03-09,0.99,2020-07-21
US-NJ-Essex,3.78,0.80,2020-03-12,0.99,2020-07-21
US-NJ-Hudson,1.84,0.78,2020-03-23,0.98,2020-07-21
US-NV-Clark,1.60,0.87,2020-03-13,0.98,2020-07-21
US-NV-Washoe,2.79,0.88,2020-03-17,0.98,2020-07-21
US-NY-Nassau,4.02,0.74,2020-03-12,0.96,2020-07-21
US-NY-New York City,5.56,0.75,2020-03-08,0.96,2020-07-21
US-NY-Suffolk,3.38,0.81,2020-03-14,0.98,2020-07-21
US-NY-Westchester,4.42,0.71,2020-03-16,0.98,2020-07-21
US-PA-Philadelphia,3.80,0.89,2020-03-16,1.02,2020-07-21
US-TX-Bexar,1.36,0.93,2020-03-24,0.96,2020-07-21
US-TX-Dallas,1.73,1.00,2020-03-21,0.96,2020-07-21
US-TX-Harris,1.65,0.96,2020-03-22,0.98,2020-07-21
US-TX-Tarrant,1.62,0.96,2020-03-23,0.98,2020-07-21
US-WA-King,1.93,0.87,2020-03-05,1.04,2020-07-21
