region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.26,0.91,2020-03-18,1.01,2020-05-28
AK,1.92,0.39,2020-03-15,0.54,2020-05-28
AL,1.98,0.96,2020-03-17,1.07,2020-05-28
AR,1.47,0.92,2020-03-18,1.05,2020-05-28
AZ,1.82,1.03,2020-03-18,1.12,2020-05-28
CA,1.62,0.98,2020-03-23,0.99,2020-05-28
CO,1.58,0.96,2020-03-17,1.08,2020-05-28
CT,2.35,0.89,2020-03-23,0.91,2020-05-28
DC,1.64,0.91,2020-03-30,0.92,2020-05-28
DE,1.85,0.95,2020-03-25,0.97,2020-05-28
FL,1.70,0.96,2020-03-20,1.07,2020-05-28
GA,2.04,0.95,2020-03-17,1.07,2020-05-28
GU,0.64,0.44,2020-03-20,0.47,2020-05-28
HI,2.18,0.44,2020-03-17,0.46,2020-05-28
IA,1.80,0.99,2020-03-21,1.10,2020-05-28
ID,1.85,0.61,2020-03-21,0.79,2020-05-28
IL,2.16,0.99,2020-03-19,1.01,2020-05-28
IN,1.85,0.96,2020-03-21,1.07,2020-05-28
KS,1.28,0.81,2020-03-27,0.97,2020-05-28
KY,1.79,0.92,2020-03-17,1.03,2020-05-28
LA,2.15,0.86,2020-03-15,1.01,2020-05-28
MA,1.94,0.88,2020-03-29,1.01,2020-05-28
MD,1.97,0.94,2020-03-27,1.06,2020-05-28
ME,2.19,0.78,2020-03-17,0.81,2020-05-28
MI,2.47,0.83,2020-03-18,0.86,2020-05-28
MN,1.78,1.00,2020-04-01,1.10,2020-05-28
MO,1.71,0.95,2020-03-19,1.05,2020-05-28
MP,0.92,0.33,2020-03-20,0.36,2020-05-28
MS,1.77,1.03,2020-03-19,1.12,2020-05-28
MT,1.41,0.51,2020-03-27,0.68,2020-05-28
NC,1.81,0.97,2020-03-26,1.07,2020-05-28
ND,1.19,0.94,2020-03-28,1.05,2020-05-28
NE,1.54,1.02,2020-03-20,1.12,2020-05-28
NH,1.73,1.03,2020-03-22,1.12,2020-05-28
NJ,2.56,0.92,2020-03-18,0.93,2020-05-28
NM,1.62,0.99,2020-03-28,1.01,2020-05-28
NV,1.71,0.91,2020-03-17,1.04,2020-05-28
NY,3.70,0.85,2020-03-14,0.88,2020-05-28
OH,1.65,0.99,2020-03-25,1.09,2020-05-28
OK,1.76,0.80,2020-03-15,0.96,2020-05-28
OR,1.57,0.84,2020-03-19,0.86,2020-05-28
PA,2.08,0.92,2020-03-28,0.95,2020-05-28
PR,2.15,0.80,2020-03-17,0.83,2020-05-28
RI,1.74,0.98,2020-03-27,1.05,2020-05-28
SC,1.65,0.99,2020-03-19,1.09,2020-05-28
SD,0.98,0.98,2020-03-25,1.09,2020-05-28
TN,2.05,0.91,2020-03-14,1.04,2020-05-28
TX,1.73,0.97,2020-03-18,1.06,2020-05-28
UT,1.14,0.97,2020-03-28,1.07,2020-05-28
VA,1.44,0.99,2020-03-31,1.01,2020-05-28
VI,1.45,0.33,2020-03-20,0.35,2020-05-28
VT,1.16,0.54,2020-03-20,0.57,2020-05-28
WA,1.53,0.88,2020-03-13,0.91,2020-05-28
WI,2.00,0.89,2020-03-15,1.03,2020-05-28
WV,1.45,0.75,2020-03-31,0.92,2020-05-28
WY,1.09,0.80,2020-03-28,1.02,2020-05-28
