region,initial_r_0,post_mitigation_r,inflection_date
USA,2.224563369961787,0.9117386199423263,2020-03-18
NY,3.5660292331804393,0.877941089647482,2020-03-14
NJ,2.4868404885443587,0.9326616414322237,2020-03-18
PA,2.4781787930554913,0.9740151857652533,2020-03-23
CT,2.325143030861945,0.8826323949195838,2020-03-23
PR,2.3067663335226847,0.8090662967490425,2020-03-17
MI,2.2051917920436104,0.8682232537738074,2020-03-18
TN,2.175879029538087,0.7403051250488495,2020-03-14
LA,2.0972956699251313,0.8716563310839323,2020-03-15
IL,2.096928864123674,0.9674843719368093,2020-03-19
AL,2.0625792149065005,0.8955360789394111,2020-03-17
WI,2.0461909528085105,0.8077310374560407,2020-03-16
MD,2.0197102672231355,0.9013921638444704,2020-03-27
MN,1.9028554446708679,0.9183783879062752,2020-03-30
GA,1.8935613475667332,0.9433398067545404,2020-03-18
DE,1.8924891929306307,0.9423228997949854,2020-03-24
MA,1.8918856953692762,0.8874700915316424,2020-03-29
MO,1.8644897475054085,0.9143444176862148,2020-03-19
IN,1.8479871564656492,0.9331020835863186,2020-03-21
NH,1.8110047846889952,0.9465909090909091,2020-03-20
NC,1.7856744820986559,0.8677930636765031,2020-03-27
TX,1.7855086011074346,0.9265352676259981,2020-03-19
HI,1.7746411483253586,0.6462320574162679,2020-03-17
DC,1.7655362644258346,0.9279949798030104,2020-03-26
MS,1.758515638048871,0.9453777928615925,2020-03-19
RI,1.7241492472890512,0.8909928432485704,2020-03-27
CO,1.708058944801417,0.9454271167227365,2020-03-17
OK,1.6854766004151736,0.8277424141090534,2020-03-15
KY,1.658478595551805,0.8869646187740662,2020-03-17
OH,1.6348444979824952,0.9434796570792829,2020-03-25
SC,1.6315623645818653,0.9652479733996157,2020-03-19
NM,1.629422265170034,0.9332678410897498,2020-03-28
FL,1.6018741299535,0.9123531486895476,2020-03-23
AZ,1.5595014563987133,0.944187136258194,2020-03-16
OR,1.539114832535885,0.8387858851674641,2020-03-19
VA,1.5052697856940627,0.9293126779192058,2020-03-30
NV,1.4864586580579426,0.8742223109391271,2020-03-17
CA,1.481442758812072,0.9113411811673735,2020-03-26
ID,1.4711722488038275,0.6491028708133971,2020-03-21
WA,1.4276119463482981,0.8348474236183223,2020-03-16
AK,1.4238038277511964,0.44811602870813394,2020-03-15
WV,1.3672248803827751,0.8171052631578948,2020-03-31
WY,1.3285885167464115,0.5282595693779903,2020-03-28
VT,1.3272727272727272,0.7504186602870813,2020-03-15
VI,1.3162679425837318,0.5272428229665072,2020-03-20
ME,1.297607655502392,0.7038875598086125,2020-03-15
IA,1.1889436240935836,0.9728876363560677,2020-03-18
NE,1.1377990430622007,0.8422846889952154,2020-03-20
UT,1.1100478468899522,0.8727870813397131,2020-03-28
MT,1.0917464114832538,0.6797846889952153,2020-03-27
KS,1.0630408422172886,0.8603275790755753,2020-03-27
ND,0.9863636363636364,0.7625299043062203,2020-03-28
MP,0.94688995215311,0.5475777511961722,2020-03-20
AR,0.834688995215311,0.8923744019138757,2020-03-18
GU,0.7867224880382774,0.6797846889952153,2020-03-20
SD,0.7748803827751195,0.8724282296650718,2020-03-25
