region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.25,0.93,2020-03-18,1.03,2020-07-16
AK,1.93,0.50,2020-03-15,0.92,2020-07-16
AL,1.50,0.98,2020-04-03,1.07,2020-07-16
AR,1.53,1.01,2020-04-04,0.99,2020-07-16
AZ,1.27,0.99,2020-04-13,0.96,2020-07-16
CA,1.75,0.98,2020-03-23,0.98,2020-07-16
CO,1.29,0.88,2020-04-02,1.04,2020-07-16
CT,2.15,0.83,2020-03-25,0.92,2020-07-16
DC,1.68,0.91,2020-03-30,1.03,2020-07-16
DE,1.46,0.87,2020-04-09,1.00,2020-07-16
FL,1.83,0.93,2020-03-20,1.03,2020-07-16
GA,2.20,0.98,2020-03-17,1.04,2020-07-16
GU,1.26,0.48,2020-03-20,0.87,2020-07-16
HI,2.11,0.51,2020-03-17,1.12,2020-07-16
IA,1.31,0.87,2020-04-24,1.00,2020-07-16
ID,2.28,0.68,2020-03-21,1.09,2020-07-16
IL,2.08,0.94,2020-03-24,1.03,2020-07-16
IN,1.57,0.90,2020-04-02,1.03,2020-07-16
KS,1.28,0.83,2020-03-27,1.01,2020-07-16
KY,1.86,0.95,2020-03-17,1.11,2020-07-16
LA,2.10,0.87,2020-03-15,1.08,2020-07-16
MA,1.97,0.90,2020-03-28,0.97,2020-07-16
MD,1.96,0.93,2020-03-28,1.01,2020-07-16
ME,1.66,0.85,2020-03-25,1.08,2020-07-16
MI,1.94,0.85,2020-03-18,1.06,2020-07-16
MN,1.88,0.93,2020-04-02,1.09,2020-07-16
MO,1.89,0.90,2020-03-20,1.03,2020-07-16
MP,1.43,0.43,2020-03-20,0.85,2020-07-16
MS,1.45,0.94,2020-04-10,1.01,2020-07-16
MT,1.35,0.72,2020-03-27,1.09,2020-07-16
NC,2.09,0.97,2020-03-26,1.00,2020-07-16
ND,1.39,0.91,2020-03-28,0.98,2020-07-16
NE,2.25,1.03,2020-03-22,0.94,2020-07-16
NH,1.50,0.87,2020-04-15,0.89,2020-07-16
NJ,2.55,0.88,2020-03-19,1.02,2020-07-16
NM,1.41,0.94,2020-04-08,1.05,2020-07-16
NV,2.05,0.91,2020-03-17,1.08,2020-07-16
NY,3.64,0.83,2020-03-13,0.99,2020-07-16
OH,1.54,0.92,2020-04-03,1.05,2020-07-16
OK,1.81,0.78,2020-03-15,0.99,2020-07-16
OR,1.66,0.93,2020-03-19,1.10,2020-07-16
PA,1.80,0.88,2020-04-03,1.00,2020-07-16
PR,2.28,0.87,2020-03-17,1.10,2020-07-16
RI,1.69,0.88,2020-04-05,0.94,2020-07-16
SC,1.83,1.00,2020-03-19,1.02,2020-07-16
SD,1.20,1.01,2020-03-25,0.95,2020-07-16
TN,2.11,0.96,2020-03-13,1.03,2020-07-16
TX,1.96,0.96,2020-03-18,1.00,2020-07-16
UT,1.54,0.99,2020-03-28,1.05,2020-07-16
VA,1.56,0.93,2020-04-03,1.11,2020-07-16
VI,1.90,0.57,2020-03-20,1.13,2020-07-16
VT,1.39,0.59,2020-03-20,0.99,2020-07-16
WA,1.58,0.89,2020-03-12,1.05,2020-07-16
WI,2.10,0.94,2020-03-14,1.05,2020-07-16
WV,1.52,0.76,2020-03-31,0.96,2020-07-16
WY,1.56,0.73,2020-03-28,0.95,2020-07-16
