region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.26,0.92,2020-03-18,1.04,2020-06-18
AK,1.96,0.42,2020-03-15,0.65,2020-06-18
AL,1.33,0.95,2020-04-03,1.09,2020-06-18
AR,1.20,1.02,2020-04-04,1.11,2020-06-18
AZ,1.27,0.98,2020-04-13,1.10,2020-06-18
CA,1.61,1.00,2020-03-23,1.10,2020-06-18
CO,1.27,0.89,2020-04-02,1.03,2020-06-18
CT,2.27,0.89,2020-03-24,0.92,2020-06-18
DC,1.64,0.90,2020-03-30,0.90,2020-06-18
DE,1.40,0.89,2020-04-09,0.96,2020-06-18
FL,1.73,0.98,2020-03-20,1.10,2020-06-18
GA,2.03,0.99,2020-03-16,1.06,2020-06-18
GU,0.72,0.37,2020-03-20,0.49,2020-06-18
HI,2.06,0.44,2020-03-17,0.58,2020-06-18
IA,1.22,0.87,2020-04-24,0.99,2020-06-18
ID,2.04,0.66,2020-03-21,0.97,2020-06-18
IL,2.15,0.95,2020-03-22,0.99,2020-06-18
IN,1.55,0.90,2020-04-02,1.04,2020-06-18
KS,1.24,0.83,2020-03-27,1.03,2020-06-18
KY,1.83,0.95,2020-03-17,1.06,2020-06-18
LA,2.17,0.88,2020-03-15,1.02,2020-06-18
MA,1.98,0.90,2020-03-28,0.89,2020-06-18
MD,1.98,0.93,2020-03-27,0.98,2020-06-18
ME,1.46,0.81,2020-03-25,0.93,2020-06-18
MI,2.04,0.85,2020-03-18,0.87,2020-06-18
MN,1.80,0.98,2020-04-02,1.03,2020-06-18
MO,1.82,0.91,2020-03-20,1.06,2020-06-18
MP,1.02,0.34,2020-03-20,0.46,2020-06-18
MS,1.43,0.94,2020-04-10,1.05,2020-06-18
MT,1.36,0.53,2020-03-27,0.81,2020-06-18
NC,1.86,0.98,2020-03-25,1.07,2020-06-18
ND,1.36,0.91,2020-03-28,1.00,2020-06-18
NE,1.83,1.01,2020-03-20,1.05,2020-06-18
NH,1.40,0.95,2020-04-12,1.06,2020-06-18
NJ,2.51,0.92,2020-03-18,0.86,2020-06-18
NM,1.39,0.94,2020-04-08,1.01,2020-06-18
NV,1.85,0.92,2020-03-17,1.05,2020-06-18
NY,3.73,0.85,2020-03-12,0.81,2020-06-18
OH,1.50,0.92,2020-04-03,1.05,2020-06-18
OK,1.75,0.80,2020-03-15,1.03,2020-06-18
OR,1.55,0.89,2020-03-19,1.04,2020-06-18
PA,1.82,0.89,2020-04-03,0.93,2020-06-18
PR,2.15,0.82,2020-03-17,0.94,2020-06-18
RI,1.51,0.93,2020-04-05,1.00,2020-06-18
SC,1.70,0.98,2020-03-19,1.11,2020-06-18
SD,1.11,0.96,2020-03-25,1.04,2020-06-18
TN,1.96,0.94,2020-03-13,1.08,2020-06-18
TX,1.72,0.98,2020-03-18,1.11,2020-06-18
UT,1.15,1.00,2020-03-28,1.11,2020-06-18
VA,1.48,0.91,2020-04-03,0.99,2020-06-18
VI,1.65,0.33,2020-03-20,0.45,2020-06-18
VT,1.25,0.60,2020-03-20,0.78,2020-06-18
WA,1.55,0.88,2020-03-13,1.03,2020-06-18
WI,1.89,0.95,2020-03-13,1.06,2020-06-18
WV,1.47,0.75,2020-03-31,0.96,2020-06-18
WY,1.52,0.74,2020-03-28,0.91,2020-06-18
