country,initial_r_0,post_mitigation_r,inflection_date
Algeria,2.2697102141367944,0.7005069999996523,2020-03-15
Argentina,1.2294432915897804,1.0137027497770428,2020-03-20
Austria,1.959220864579085,0.6970524342493981,2020-03-13
Bangladesh,1.2888551378046862,1.0505106960265587,2020-03-29
Belgium,2.4981564583524145,0.8004482065637701,2020-03-18
Brazil,1.414853590993127,1.0714770389403108,2020-04-17
Bulgaria,0.8870813397129189,0.9291866028708136,2020-03-11
Canada,1.9332525056291763,0.9246885576438848,2020-03-26
Chile,1.6825396300534563,1.0756474926392379,2020-03-21
China,2.3132215587451697,0.64097369904441,2020-01-24
Colombia,1.9850851483318488,1.04265438029111,2020-03-20
Croatia,1.335413839891452,0.7957259158751695,2020-03-20
Cyprus,1.0700135685210312,0.4307327001356851,2020-03-12
Czechia,2.1572838860697843,0.558625831311969,2020-03-14
Denmark,2.1059210043861247,0.7430221393733408,2020-03-11
Dominican Republic,2.1627863343410914,0.8321969977897089,2020-03-16
Ecuador,1.4825176485037086,0.8962457384624659,2020-04-13
Egypt,1.4261547537476909,0.99630782751992,2020-03-21
Estonia,2.1270013568521025,0.45264586160108544,2020-03-12
Finland,1.9888785151638708,0.8275843561252338,2020-03-23
France,1.688680402359183,0.7911448179599262,2020-03-17
Germany,2.1932899243879644,0.8188219665674049,2020-03-16
Greece,1.7777476255088192,0.6562415196743556,2020-03-07
Hungary,1.8068025287403544,0.8490275727825543,2020-03-25
Iceland,1.374703557312253,0.425296442687747,2020-03-21
India,1.2792179805814816,1.056586461311467,2020-04-20
Indonesia,1.5176326739532753,0.9266440078127277,2020-03-16
Iran,2.3759180925644383,0.8655092267190123,2020-02-25
Ireland,1.6267546449782908,0.7447159553621678,2020-03-30
Israel,2.3321362247417627,0.6563013321778799,2020-03-16
Italy,2.455267723068824,0.9003819693101618,2020-03-01
Japan,1.2016914452660583,0.9461030187691364,2020-03-23
Latvia,1.6510176390773403,0.5123473541383989,2020-03-12
Lithuania,1.5278154681139755,0.6253052917232023,2020-03-12
Luxembourg,1.4347354138398913,0.614179104477612,2020-03-16
Malaysia,0.882224731020733,0.4599571642453209,2020-03-20
Malta,1.5478260869565215,0.4,2020-03-07
Mexico,1.954176433080323,1.0869575756425656,2020-04-01
Moldova,1.1919571084027138,1.0014915213197038,2020-03-21
Morocco,1.670361707555892,0.6334879851728108,2020-03-15
Netherlands,2.421338840634835,0.8550275398725903,2020-03-10
Nigeria,1.270563356391997,0.8559650052283614,2020-04-16
Norway,1.7232113697452687,0.6353581989073128,2020-03-17
Pakistan,1.5134879193325426,0.9565495860444163,2020-04-10
Panama,1.314622002304167,0.8941573862087577,2020-03-20
Peru,1.6763653311811402,0.9712639577705604,2020-04-09
Philippines,1.5137342919421135,0.9015587708026294,2020-03-15
Poland,1.6600921035630871,0.9223581053133139,2020-03-20
Portugal,2.366305734402158,0.7927901987928037,2020-03-12
Romania,1.8105333872306932,0.8908449468874297,2020-03-14
Russia,1.4293485235599408,0.9401179216955025,2020-04-19
Saudi Arabia,1.5978706677183412,1.017477004033955,2020-03-20
Serbia,1.201968362764486,0.7710571838936169,2020-03-24
Slovakia,2.0656716417910443,0.5388059701492538,2020-03-28
Slovenia,1.4430622009569376,0.6442583732057416,2020-03-20
South Africa,1.3638582988272296,1.160037757868582,2020-03-27
South Korea,1.796878595084559,0.7777325768431363,2020-02-22
Spain,3.2117771742823966,0.8333715798356137,2020-03-05
Sweden,1.8289806177456702,0.9331716494881741,2020-03-20
Switzerland,2.1161446052894406,0.7649605541031036,2020-03-12
Turkey,1.6768157896851423,0.7469335481515518,2020-03-25
Ukraine,1.3551063440764364,1.090486246315374,2020-03-24
United Kingdom,2.4320920186011343,0.8987947380305574,2020-03-15
