region,initial_r_0,post_mitigation_r,inflection_date
USA,2.2428263950002645,0.9018682237462727,2020-03-18
NY,3.5720794303681407,0.8579945573723001,2020-03-14
NJ,2.500758616384097,0.929486461844085,2020-03-18
PA,2.4668808549189896,0.9310584819176324,2020-03-22
CT,2.323999322881077,0.8858144934610467,2020-03-23
PR,2.2923842148137457,0.8174507178952737,2020-03-17
MI,2.1984616132499424,0.891363527386632,2020-03-17
TN,2.1828425593149126,0.7363248230874232,2020-03-14
IL,2.110626168798321,0.9532220914479592,2020-03-19
LA,2.098312330526774,0.8715210926020277,2020-03-15
AL,2.0676482059860666,0.8803317535642432,2020-03-17
WI,2.0470850889941614,0.8060372635675178,2020-03-16
MD,2.029196011155388,0.8969092657667435,2020-03-27
MN,1.9031600489624614,0.9103857025248212,2020-03-30
DE,1.8979387562264791,0.9453258110709737,2020-03-24
GA,1.8956619116955744,0.9325472867820943,2020-03-18
MA,1.8915741151290923,0.9002081912107817,2020-03-29
MO,1.86988710367055,0.9055679111293188,2020-03-19
IN,1.8485209823295983,0.9390349943568389,2020-03-21
NH,1.8138707829779408,0.951121718036725,2020-03-20
NC,1.8042029412336937,0.8603257518110734,2020-03-27
TX,1.7763735439193922,0.931847560202283,2020-03-19
DC,1.7669660530980684,0.9350749010415587,2020-03-26
MS,1.7554885840683452,0.9310931749911981,2020-03-18
HI,1.7361244019138753,0.6475777511961722,2020-03-17
CO,1.7166350770101408,0.9453006587537611,2020-03-17
RI,1.6993122400331944,0.8664509440336525,2020-03-27
KY,1.6863418438846443,0.8769325780097551,2020-03-17
OH,1.6759392924358356,0.9159787834053994,2020-03-25
OK,1.6639962851835448,0.8429476585901582,2020-03-15
NM,1.6315034729952511,0.9303488463058163,2020-03-28
SC,1.630842978771366,0.9658087562013128,2020-03-19
FL,1.6050079829634112,0.8988552563640494,2020-03-23
AZ,1.5896939985550071,0.9027342055706651,2020-03-17
OR,1.5367224880382775,0.8469198564593302,2020-03-19
VA,1.5054320846790086,0.9185275144997668,2020-03-30
CA,1.4835756696832751,0.9046784291980492,2020-03-26
NV,1.4797529036412502,0.8877331729743583,2020-03-17
ID,1.444736842105263,0.6526315789473685,2020-03-21
AK,1.4350478468899523,0.4510167464114832,2020-03-15
WA,1.4258332567854768,0.837374957736011,2020-03-16
WV,1.3527511961722487,0.8401913875598086,2020-03-31
VI,1.3117224880382774,0.5277811004784689,2020-03-20
VT,1.2949760765550238,0.7589114832535885,2020-03-15
ME,1.276315789473684,0.7036782296650718,2020-03-15
IA,1.1979923546378513,0.968099592954115,2020-03-18
UT,1.1476076555023924,0.8377691387559809,2020-03-28
WY,1.1363636363636365,0.5293361244019139,2020-03-28
NE,1.1179425837320571,0.8667763157894739,2020-03-20
KS,1.0606240809078178,0.8462129813778281,2020-03-26
MT,1.054665071770335,0.6923744019138756,2020-03-27
ND,0.9638755980861244,0.7678229665071772,2020-03-28
MP,0.9332535885167463,0.5501794258373205,2020-03-20
AR,0.8093301435406698,0.8708732057416269,2020-03-18
GU,0.7799043062200957,0.6821172248803828,2020-03-20
SD,0.7765550239234449,0.8726973684210527,2020-03-25
