region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.27,0.91,2020-03-18,1.02,2020-06-08
AK,2.07,0.36,2020-03-15,0.48,2020-06-08
AL,1.97,0.97,2020-03-17,1.07,2020-06-08
AR,1.48,0.96,2020-03-18,1.08,2020-06-08
AZ,1.27,0.96,2020-04-13,1.07,2020-06-08
CA,1.64,0.99,2020-03-23,1.07,2020-06-08
CO,1.29,0.88,2020-04-02,1.02,2020-06-08
CT,2.35,0.89,2020-03-23,1.02,2020-06-08
DC,1.65,0.89,2020-03-30,0.96,2020-06-08
DE,1.36,0.89,2020-04-09,1.01,2020-06-08
FL,1.75,0.97,2020-03-20,1.07,2020-06-08
GA,2.03,0.96,2020-03-17,1.01,2020-06-08
GU,0.63,0.40,2020-03-20,0.54,2020-06-08
HI,2.16,0.34,2020-03-17,0.47,2020-06-08
IA,1.82,0.99,2020-03-21,1.03,2020-06-08
ID,2.02,0.63,2020-03-21,0.81,2020-06-08
IL,2.22,0.94,2020-03-21,1.05,2020-06-08
IN,1.85,0.93,2020-03-23,1.05,2020-06-08
KS,1.26,0.82,2020-03-27,0.97,2020-06-08
KY,1.79,0.95,2020-03-17,1.06,2020-06-08
LA,2.12,0.88,2020-03-15,1.03,2020-06-08
MA,1.96,0.89,2020-03-29,0.98,2020-06-08
MD,1.97,0.95,2020-03-27,1.06,2020-06-08
ME,1.36,0.82,2020-03-25,0.96,2020-06-08
MI,2.45,0.83,2020-03-18,0.98,2020-06-08
MN,1.78,1.02,2020-04-01,1.09,2020-06-08
MO,1.68,0.96,2020-03-19,1.07,2020-06-08
MP,0.93,0.33,2020-03-20,0.46,2020-06-08
MS,1.41,0.94,2020-04-10,1.05,2020-06-08
MT,1.41,0.53,2020-03-27,0.70,2020-06-08
NC,1.80,0.98,2020-03-26,1.08,2020-06-08
ND,1.14,0.94,2020-03-28,1.00,2020-06-08
NE,1.73,0.98,2020-03-20,1.02,2020-06-08
NH,1.39,0.95,2020-04-12,1.06,2020-06-08
NJ,2.57,0.92,2020-03-18,0.93,2020-06-08
NM,1.60,0.97,2020-03-28,1.06,2020-06-08
NV,1.83,0.92,2020-03-17,1.05,2020-06-08
NY,3.69,0.85,2020-03-14,1.00,2020-06-08
OH,1.68,0.97,2020-03-25,1.07,2020-06-08
OK,1.74,0.79,2020-03-15,0.92,2020-06-08
OR,1.54,0.85,2020-03-19,0.99,2020-06-08
PA,2.09,0.91,2020-03-28,1.01,2020-06-08
PR,2.11,0.81,2020-03-17,0.96,2020-06-08
RI,1.75,0.98,2020-03-27,1.07,2020-06-08
SC,1.64,0.99,2020-03-19,1.08,2020-06-08
SD,0.98,0.98,2020-03-25,1.02,2020-06-08
TN,2.01,0.91,2020-03-14,1.04,2020-06-08
TX,1.72,0.97,2020-03-18,1.03,2020-06-08
UT,1.16,0.97,2020-03-28,1.07,2020-06-08
VA,1.47,0.96,2020-03-31,1.06,2020-06-08
VI,1.58,0.32,2020-03-20,0.44,2020-06-08
VT,1.15,0.54,2020-03-20,0.70,2020-06-08
WA,1.55,0.86,2020-03-13,1.05,2020-06-08
WI,1.95,0.94,2020-03-14,1.06,2020-06-08
WV,1.43,0.76,2020-03-31,0.91,2020-06-08
WY,1.48,0.76,2020-03-28,0.88,2020-06-08
