country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2221217512162657,0.8158998218402944,2020-03-05
United Kingdom,2.403246249248825,0.8850009776527623,2020-03-16
Portugal,2.352069766848983,0.8397546092827781,2020-03-09
Italy,2.3337621042960954,0.8812399139024115,2020-03-01
Iran,2.2671004727171553,0.8918785921538575,2020-02-25
Netherlands,2.2261233170225694,0.8763135274498328,2020-03-10
Belgium,2.2237143597134192,0.7884772299059519,2020-03-19
Czechia,2.2042672970850656,0.6022521030857687,2020-03-14
Denmark,2.160316348660006,0.7798553849470592,2020-03-11
Germany,2.1022007991466225,0.8850132596737632,2020-03-15
Switzerland,1.9912141032583333,0.7852941942674745,2020-03-11
Mexico,1.9681248449140945,0.9042079744807918,2020-04-01
Finland,1.9234575513451704,0.9049490377475058,2020-03-21
Canada,1.8383496184625872,0.943820611297775,2020-03-24
Slovakia,1.8353421859039831,0.6290602655771196,2020-03-28
Austria,1.832474858573586,0.7555026492615151,2020-03-13
Estonia,1.8131237183868762,0.5552289815447712,2020-03-12
China,1.7591403497768554,0.6064547439215247,2020-01-23
Greece,1.7380297425474147,0.6911236120761209,2020-03-07
Indonesia,1.7193835906174768,0.8730432259786359,2020-03-16
Hungary,1.6786306088454916,0.8374223497629224,2020-03-25
Sweden,1.6279749073740173,0.9361483961917016,2020-03-22
France,1.6203064726553187,0.8120468198215798,2020-03-17
Latvia,1.6103896103896103,0.7147300068352702,2020-03-12
Ireland,1.594425679300393,0.8452547395299795,2020-03-29
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Norway,1.5640890111670338,0.7125122033440204,2020-03-16
Poland,1.5619920823560858,0.9249772284541484,2020-03-20
Turkey,1.553469793729621,0.7588270501603547,2020-03-27
Russia,1.4904081224424726,0.8938704156274346,2020-04-16
Brazil,1.4274639437054322,0.9461050280306157,2020-04-17
Lithuania,1.4038277511961723,0.6217019822282982,2020-03-12
Romania,1.3678193588812706,0.8909077595087578,2020-03-14
Luxembourg,1.3525632262474367,0.6650375939849624,2020-03-16
Slovenia,1.3318181818181816,0.6688397129186604,2020-03-20
India,1.3117487843965183,0.903283417773956,2020-04-15
Cyprus,1.2940533151059468,0.4680109364319891,2020-03-12
Philippines,1.2516656575619605,0.9035985405321691,2020-03-15
Croatia,1.132194121667806,0.9106630211893373,2020-03-20
Bulgaria,1.1140123034859877,0.9038961038961042,2020-03-11
