region,initial_r_0,post_mitigation_r,inflection_date
USA,2.2906144133637536,0.8976864062047387,2020-03-17
NY,3.592852487233261,0.9073837313830004,2020-03-14
NJ,2.680578256046386,0.9252628744591093,2020-03-17
PA,2.491324956786274,0.8799312047218221,2020-03-22
PR,2.358214524748365,0.8539375857357653,2020-03-16
WI,2.2921873647395468,0.8204010097245229,2020-03-16
CT,2.2807823320222376,0.9085918039565517,2020-03-23
IL,2.2242451753315295,0.9196252902019686,2020-03-19
MI,2.142189318196162,0.9009014958435086,2020-03-18
TN,2.095964884749611,0.7865412319715547,2020-03-15
LA,2.067886867690879,0.9395708753280921,2020-03-14
AL,2.0350783767834466,0.8764163001084563,2020-03-17
MO,2.0052189104336726,0.9031960540310131,2020-03-19
NH,1.9434259250977677,0.8795242932374672,2020-03-20
TX,1.9392730682752748,0.8873836812228919,2020-03-19
MS,1.9151092770893077,0.8893990351641597,2020-03-19
MD,1.911965522842752,0.9027785160510564,2020-03-26
DE,1.9006121087392829,0.8825818113744168,2020-03-24
IN,1.8849481751004369,0.8860055064251869,2020-03-21
NC,1.8685423376137167,0.870777942875619,2020-03-27
MA,1.8646926636513612,0.9073063329588829,2020-03-30
GA,1.8355094648117736,0.9013293009538206,2020-03-20
HI,1.7968899521531099,0.7014653110047847,2020-03-17
MN,1.7452092599201747,0.892980496390013,2020-03-29
NM,1.7313397129186598,0.8564593301435408,2020-03-28
CO,1.7178861330194364,0.9479163614919532,2020-03-17
RI,1.7035288321146402,0.8578511313903567,2020-03-27
OH,1.6622676714816353,0.9041827085040393,2020-03-25
KY,1.658029717662053,0.9247726364931995,2020-03-17
DC,1.6148557412856013,0.8960568698429486,2020-03-25
AZ,1.6057969728533747,0.9403221579051193,2020-03-17
OK,1.5883270491938863,0.9018963887927156,2020-03-15
SC,1.5511031220895588,0.8747763495925825,2020-03-19
VA,1.5489923992940506,0.8957002689853207,2020-03-30
OR,1.548205533080428,0.8671986520141781,2020-03-19
FL,1.5225011646278415,0.8917997141527448,2020-03-24
WY,1.5026315789473685,0.7704844497607657,2020-03-28
WV,1.4965311004784687,0.8875299043062201,2020-03-31
CA,1.4961332646235683,0.9125779426911529,2020-03-27
NV,1.456255643831538,0.863527875576866,2020-03-17
VT,1.4401913875598082,0.8145334928229665,2020-03-15
WA,1.4342387029911372,0.8244499647894327,2020-03-16
ID,1.2695440012325316,0.762306091246494,2020-03-22
IA,1.2529216478401244,0.9485979717660591,2020-03-18
VI,1.2393540669856458,0.6361842105263157,2020-03-20
NE,1.228219412051685,0.8138925139358922,2020-03-20
AR,1.1917459161460386,0.7861145669575837,2020-03-18
UT,1.1736842105263157,0.8799940191387561,2020-03-28
ME,1.15944976076555,0.8344796650717704,2020-03-15
GU,1.1392344497607654,0.7510466507177034,2020-03-20
KS,1.1184338532454356,0.8717715886997607,2020-03-28
MP,1.0643540669856457,0.6660287081339713,2020-03-20
AK,0.9504050405040504,0.568924392439244,2020-03-15
SD,0.8963121949048143,0.820390243631018,2020-03-25
ND,0.7167464114832536,0.7208732057416268,2020-03-28
MT,0.7157894736842105,0.7694078947368421,2020-03-27
