region,initial_r_0,post_mitigation_r,inflection_date
USA,2.242680733618117,0.9040558871749611,2020-03-18
NY,3.577749266432482,0.8509389724410326,2020-03-14
NJ,2.4981316025177143,0.9336259986090296,2020-03-18
PA,2.470279073097869,0.9327440224741562,2020-03-22
CT,2.318455838979032,0.8947364162436187,2020-03-22
PR,2.289888186884857,0.8209128750664152,2020-03-17
MI,2.2029879088667337,0.9114792447172095,2020-03-17
TN,2.180345979848134,0.7373181837069985,2020-03-14
IL,2.0995351144633907,0.9623054744202761,2020-03-19
LA,2.095383802706551,0.8780642462874995,2020-03-15
MD,2.037813623246442,0.9043930368843027,2020-03-27
WI,2.0353643336487677,0.8168346273924423,2020-03-16
AL,2.0281987091875777,0.9009677431972997,2020-03-18
MN,1.9086462500604395,0.9162105225352062,2020-03-30
GA,1.8984938216219458,0.9235515503401395,2020-03-18
DE,1.8983501090992172,0.9450902030810273,2020-03-24
MA,1.8922761027410409,0.9000499683914469,2020-03-29
MO,1.861251540251804,0.9223398009911359,2020-03-19
IN,1.8499311793857436,0.939289041523681,2020-03-21
NH,1.818357494367835,0.9535915580016736,2020-03-20
NC,1.7861374103561607,0.8779165933731374,2020-03-27
TX,1.7776101448419337,0.9400686671495494,2020-03-19
DC,1.7662085346856664,0.936692618691338,2020-03-26
HI,1.7596889952153107,0.6457535885167464,2020-03-17
MS,1.7527738897148384,0.9313903417884964,2020-03-18
CO,1.715568148147805,0.9477975412001782,2020-03-17
RI,1.7081664851434866,0.8502371661934862,2020-03-27
KY,1.6881541820782102,0.8720321644507034,2020-03-17
OH,1.6792427278921178,0.9207960648726486,2020-03-25
SC,1.6318992771005836,0.966162602336432,2020-03-19
NM,1.6314914866036552,0.9239633200352437,2020-03-28
OK,1.6250960492882707,0.8660886134809131,2020-03-15
AZ,1.6187055979278577,0.8750093728000162,2020-03-17
FL,1.593719058330431,0.9140020251574557,2020-03-23
OR,1.51255980861244,0.8633971291866029,2020-03-19
VA,1.5040724909509295,0.9158636241039142,2020-03-30
CA,1.4857310049638932,0.9108039523263545,2020-03-26
NV,1.4683854007244097,0.8977143504973959,2020-03-17
AK,1.4373205741626798,0.451584928229665,2020-03-15
ID,1.4276315789473681,0.6558612440191387,2020-03-21
WA,1.423609456053509,0.8401157644790551,2020-03-16
WV,1.3361244019138754,0.8811004784688996,2020-03-31
VI,1.3101674641148324,0.5280203349282298,2020-03-20
VT,1.2857655502392342,0.7625598086124401,2020-03-15
ME,1.2514354066985645,0.7044856459330143,2020-03-15
IA,1.203470745409407,0.9666854615100768,2020-03-18
UT,1.1330143540669857,0.8575956937799043,2020-03-28
WY,1.1190191387559811,0.5299641148325358,2020-03-28
NE,1.1171052631578946,0.8642045454545455,2020-03-20
KS,1.0596631462353643,0.843464579571707,2020-03-26
MT,1.0425837320574163,0.6974880382775119,2020-03-27
MP,0.9288277511961722,0.5507476076555025,2020-03-20
ND,0.8870813397129187,0.785287081339713,2020-03-28
AR,0.8124010138735696,0.8759648139680115,2020-03-18
GU,0.7789473684210525,0.6825358851674641,2020-03-20
SD,0.775956937799043,0.8724880382775121,2020-03-25
