region,initial_r_0,post_mitigation_r,inflection_date
USA,2.217742553820268,0.9162534388120002,2020-03-18
NY,3.631601481934715,0.8328354608225101,2020-03-14
NJ,2.4903635610237513,0.9391313179227769,2020-03-18
PA,2.4761360695646424,0.9673180771574195,2020-03-22
CT,2.344157555996645,0.8891226804082248,2020-03-22
PR,2.286115043495787,0.8126839990785956,2020-03-17
MI,2.2271212462957335,0.8361568381049481,2020-03-18
TN,2.1359120741021553,0.7859098996665116,2020-03-14
IL,2.1144146635784216,0.9721980511391602,2020-03-19
LA,2.112428154400245,0.854095517044211,2020-03-15
AL,2.037669879625228,0.9620635320033688,2020-03-17
WI,2.0249051355838157,0.8549093657025175,2020-03-16
MD,1.975637744227278,0.9477509098148417,2020-03-26
MA,1.9060833247640936,0.89210350327369,2020-03-28
DE,1.8951820825188974,0.9452568372011596,2020-03-24
MN,1.892516548059801,0.9815789372330933,2020-03-30
GA,1.8913607735919415,0.9409616386315063,2020-03-18
HI,1.887918660287081,0.6445574162679425,2020-03-17
NH,1.872129130984931,0.9736382044716202,2020-03-20
NC,1.784026180512598,0.8889876350210598,2020-03-27
MO,1.782912123622146,0.9538428004490795,2020-03-19
IN,1.7815040122918093,1.0122326128023091,2020-03-21
TX,1.773340015710152,0.9522658194564682,2020-03-19
MS,1.7690034731038091,1.0051035427394175,2020-03-19
DC,1.7616681677138457,0.9450084867856323,2020-03-25
CO,1.7309535467008732,0.9332394029625484,2020-03-17
ME,1.7023923444976075,0.9195873205741628,2020-03-15
RI,1.6831076803756853,0.9391053879904736,2020-03-27
OK,1.6709218497328178,0.8248710937417987,2020-03-15
OH,1.6470317654470512,0.9624456037879843,2020-03-25
SC,1.6394978692581086,0.9615746401519881,2020-03-19
NM,1.6348189073824364,0.9290341797200476,2020-03-28
KY,1.6304443952850356,0.8942341403461666,2020-03-17
AZ,1.5652213881413317,0.9655255608736802,2020-03-17
FL,1.5505763520615041,0.93429089430494,2020-03-23
OR,1.5093301435406696,0.8575657894736843,2020-03-19
ID,1.4843301435406697,0.6428528708133971,2020-03-21
VA,1.4827592756527799,0.9804527236621704,2020-03-30
CA,1.467702852985719,0.9379874836340032,2020-03-26
NV,1.4664980608034832,0.8768696830829965,2020-03-17
AK,1.4259569377990433,0.4517643540669856,2020-03-15
WA,1.4239078652366737,0.8384253207559258,2020-03-16
VT,1.3733253588516745,0.7392643540669855,2020-03-15
WV,1.3571770334928228,0.8048145933014355,2020-03-31
VI,1.2984449760765548,0.527811004784689,2020-03-20
NE,1.2871019980545246,0.9052323065487183,2020-03-20
IA,1.2100529207029045,1.020340318016504,2020-03-18
UT,1.1208133971291867,0.8832236842105263,2020-03-28
MT,1.1038277511961723,0.6627392344497607,2020-03-27
WY,1.0978468899521532,0.7776913875598085,2020-03-28
KS,1.026638814164432,0.8861473613958146,2020-03-27
MP,0.9460526315789474,0.5464712918660287,2020-03-20
ND,0.8851674641148325,0.8478767942583733,2020-03-28
AR,0.8562200956937798,0.8753588516746412,2020-03-18
SD,0.802511961722488,0.9414473684210527,2020-03-25
GU,0.7958133971291865,0.6764653110047847,2020-03-20
