country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.1100186559488723,0.8200556055742323,2020-03-05
United Kingdom,2.3717234055736407,0.8465719313050104,2020-03-16
Italy,2.32104680301553,0.8900061582445332,2020-03-01
Portugal,2.3204255915203653,0.8645118181435114,2020-03-09
Iran,2.2647744978997397,0.8961490278610527,2020-02-25
Czechia,2.227403361745373,0.6886138891534334,2020-03-14
Netherlands,2.2178770959480314,0.8817805070794638,2020-03-10
Belgium,2.205915664178038,0.8037192726692233,2020-03-19
Germany,2.1487674522879434,0.9118426877268266,2020-03-14
Denmark,2.1446392683754256,0.7618354792490651,2020-03-12
Switzerland,2.042540239805865,0.8104117330703487,2020-03-11
Mexico,1.9957496073709167,0.8987517068058111,2020-03-29
Canada,1.914691788901804,0.9115223339135892,2020-03-23
Finland,1.9093355595176769,0.9073775662809227,2020-03-20
Austria,1.9007488988361203,0.7990159075274952,2020-03-13
Estonia,1.8469846984698468,0.5923042304230424,2020-03-12
Slovakia,1.8387559808612437,0.6044258373205742,2020-03-28
Indonesia,1.8200604195829742,0.8451491240363526,2020-03-15
China,1.7835326240342049,0.608432661879315,2020-01-23
Greece,1.705112149726872,0.7319430126816584,2020-03-07
France,1.6834657859834525,0.8116607651610876,2020-03-17
Turkey,1.6599754089461973,0.7628302330071152,2020-03-29
Sweden,1.6540323156405907,0.9088726539179993,2020-03-22
Latvia,1.5856459330143542,0.6643540669856458,2020-03-12
Malta,1.568421052631579,0.4447368421052632,2020-03-07
Russia,1.5574693796523318,0.8558651606146777,2020-04-07
Brazil,1.5308910415594148,0.9344631836138488,2020-04-07
Norway,1.529390956166445,0.7698923140306204,2020-03-16
Ireland,1.5196212047524356,0.8456805511150958,2020-03-28
Hungary,1.496149835918079,0.8543411746823735,2020-03-25
Romania,1.4392353579780957,0.8694449185853412,2020-03-15
Slovenia,1.4227911809143987,0.6913148978084134,2020-03-20
Poland,1.4219191541179184,0.9321521285226633,2020-03-20
Luxembourg,1.4165616561656162,0.6785778577857786,2020-03-16
Cyprus,1.3636363636363635,0.47834928229665075,2020-03-12
Lithuania,1.334928229665072,0.6389952153110049,2020-03-12
India,1.3123045511685563,0.8532997223220882,2020-04-15
Philippines,1.2260826298635716,0.8213202531074166,2020-03-15
Bulgaria,1.123063826577932,0.8037366590367441,2020-03-11
Croatia,1.1185642884819047,0.8265826072056037,2020-03-20
