country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2224756477220047,0.8199065579836854,2020-03-05
United Kingdom,2.399724745485692,0.8978363618934051,2020-03-15
Portugal,2.3498122687999863,0.8420356124849002,2020-03-09
Italy,2.3329297435051815,0.8862640889834759,2020-03-01
Iran,2.267995123665232,0.8925979598697593,2020-02-25
Netherlands,2.226591693373297,0.8800568551429013,2020-03-10
Belgium,2.222524220469252,0.7908101064818386,2020-03-19
Czechia,2.2046115514627322,0.6025826442615154,2020-03-14
Denmark,2.1592625220044703,0.7799309968000252,2020-03-11
Germany,2.0999263137174258,0.89269736321113,2020-03-15
Switzerland,1.9971564721086092,0.788709070469378,2020-03-11
Mexico,1.9686698835990524,0.9072066169934356,2020-04-01
Finland,1.926260671687099,0.9024847499527874,2020-03-21
Canada,1.8408875773608582,0.9459985324631042,2020-03-24
Austria,1.8305466522161384,0.7587484310514874,2020-03-13
Slovakia,1.8249233912155258,0.6416241062308479,2020-03-28
Estonia,1.8120300751879697,0.5537935748462066,2020-03-12
China,1.759093037710727,0.6064619792825954,2020-01-23
Greece,1.7368181031376033,0.6936685258455662,2020-03-07
Indonesia,1.710830453890868,0.8786248418363236,2020-03-15
Hungary,1.673803118010663,0.849596006600112,2020-03-25
Sweden,1.6333592639232033,0.9411668701994829,2020-03-22
France,1.620613125938025,0.8134132462738146,2020-03-17
Ireland,1.5981137460180515,0.8490986168591788,2020-03-29
Latvia,1.5911141490088858,0.7244360902255642,2020-03-12
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Poland,1.5632315525695886,0.9279032248954026,2020-03-20
Norway,1.562333921024818,0.7152873427018247,2020-03-16
Turkey,1.5510666478071693,0.7619438584898119,2020-03-27
Russia,1.547383608942402,0.897391955162737,2020-04-16
Brazil,1.434322062493531,0.9512285596008021,2020-04-17
Lithuania,1.393438140806562,0.6312713602187288,2020-03-12
Luxembourg,1.3725222146274776,0.6609364319890636,2020-03-16
Romania,1.3540831760127745,0.8971086841448316,2020-03-14
Slovenia,1.331578947368421,0.6668959330143542,2020-03-20
India,1.3132068291855483,0.9035195157133283,2020-04-15
Cyprus,1.2869446343130555,0.46732740943267265,2020-03-12
Philippines,1.2510326153799454,0.909238193319085,2020-03-15
Croatia,1.1219412166780587,0.9175324675324676,2020-03-20
Bulgaria,1.1127819548872182,0.9062884483937117,2020-03-11
