country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.19888678620378,0.8410825505573142,2020-03-05
United Kingdom,2.4004735664003483,0.9077465315879665,2020-03-15
Portugal,2.3600978831322714,0.8067810189585982,2020-03-10
Italy,2.333900583189183,0.8931299697406333,2020-03-01
Iran,2.2690932282122023,0.8886604020195198,2020-02-25
Netherlands,2.2294784554949794,0.8704964280267311,2020-03-10
Belgium,2.2140543672404474,0.8064979029910904,2020-03-19
Czechia,2.183513425060225,0.6087442966176846,2020-03-14
Denmark,2.1571476562932634,0.7877243276845642,2020-03-11
Germany,2.102114363192379,0.8731785640899541,2020-03-15
Mexico,2.064631546796103,0.9414921683030297,2020-04-01
Switzerland,2.007617583351195,0.7682754702839945,2020-03-11
Finland,1.9302143476620728,0.8866533188734123,2020-03-21
Slovakia,1.8813559322033897,0.6064714946070879,2020-03-28
Austria,1.877159109263482,0.7306767005116842,2020-03-13
Canada,1.8609620575855343,0.9627952554099751,2020-03-24
Estonia,1.7961184882533194,0.5482635342185904,2020-03-12
China,1.7767406757060842,0.5995616445854031,2020-01-23
Greece,1.7629056291940917,0.6819329364317175,2020-03-07
Indonesia,1.7133158817855416,0.8726820894458689,2020-03-15
Hungary,1.6520266416733578,0.8587174345885612,2020-03-25
France,1.6289906980433155,0.8063736467002941,2020-03-17
Latvia,1.616343207354443,0.6266598569969357,2020-03-12
Sweden,1.5976396505697363,0.9742946224178297,2020-03-22
Ireland,1.585669220043503,0.8246800905569148,2020-03-28
Turkey,1.5829536116980802,0.734428282284258,2020-03-27
Norway,1.5805415957555278,0.699703458165669,2020-03-16
Malta,1.5707865168539326,0.4292134831460675,2020-03-07
Poland,1.5496773684196454,0.9228946128084154,2020-03-20
Lithuania,1.4862104187946885,0.6000510725229826,2020-03-12
Russia,1.4637602473974896,0.8853819420452452,2020-04-16
Brazil,1.4530453338941145,1.0139710448530406,2020-04-17
Cyprus,1.4024514811031663,0.47609805924412674,2020-03-12
Luxembourg,1.3620020429009192,0.663023493360572,2020-03-16
Romania,1.3350783294843884,0.9059252773752161,2020-03-14
Slovenia,1.328352835283528,0.6579657965796581,2020-03-20
India,1.3217749745880374,0.909733988140955,2020-04-16
Philippines,1.2396933460749269,0.9229619516278551,2020-03-15
Croatia,1.1491317671092953,0.8745658835546478,2020-03-20
Bulgaria,1.0935406698564594,0.9245813397129188,2020-03-11
