combined_subregion,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Canada-Alberta,1.81,0.85,2020-03-22,1.00,2020-07-15
Canada-British Columbia,1.18,0.84,2020-03-23,0.98,2020-07-15
Canada-Ontario,1.70,0.86,2020-03-30,0.97,2020-07-15
Canada-Quebec,1.97,0.88,2020-03-30,0.97,2020-07-15
US-AZ-Maricopa,1.51,1.00,2020-03-21,0.98,2020-07-15
US-CA-Alameda,1.34,0.84,2020-03-23,1.16,2020-07-15
US-CA-Los Angeles,2.38,1.02,2020-03-13,1.06,2020-07-15
US-CA-Orange,1.47,1.05,2020-03-24,1.10,2020-07-15
US-CA-Riverside,1.55,1.00,2020-03-22,1.13,2020-07-15
US-CA-Sacramento,1.19,0.82,2020-03-24,1.14,2020-07-15
US-CA-San Bernardino,1.45,0.93,2020-03-23,1.11,2020-07-15
US-CA-San Diego,1.42,0.97,2020-03-22,1.16,2020-07-15
US-CA-Santa Clara,1.43,0.79,2020-03-09,1.10,2020-07-15
US-FL-Broward,1.42,0.89,2020-03-21,1.14,2020-07-15
US-FL-Hillsborough,1.41,1.04,2020-03-24,1.06,2020-07-15
US-FL-Miami-Dade,2.79,0.92,2020-03-14,1.13,2020-07-15
US-FL-Orange,1.32,0.93,2020-03-23,1.16,2020-07-15
US-FL-Palm Beach,1.80,0.95,2020-03-10,1.13,2020-07-15
US-IL-Cook,2.61,0.94,2020-03-20,1.00,2020-07-15
US-LA-Orleans,1.70,0.72,2020-03-12,0.98,2020-07-15
US-MA-Middlesex,2.15,0.85,2020-03-30,1.06,2020-07-15
US-MA-Suffolk,1.74,0.81,2020-03-31,1.01,2020-07-15
US-MI-Wayne,2.70,0.84,2020-03-10,1.05,2020-07-15
US-NJ-Bergen,2.70,0.87,2020-03-09,1.05,2020-07-15
US-NJ-Essex,3.74,0.84,2020-03-12,1.02,2020-07-15
US-NJ-Hudson,1.81,0.82,2020-03-24,1.01,2020-07-15
US-NV-Clark,1.52,0.91,2020-03-13,1.16,2020-07-15
US-NV-Washoe,2.79,0.92,2020-03-17,1.09,2020-07-15
US-NY-Nassau,3.98,0.78,2020-03-12,0.96,2020-07-15
US-NY-New York City,5.27,0.78,2020-03-08,0.99,2020-07-15
US-NY-Suffolk,3.34,0.84,2020-03-13,1.03,2020-07-15
US-NY-Westchester,4.42,0.73,2020-03-16,0.93,2020-07-15
US-PA-Philadelphia,3.78,0.91,2020-03-15,1.05,2020-07-15
US-TX-Bexar,1.38,0.94,2020-03-24,1.10,2020-07-15
US-TX-Dallas,1.68,1.00,2020-03-21,1.00,2020-07-15
US-TX-Harris,1.66,0.95,2020-03-22,1.05,2020-07-15
US-TX-Tarrant,1.57,0.95,2020-03-23,0.98,2020-07-15
US-WA-King,1.85,0.89,2020-03-06,1.06,2020-07-15
