country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2173080185066625,0.829442712261512,2020-03-05
United Kingdom,2.403041159280901,0.892317106317914,2020-03-16
Portugal,2.3521783950505726,0.820939289106693,2020-03-09
Italy,2.3381231711262065,0.889744001685689,2020-03-01
Iran,2.266217918357416,0.893121498368711,2020-02-25
Belgium,2.2322021458650543,0.7867306902458331,2020-03-19
Netherlands,2.2284558515826642,0.8771863712794842,2020-03-10
Czechia,2.1958773981502255,0.6032781387619044,2020-03-14
Denmark,2.16036113903688,0.7918218686334976,2020-03-11
Germany,2.1144832334134827,0.8580218605010571,2020-03-15
Mexico,1.9989788540360571,0.9365800124127989,2020-04-01
Switzerland,1.993857407205096,0.7800575550506774,2020-03-11
Finland,1.911297009182688,0.9046373618737497,2020-03-20
Austria,1.8537363697390739,0.7391657434328948,2020-03-13
Slovakia,1.8527068437180794,0.6141470888661901,2020-03-28
Canada,1.843469409714749,0.9532911345393086,2020-03-24
Estonia,1.7953520164046477,0.5475393028024608,2020-03-12
China,1.7595211880759316,0.6064212180002129,2020-01-23
Greece,1.753337907936222,0.6833812193131943,2020-03-07
Indonesia,1.7320844717575323,0.8599282410660429,2020-03-16
Hungary,1.6570447357315117,0.8529402314291598,2020-03-25
Sweden,1.6402745103386907,0.926462854834197,2020-03-22
France,1.6295842025059044,0.7966995633783693,2020-03-17
Latvia,1.6053315105946684,0.6685235816814765,2020-03-12
Ireland,1.586524609498288,0.8334259364627428,2020-03-28
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Norway,1.57169173282636,0.7074715511203711,2020-03-16
Poland,1.5637011256409281,0.9189392195764423,2020-03-20
Turkey,1.5631390464672548,0.7475588932497127,2020-03-27
Lithuania,1.4799726589200273,0.6020847573479153,2020-03-12
Russia,1.4360919831752255,0.8926527975178473,2020-04-16
Brazil,1.4194638390504184,0.937716355589431,2020-04-16
Luxembourg,1.3715652768284348,0.6607997265892004,2020-03-16
Romania,1.3636327185049517,0.8913725924028915,2020-03-14
Cyprus,1.3384825700615175,0.4702665755297334,2020-03-12
Slovenia,1.3271531100478469,0.6651614832535886,2020-03-20
India,1.3199707352518384,0.907330140220355,2020-04-16
Philippines,1.2486970954342875,0.9081316916110784,2020-03-15
Croatia,1.122488038277512,0.9083048530416953,2020-03-20
Bulgaria,1.0990430622009568,0.9252392344497609,2020-03-11
