region,initial_r_0,post_mitigation_r,inflection_date
USA,2.2882188147849902,0.8839509060641098,2020-03-17
NY,3.59002570622337,0.8857887780287156,2020-03-14
NJ,2.681720116728363,0.9124321982614791,2020-03-17
PA,2.4665189435127175,0.8674692690211298,2020-03-22
PR,2.366583372075253,0.8401551121393198,2020-03-16
CT,2.2837493521954566,0.8858614775152589,2020-03-23
WI,2.254065293742668,0.8268887689763047,2020-03-16
IL,2.2355112615454003,0.9308938812613312,2020-03-19
MI,2.1452994915647916,0.903691879121849,2020-03-18
TN,2.1106383380984908,0.7838696421409278,2020-03-15
LA,2.092154713989795,0.8845551501007569,2020-03-15
AL,2.082751331153662,0.8436979812572016,2020-03-18
MO,1.9872630904188269,0.916124695675458,2020-03-19
NH,1.9356538780694896,0.8647158956106121,2020-03-20
TX,1.9270533333539892,0.8739754385451373,2020-03-19
MS,1.9229003952023207,0.8729440120859469,2020-03-19
MD,1.9073571856287708,0.9038353905908304,2020-03-26
DE,1.9061878329184385,0.9120940398501577,2020-03-24
NC,1.864215965948199,0.8715761042663123,2020-03-27
MA,1.8607052104548867,0.8955289355197913,2020-03-29
IN,1.8542095952982873,0.9045260635049678,2020-03-21
GA,1.8375655368732486,0.9111711645132821,2020-03-19
HI,1.7998803827751195,0.7009569377990431,2020-03-17
MN,1.770053414492315,0.8990723788139321,2020-03-29
RI,1.7647258016223812,0.8247260267664642,2020-03-27
CO,1.7061250417785536,0.945144146669756,2020-03-17
NM,1.6816480145859138,0.8511159700000921,2020-03-28
KY,1.6644165902928332,0.8932790402582825,2020-03-17
OK,1.6639001842447738,0.8443084746923342,2020-03-15
AZ,1.640882491111351,0.8527497614100474,2020-03-17
DC,1.6170799100136009,0.8984271632203963,2020-03-25
OH,1.6159634832630583,0.8913500220695997,2020-03-25
SC,1.547342366401394,0.893406152216083,2020-03-19
OR,1.5465135065294406,0.8653431089065617,2020-03-19
VA,1.5459836027310825,0.8792898377212656,2020-03-29
FL,1.5324238243707637,0.8750929834791178,2020-03-23
NV,1.495059718928553,0.8394530043060605,2020-03-17
CA,1.4950426902606266,0.899119191507831,2020-03-26
VT,1.4752392344497607,0.7927033492822968,2020-03-15
WA,1.4278205155901613,0.8302477622267723,2020-03-16
WV,1.3576555023923444,0.8632775119617225,2020-03-31
ID,1.2536191201391604,0.7394027007836365,2020-03-22
IA,1.244632889391303,0.946683986985603,2020-03-18
VI,1.2383971291866027,0.6362141148325359,2020-03-20
NE,1.2267942583732057,0.803708133971292,2020-03-20
ME,1.2249999999999999,0.7681519138755981,2020-03-15
AR,1.1944283579500805,0.7885396814637828,2020-03-18
WY,1.1799043062200958,0.6311901913875597,2020-03-28
GU,1.1472488038277509,0.7464413875598086,2020-03-20
UT,1.124162679425837,0.8698564593301435,2020-03-28
MP,1.0929425837320572,0.6592105263157895,2020-03-20
KS,1.060840992645849,0.8521600924632171,2020-03-27
AK,0.9729972997299731,0.5630963096309631,2020-03-15
SD,0.8962422652131816,0.8198533698347537,2020-03-25
ND,0.7699760765550238,0.7356758373205743,2020-03-28
MT,0.7210526315789474,0.7628588516746412,2020-03-27
