region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.26,0.92,2020-03-18,1.05,2020-06-19
AK,1.96,0.42,2020-03-15,0.65,2020-06-19
AL,1.33,0.95,2020-04-03,1.10,2020-06-19
AR,1.20,1.03,2020-04-04,1.11,2020-06-19
AZ,1.27,0.98,2020-04-13,1.10,2020-06-19
CA,1.61,1.00,2020-03-23,1.10,2020-06-19
CO,1.27,0.89,2020-04-02,1.03,2020-06-19
CT,2.27,0.89,2020-03-24,0.92,2020-06-19
DC,1.64,0.90,2020-03-30,0.90,2020-06-19
DE,1.40,0.89,2020-04-09,0.97,2020-06-19
FL,1.73,0.98,2020-03-19,1.10,2020-06-19
GA,2.03,0.99,2020-03-16,1.05,2020-06-19
GU,0.72,0.37,2020-03-20,0.50,2020-06-19
HI,2.06,0.44,2020-03-17,0.59,2020-06-19
IA,1.22,0.86,2020-04-24,0.99,2020-06-19
ID,2.04,0.66,2020-03-21,0.98,2020-06-19
IL,2.15,0.95,2020-03-22,1.00,2020-06-19
IN,1.55,0.90,2020-04-02,1.04,2020-06-19
KS,1.24,0.83,2020-03-27,1.03,2020-06-19
KY,1.85,0.94,2020-03-17,1.06,2020-06-19
LA,2.17,0.89,2020-03-14,1.02,2020-06-19
MA,1.98,0.90,2020-03-28,0.90,2020-06-19
MD,1.98,0.93,2020-03-27,0.99,2020-06-19
ME,1.46,0.81,2020-03-25,0.94,2020-06-19
MI,2.04,0.85,2020-03-18,0.87,2020-06-19
MN,1.80,0.98,2020-04-02,1.03,2020-06-19
MO,1.82,0.92,2020-03-20,1.06,2020-06-19
MP,1.02,0.34,2020-03-20,0.47,2020-06-19
MS,1.43,0.94,2020-04-10,1.05,2020-06-19
MT,1.36,0.53,2020-03-27,0.81,2020-06-19
NC,1.86,0.97,2020-03-26,1.07,2020-06-19
ND,1.36,0.91,2020-03-28,0.99,2020-06-19
NE,1.82,1.01,2020-03-20,1.05,2020-06-19
NH,1.40,0.95,2020-04-12,1.06,2020-06-19
NJ,2.51,0.92,2020-03-18,0.86,2020-06-19
NM,1.38,0.94,2020-04-08,1.02,2020-06-19
NV,1.85,0.92,2020-03-17,1.06,2020-06-19
NY,3.73,0.85,2020-03-12,0.81,2020-06-19
OH,1.50,0.93,2020-04-03,1.05,2020-06-19
OK,1.75,0.80,2020-03-15,1.03,2020-06-19
OR,1.55,0.88,2020-03-19,1.08,2020-06-19
PA,1.82,0.89,2020-04-03,0.94,2020-06-19
PR,2.16,0.82,2020-03-17,0.95,2020-06-19
RI,1.51,0.93,2020-04-05,1.01,2020-06-19
SC,1.68,0.99,2020-03-19,1.11,2020-06-19
SD,1.11,0.97,2020-03-25,1.04,2020-06-19
TN,1.96,0.94,2020-03-13,1.08,2020-06-19
TX,1.72,0.98,2020-03-18,1.11,2020-06-19
UT,1.14,1.00,2020-03-28,1.11,2020-06-19
VA,1.48,0.91,2020-04-03,1.00,2020-06-19
VI,1.65,0.33,2020-03-20,0.46,2020-06-19
VT,1.25,0.60,2020-03-20,0.79,2020-06-19
WA,1.55,0.88,2020-03-13,1.04,2020-06-19
WI,1.89,0.95,2020-03-13,1.07,2020-06-19
WV,1.49,0.75,2020-03-31,0.95,2020-06-19
WY,1.40,0.80,2020-03-28,1.06,2020-06-19
