country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.216604414057001,0.8103572069172705,2020-03-05
United Kingdom,2.3996385373411426,0.8976097496208311,2020-03-15
Portugal,2.3508623241786544,0.84563177718071,2020-03-09
Italy,2.334050058535364,0.8789866069795507,2020-03-01
Iran,2.2642764629791503,0.89436092522619,2020-02-25
Netherlands,2.226351919076411,0.878476488011102,2020-03-10
Belgium,2.2241139864034336,0.7942957677606496,2020-03-19
Czechia,2.206375636011545,0.60213950311738,2020-03-14
Denmark,2.166973783730729,0.7623679450269288,2020-03-12
Germany,2.098577849780137,0.8994062227186028,2020-03-15
Switzerland,2.004185108263104,0.7950500804377671,2020-03-11
Mexico,1.9702568507265683,0.9121688805176623,2020-04-02
Finland,1.9260191606003796,0.9082723135570927,2020-03-21
Canada,1.8409966934909314,0.9467799822523936,2020-03-24
Austria,1.830089404100966,0.7602821969830365,2020-03-13
Slovakia,1.8292134831460671,0.6381511746680287,2020-03-28
Estonia,1.812576896787423,0.5542378673957622,2020-03-12
China,1.758994894861308,0.6064773151012821,2020-01-23
Greece,1.7403896424418361,0.6920392119015983,2020-03-07
Indonesia,1.7382172760822399,0.8601982127945874,2020-03-16
Hungary,1.6793597070111352,0.8444204787680665,2020-03-25
Sweden,1.6323625209654602,0.950637795694397,2020-03-22
Russia,1.6247877865697897,0.8995829140850894,2020-04-17
France,1.621173213082724,0.8147738483690046,2020-03-17
Latvia,1.6153110047846888,0.7695146958304855,2020-03-12
Ireland,1.6075922838289272,0.859157282653259,2020-03-29
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Norway,1.5608823393169775,0.7170665423923506,2020-03-16
Poland,1.5594375854854126,0.9340203743463011,2020-03-20
Turkey,1.5489815526376494,0.7646481583105177,2020-03-27
Brazil,1.4448735169860063,0.9551710426092397,2020-04-17
Lithuania,1.394395078605605,0.632194121667806,2020-03-12
Romania,1.3661012514232904,0.8911693616824022,2020-03-14
Luxembourg,1.3629528366370471,0.6633287764866713,2020-03-16
Slovenia,1.3345693779904304,0.663726076555024,2020-03-20
India,1.3117187152344938,0.9024624413662694,2020-04-15
Cyprus,1.2702665755297335,0.4690362269309638,2020-03-12
Philippines,1.2550738491745284,0.9005655798618404,2020-03-15
Croatia,1.122077922077922,0.9220095693779907,2020-03-20
Bulgaria,1.1183868762816132,0.9017771701982231,2020-03-11
