country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.111731935488545,0.8207427753275034,2020-03-05
United Kingdom,2.3779394473322695,0.8632643901721426,2020-03-16
Portugal,2.3255479231242138,0.8790422235918526,2020-03-09
Italy,2.3210955625599676,0.892988228153888,2020-03-01
Iran,2.265395745489248,0.8970332841397559,2020-02-25
Czechia,2.2146884064851884,0.6917326093494868,2020-03-14
Netherlands,2.2122819162119636,0.9033033261485778,2020-03-10
Belgium,2.2035656955631437,0.8198164775782717,2020-03-19
Germany,2.1489082998749476,0.9190850621190803,2020-03-14
Denmark,2.145201714855338,0.7764390123763905,2020-03-12
Switzerland,2.0330520277860313,0.7975470738639718,2020-03-11
Mexico,2.030231025641345,0.8980434235305191,2020-03-28
Finland,1.9211262689691457,0.9232324471698816,2020-03-20
Canada,1.9152501223133431,0.903701314739545,2020-03-23
Austria,1.912568507357945,0.7982739539291986,2020-03-13
Slovakia,1.8703349282296646,0.5892942583732057,2020-03-28
Estonia,1.8412241224122408,0.5997749774977499,2020-03-12
Indonesia,1.8183909281315618,0.8522691920983853,2020-03-15
China,1.7833006558752547,0.6084872267665988,2020-01-23
Greece,1.7061880008474795,0.7350238452593842,2020-03-07
France,1.6839258902210241,0.818477102351981,2020-03-17
Turkey,1.6605984989197542,0.7707572862394466,2020-03-29
Sweden,1.6505445046411555,0.9186084142800778,2020-03-23
Latvia,1.6373205741626795,0.755023923444976,2020-03-12
India,1.6340949170359953,0.8734937020378871,2020-03-25
Russia,1.5722582049285876,0.8544345097653867,2020-04-06
Malta,1.568421052631579,0.4447368421052632,2020-03-07
Norway,1.5216047730528095,0.7815389145782806,2020-03-16
Ireland,1.5138694225355005,0.8548821824058839,2020-03-27
Hungary,1.5051431519062337,0.8705614835287959,2020-03-25
Brazil,1.4951351283287375,0.9288256102107778,2020-04-06
Poland,1.4308731013366005,0.9124096702523432,2020-03-20
Romania,1.4307407105159577,0.8715308768561378,2020-03-15
Slovenia,1.4254567568365866,0.6885325657859718,2020-03-20
Luxembourg,1.3875787578757874,0.6881188118811882,2020-03-16
Cyprus,1.3631578947368421,0.4794258373205742,2020-03-12
Lithuania,1.3282296650717702,0.6395933014354068,2020-03-12
Philippines,1.2257269761916518,0.8176976640849802,2020-03-15
Croatia,1.1187444883635618,0.8238079220660428,2020-03-20
Bulgaria,1.1156128369916465,0.811950148628805,2020-03-12
