region,initial_r_0,post_mitigation_r,inflection_date
USA,2.221331795365285,0.9131113307360097,2020-03-18
NY,3.566266887184709,0.8600883069237764,2020-03-14
NJ,2.464003488319968,0.9481623853076719,2020-03-18
PA,2.462379019550227,0.9710927440339464,2020-03-22
CT,2.3277701491966103,0.8904944879172209,2020-03-22
PR,2.3244093687301257,0.8027741230664321,2020-03-17
MI,2.208156396475638,0.860346840635546,2020-03-18
TN,2.1136896855924445,0.7954785770496546,2020-03-14
LA,2.0908223613932018,0.8799153664072535,2020-03-15
IL,2.0842036638216843,0.9742378315210337,2020-03-19
WI,2.0553073912635,0.8256743128914084,2020-03-16
AL,2.028671235331263,0.9479182434562016,2020-03-17
MD,2.021619568043733,0.9027602293424097,2020-03-27
GA,1.8941643721649877,0.9442495199714402,2020-03-18
DE,1.8926156586487652,0.9395101562089208,2020-03-24
MA,1.8866945905541155,0.8984887459226127,2020-03-29
MN,1.8791295708924394,0.9791045729170242,2020-03-30
IN,1.8669980131072281,0.9570982013512775,2020-03-21
MO,1.827947174779255,0.9312786252617513,2020-03-19
NH,1.811602870813397,0.9645334928229666,2020-03-20
HI,1.8061004784688992,0.642822966507177,2020-03-17
TX,1.7879160184755352,0.9418827428570578,2020-03-19
NC,1.785145449030817,0.878868876000201,2020-03-27
MS,1.76418743201943,1.0006481906029197,2020-03-19
DC,1.7622324641580116,0.935623694633505,2020-03-26
RI,1.729093747459233,0.8971767842757933,2020-03-27
CO,1.7114555824019813,0.9441190266462615,2020-03-17
OK,1.6859915763687974,0.8293643818301943,2020-03-15
OH,1.6630596693135735,0.948558021749513,2020-03-25
KY,1.6366018045780941,0.898418150914996,2020-03-17
SC,1.6329561748537977,0.9659093153042078,2020-03-19
NM,1.6234769080365667,0.9349745533036828,2020-03-28
FL,1.562921656909833,0.9240885525658382,2020-03-23
AZ,1.5577761602471893,0.9879025992690431,2020-03-17
OR,1.543181818181818,0.8382177033492824,2020-03-19
ID,1.4779904306220093,0.6488337320574162,2020-03-21
CA,1.4765171533683092,0.9190652162052271,2020-03-26
VA,1.4722426516198368,0.9510366123570263,2020-03-30
AK,1.4625598086124403,0.45813397129186606,2020-03-15
WA,1.4284055528388824,0.8334770278252548,2020-03-16
NV,1.4175044059892474,0.9189427379865674,2020-03-17
WV,1.3717703349282293,0.8143241626794259,2020-03-31
NE,1.3689502367168216,0.8916942693563767,2020-03-20
VT,1.3586124401913873,0.744108851674641,2020-03-15
VI,1.3208133971291864,0.5266148325358851,2020-03-20
ME,1.298205741626794,0.7052033492822967,2020-03-15
WY,1.2950956937799045,0.6289174641148325,2020-03-28
IA,1.20096510368285,1.0532219561367495,2020-03-18
UT,1.1066985645933016,0.8939892344497609,2020-03-28
MT,1.0972488038277513,0.6726674641148325,2020-03-27
KS,1.0303888047203476,0.8959609551931202,2020-03-27
MP,0.9539473684210527,0.5458732057416269,2020-03-20
ND,0.8624401913875598,0.7945275119617226,2020-03-28
AR,0.8403110047846889,0.894049043062201,2020-03-18
GU,0.7900717703349283,0.6786483253588517,2020-03-20
SD,0.7841864181519607,0.9387597197098309,2020-03-25
