region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.26,0.91,2020-03-18,1.01,2020-06-04
AK,2.07,0.36,2020-03-15,0.49,2020-06-04
AL,2.00,0.96,2020-03-17,1.06,2020-06-04
AR,1.32,0.97,2020-03-18,1.09,2020-06-04
AZ,1.27,0.96,2020-04-13,1.07,2020-06-04
CA,1.64,0.99,2020-03-23,1.05,2020-06-04
CO,1.27,0.90,2020-04-02,1.03,2020-06-04
CT,2.33,0.89,2020-03-23,0.99,2020-06-04
DC,1.65,0.90,2020-03-30,0.92,2020-06-04
DE,1.36,0.90,2020-04-09,0.99,2020-06-04
FL,1.74,0.97,2020-03-20,1.07,2020-06-04
GA,2.03,0.97,2020-03-17,1.05,2020-06-04
GU,0.63,0.40,2020-03-20,0.51,2020-06-04
HI,2.16,0.34,2020-03-17,0.44,2020-06-04
IA,1.82,0.99,2020-03-21,1.04,2020-06-04
ID,1.92,0.64,2020-03-21,0.82,2020-06-04
IL,2.28,0.94,2020-03-20,1.03,2020-06-04
IN,1.89,0.93,2020-03-22,1.05,2020-06-04
KS,1.28,0.82,2020-03-27,0.97,2020-06-04
KY,1.79,0.95,2020-03-17,1.06,2020-06-04
LA,2.12,0.88,2020-03-15,1.02,2020-06-04
MA,1.96,0.89,2020-03-29,0.94,2020-06-04
MD,1.97,0.95,2020-03-27,1.06,2020-06-04
ME,1.37,0.81,2020-03-25,0.93,2020-06-04
MI,2.44,0.84,2020-03-18,0.95,2020-06-04
MN,1.78,1.01,2020-04-01,1.09,2020-06-04
MO,1.67,0.97,2020-03-19,1.07,2020-06-04
MP,0.87,0.36,2020-03-20,0.46,2020-06-04
MS,1.38,0.98,2020-04-10,1.08,2020-06-04
MT,1.39,0.52,2020-03-27,0.69,2020-06-04
NC,1.79,1.00,2020-03-25,1.08,2020-06-04
ND,1.16,0.94,2020-03-28,1.00,2020-06-04
NE,1.63,1.01,2020-03-20,1.06,2020-06-04
NH,1.38,0.94,2020-04-12,1.06,2020-06-04
NJ,2.57,0.92,2020-03-18,0.92,2020-06-04
NM,1.60,0.98,2020-03-28,1.05,2020-06-04
NV,1.83,0.92,2020-03-17,1.04,2020-06-04
NY,3.68,0.85,2020-03-14,0.97,2020-06-04
OH,1.68,0.98,2020-03-25,1.07,2020-06-04
OK,1.73,0.79,2020-03-15,0.94,2020-06-04
OR,1.55,0.85,2020-03-19,0.96,2020-06-04
PA,2.09,0.92,2020-03-28,0.97,2020-06-04
PR,2.11,0.81,2020-03-17,0.93,2020-06-04
RI,1.74,0.98,2020-03-27,1.07,2020-06-04
SC,1.69,0.97,2020-03-19,1.06,2020-06-04
SD,0.98,0.99,2020-03-25,1.04,2020-06-04
TN,2.00,0.91,2020-03-14,1.05,2020-06-04
TX,1.71,0.97,2020-03-18,1.04,2020-06-04
UT,1.14,0.97,2020-03-28,1.07,2020-06-04
VA,1.47,0.97,2020-03-31,1.04,2020-06-04
VI,1.42,0.32,2020-03-20,0.42,2020-06-04
VT,1.15,0.55,2020-03-20,0.67,2020-06-04
WA,1.55,0.86,2020-03-13,1.02,2020-06-04
WI,1.90,0.94,2020-03-14,1.06,2020-06-04
WV,1.44,0.75,2020-03-31,0.91,2020-06-04
WY,1.23,0.81,2020-03-28,0.92,2020-06-04
