region,initial_r_0,post_mitigation_r,inflection_date
USA,2.2185191396086266,0.9188567411000184,2020-03-18
NY,3.5998100409279927,0.8804669751005931,2020-03-14
PA,2.4948099370037102,0.9723588249083486,2020-03-22
NJ,2.4886977310769116,0.9455372985754662,2020-03-18
CT,2.3440097357659733,0.8851778352710147,2020-03-22
PR,2.3105369061259724,0.8020002881587298,2020-03-17
MI,2.2233005503617385,0.844832716221285,2020-03-18
TN,2.1274651559702376,0.7878654647685025,2020-03-14
LA,2.1066083426955933,0.8690270733959158,2020-03-15
IL,2.104437905295777,0.9729063760627457,2020-03-19
AL,2.0323585214748046,0.9613494639390203,2020-03-17
WI,2.0204557129476712,0.8293985304185597,2020-03-16
MD,2.017424209391702,0.9054897216013931,2020-03-27
MA,1.9067400378396848,0.8897454443757506,2020-03-28
DE,1.8992631267972215,0.9357032504052167,2020-03-24
GA,1.8925027625355852,0.9324899137859621,2020-03-18
MN,1.892082246703057,0.97656680709642,2020-03-30
HI,1.8605263157894734,0.6446770334928229,2020-03-17
NH,1.8600596582561497,0.9710868944312058,2020-03-20
IN,1.8135897245869148,1.0067310873954405,2020-03-21
MO,1.8091293235186243,0.9381405969507494,2020-03-19
NC,1.787179920688268,0.8862135063463306,2020-03-27
TX,1.779180777307563,0.9389325145241568,2020-03-19
DC,1.774856584385247,0.92666491258864,2020-03-26
MS,1.7664891165805094,1.0057896525852508,2020-03-19
RI,1.7443495008090333,0.9004130965036246,2020-03-27
CO,1.720911384592695,0.9382240098101917,2020-03-17
OK,1.6693781111908694,0.8251267570053482,2020-03-15
OH,1.664195055594272,0.9563166415687503,2020-03-25
SC,1.6439398648803096,0.9646794492723225,2020-03-19
NM,1.6366745874225255,0.925930195568015,2020-03-28
KY,1.601070853436643,0.9073862851691911,2020-03-17
FL,1.5591411343742236,0.9277504277821499,2020-03-23
AZ,1.5455004110785224,0.9962037706575582,2020-03-17
OR,1.5155502392344498,0.8555622009569379,2020-03-19
VA,1.487097133131812,0.971702001832739,2020-03-30
CA,1.4809808024597744,0.9163327406676938,2020-03-26
ID,1.4650717703349279,0.6451555023923444,2020-03-21
AK,1.431818181818182,0.4533492822966507,2020-03-15
NV,1.425700909830756,0.9161155177315841,2020-03-17
WA,1.425058783348206,0.8383923485941305,2020-03-16
VT,1.3569377990430622,0.7419856459330143,2020-03-15
WV,1.3476076555023921,0.8089114832535885,2020-03-31
ME,1.334688995215311,0.7081339712918661,2020-03-15
VI,1.2952153110047846,0.5281698564593302,2020-03-20
NE,1.2373205741626794,0.9190789473684211,2020-03-20
WY,1.2191387559808613,0.627511961722488,2020-03-28
IA,1.2128069428129256,1.0195991901757573,2020-03-18
MT,1.111244019138756,0.6659688995215312,2020-03-27
UT,1.1028708133971294,0.909629186602871,2020-03-28
KS,1.0243513368797226,0.8896216835156943,2020-03-27
MP,0.9389952153110048,0.5479066985645933,2020-03-20
ND,0.8885167464114833,0.7944976076555026,2020-03-28
AR,0.8511961722488037,0.8873803827751199,2020-03-18
SD,0.7959330143540668,0.9476076555023925,2020-03-25
GU,0.7923444976076555,0.6776913875598085,2020-03-20
