combined_subregion,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Canada-Alberta,1.40,0.81,2020-03-22,0.94,2020-05-30
Canada-British Columbia,1.12,0.84,2020-03-23,0.99,2020-05-30
Canada-Ontario,1.74,0.86,2020-03-29,0.90,2020-05-30
Canada-Quebec,2.10,0.94,2020-03-28,0.98,2020-05-30
US-AZ-Maricopa,1.25,1.01,2020-03-21,1.11,2020-05-30
US-CA-Alameda,1.34,0.82,2020-03-23,0.87,2020-05-30
US-CA-Los Angeles,2.98,0.98,2020-03-17,0.98,2020-05-30
US-CA-Orange,1.21,1.02,2020-03-24,1.10,2020-05-30
US-CA-Riverside,1.53,0.96,2020-03-22,1.06,2020-05-30
US-CA-Sacramento,1.16,0.73,2020-03-24,0.89,2020-05-30
US-CA-San Bernardino,1.31,0.96,2020-03-23,1.06,2020-05-30
US-CA-San Diego,1.35,0.94,2020-03-22,1.05,2020-05-30
US-CA-Santa Clara,2.42,0.66,2020-03-02,0.72,2020-05-30
US-FL-Broward,1.43,0.80,2020-03-21,0.95,2020-05-30
US-FL-Hillsborough,1.23,1.07,2020-03-24,1.15,2020-05-30
US-FL-Miami-Dade,3.80,0.87,2020-03-11,1.01,2020-05-30
US-FL-Orange,1.49,0.74,2020-03-23,0.92,2020-05-30
US-FL-Palm Beach,1.36,0.86,2020-03-16,1.00,2020-05-30
US-IL-Cook,3.40,0.98,2020-03-15,0.99,2020-05-30
US-LA-Orleans,1.92,0.68,2020-03-15,0.86,2020-05-30
US-MA-Middlesex,2.47,0.84,2020-03-27,0.88,2020-05-30
US-MA-Suffolk,1.81,0.76,2020-03-31,0.81,2020-05-30
US-MI-Wayne,3.59,0.82,2020-03-15,0.87,2020-05-30
US-NJ-Bergen,3.81,0.84,2020-03-15,0.89,2020-05-30
US-NJ-Essex,3.60,0.83,2020-03-15,0.88,2020-05-30
US-NJ-Hudson,2.13,0.77,2020-03-25,0.83,2020-05-30
US-NV-Clark,1.96,0.85,2020-03-16,1.00,2020-05-30
US-NV-Washoe,2.77,0.86,2020-03-17,1.01,2020-05-30
US-NY-Nassau,4.01,0.78,2020-03-14,0.83,2020-05-30
US-NY-New York City,5.59,0.78,2020-03-12,0.78,2020-05-30
US-NY-Suffolk,3.21,0.87,2020-03-15,0.92,2020-05-30
US-NY-Westchester,4.41,0.74,2020-03-15,0.80,2020-05-30
US-PA-Philadelphia,3.79,0.94,2020-03-14,0.94,2020-05-30
US-TX-Bexar,1.16,0.78,2020-03-24,0.95,2020-05-30
US-TX-Dallas,1.37,0.95,2020-03-21,1.01,2020-05-30
US-TX-Harris,1.37,0.87,2020-03-22,0.98,2020-05-30
US-TX-Tarrant,1.22,0.96,2020-03-23,1.07,2020-05-30
US-WA-King,2.17,0.82,2020-03-17,0.87,2020-05-30
