country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2038926175615847,0.838423489338107,2020-03-05
United Kingdom,2.406403704139147,0.8951695526960546,2020-03-15
Portugal,2.3543556983431113,0.8137054787923681,2020-03-09
Italy,2.3338317911755366,0.8933020270569267,2020-03-01
Iran,2.2675700279347777,0.8890024355068553,2020-02-25
Netherlands,2.2293762429770343,0.8710214223668574,2020-03-10
Belgium,2.2152294121275613,0.8225506316057623,2020-03-19
Czechia,2.177450406296378,0.6116552846122626,2020-03-14
Denmark,2.1570416538117563,0.7859672878041646,2020-03-11
Germany,2.1025123810526862,0.8734075853388619,2020-03-15
Mexico,2.0832595977863217,0.944835219808181,2020-04-01
Switzerland,2.0069385350985347,0.7692729906560059,2020-03-11
Finland,1.9290912594948844,0.8906181261318782,2020-03-21
Austria,1.8773589637260493,0.7317527580771468,2020-03-13
Slovakia,1.8696456086286595,0.6114791987673345,2020-03-28
Canada,1.8600056611287494,0.9542760742907618,2020-03-24
Estonia,1.7926455566905004,0.5477017364657815,2020-03-12
China,1.7766696677556229,0.5995726458190487,2020-01-23
Greece,1.7630829232646947,0.6813306883178505,2020-03-07
Indonesia,1.701691579413447,0.8799302692904203,2020-03-15
Hungary,1.651779371231497,0.85867598156553,2020-03-25
France,1.6291197870044356,0.8007667778463031,2020-03-17
Latvia,1.6226762002042903,0.6687436159346272,2020-03-12
Sweden,1.6107386473925143,0.9601177869745106,2020-03-21
Ireland,1.5857943449826921,0.8293894442255012,2020-03-29
Turkey,1.5808810031362421,0.7368429608054397,2020-03-27
Norway,1.5804951329205579,0.7001514873266358,2020-03-16
Malta,1.5707865168539326,0.4292134831460675,2020-03-07
Poland,1.5559686601828813,0.920065015081156,2020-03-20
Russia,1.4643583082143696,0.8853959572674118,2020-04-16
Lithuania,1.4567926455566904,0.6066905005107254,2020-03-12
Brazil,1.4437639417246482,0.9596264249400709,2020-04-17
Cyprus,1.3797752808988764,0.47252298263534226,2020-03-12
Romania,1.363201630390751,0.8902244662601237,2020-03-14
Luxembourg,1.3617977528089886,0.666649642492339,2020-03-16
Slovenia,1.3306930693069305,0.6583708370837085,2020-03-20
India,1.3226059642300931,0.9095908576701996,2020-04-16
Philippines,1.2397102699064453,0.9225224651069739,2020-03-15
Croatia,1.1352400408580186,0.8877425944841677,2020-03-20
Bulgaria,1.0930622009569377,0.925299043062201,2020-03-11
