region,initial_r_0,post_mitigation_r,inflection_date
USA,2.2911622574965715,0.8943267772751673,2020-03-17
NY,3.593027050409573,0.9104839802973912,2020-03-14
NJ,2.681157084514651,0.9234417375282741,2020-03-17
PA,2.484314304747918,0.8682347474444974,2020-03-22
PR,2.3375343553353436,0.87713056428494,2020-03-16
WI,2.2839206491890307,0.8098717272835461,2020-03-16
CT,2.2747818240101694,0.9074668584437092,2020-03-23
IL,2.2290060564414795,0.9239721407064871,2020-03-19
MI,2.1541719629513008,0.8742527696479236,2020-03-18
AL,2.103768017765253,0.8254485638922369,2020-03-18
LA,2.0984574845961976,0.9474190988846811,2020-03-14
TN,2.0969217700052347,0.7867024018957294,2020-03-15
MO,2.0308934331787056,0.9005417345733568,2020-03-19
TX,1.9494558339617178,0.8603961937627351,2020-03-19
NH,1.9386667116468017,0.8612635212161643,2020-03-20
MD,1.924582003725295,0.907819131906866,2020-03-26
MS,1.905475350289266,0.8983034765119821,2020-03-19
DE,1.8952474618783546,0.9032312046157163,2020-03-24
NC,1.8678804986482653,0.8588364397772399,2020-03-27
IN,1.8636122887091409,0.8952147241364656,2020-03-21
MA,1.863308007959805,0.9067960095652113,2020-03-30
GA,1.8293918760364927,0.8853479471850163,2020-03-20
HI,1.8039473684210523,0.6976973684210526,2020-03-17
MN,1.7581108701660244,0.896228195991569,2020-03-29
NM,1.75183645896911,0.8620757895090623,2020-03-28
CO,1.7143999955776974,0.9475440937379047,2020-03-17
RI,1.7056326835620177,0.858783607021583,2020-03-27
KY,1.6678353980609293,0.9131653080879473,2020-03-17
OH,1.6435693342788387,0.8929833551268863,2020-03-25
DC,1.6213131875473337,0.8988830701650108,2020-03-26
AZ,1.6040129938369452,0.9287420684481122,2020-03-17
OK,1.5939125232432794,0.8887151877419573,2020-03-15
VA,1.5492046806857958,0.8995480190813501,2020-03-30
SC,1.548912469369383,0.8809099069773598,2020-03-19
OR,1.5438210254497595,0.8641928910246439,2020-03-19
FL,1.5027473969865803,0.869886361854989,2020-03-24
CA,1.498552649641561,0.9105307871415711,2020-03-27
NV,1.452995480028222,0.8676858339203911,2020-03-17
WA,1.4334164583653761,0.8238908856965218,2020-03-16
VT,1.4255980861244018,0.8225179425837321,2020-03-15
WV,1.3905502392344498,0.8614832535885169,2020-03-31
ID,1.2656798355457486,0.7601996098959277,2020-03-22
IA,1.2607655502392343,0.94058014354067,2020-03-18
VI,1.2436602870813396,0.6355263157894737,2020-03-20
NE,1.2096026065523247,0.8080095384634249,2020-03-20
AR,1.1989087218414878,0.781146732706398,2020-03-18
ME,1.1873205741626793,0.8046351674641149,2020-03-15
UT,1.1721291866028707,0.87808014354067,2020-03-28
GU,1.1411483253588517,0.75,2020-03-20
KS,1.1037094875656872,0.8691559348578212,2020-03-27
WY,1.0944976076555024,0.645305023923445,2020-03-28
MP,1.071531100478469,0.6644138755980862,2020-03-20
AK,0.9594059405940595,0.5662466246624662,2020-03-15
SD,0.8962917114940009,0.8203646393675009,2020-03-25
ND,0.7246411483253589,0.7226375598086126,2020-03-28
MT,0.7166267942583732,0.768092105263158,2020-03-27
