combined_subregion,initial_r_0,post_mitigation_r,inflection_date
Canada-Ontario,1.767138197244534,0.8788670007050652,2020-03-27
Canada-Quebec,2.1339533309952525,0.9467519636905406,2020-03-26
US-CA-Los Angeles,2.9713546750652853,0.9460384429624699,2020-03-17
US-CA-Santa Clara,3.223098966179272,0.7057587963125298,2020-03-02
US-FL-Miami-Dade,3.796306110250357,0.8288896112759766,2020-03-13
US-IL-Cook,3.4066969579370032,1.009056631658079,2020-03-13
US-MA-Middlesex,2.6507009602549023,0.8636929760397745,2020-03-25
US-MI-Wayne,3.611929649598679,0.8058741934015662,2020-03-15
US-NJ-Bergen,3.8176142965557194,0.8226455600687337,2020-03-15
US-NJ-Essex,3.598299389317872,0.8142429801261293,2020-03-15
US-NV-Washoe,3.983592017738359,0.6941241685144125,2020-03-09
US-NY-Nassau,4.04262280997763,0.7770210578025488,2020-03-14
US-NY-New York City,5.574779363549537,0.7581553203942267,2020-03-11
US-NY-Suffolk,3.2378705448547196,0.8835200226112558,2020-03-15
US-NY-Westchester,4.4021883909723005,0.7157771447156862,2020-03-15
US-PA-Philadelphia,3.779290649211185,0.9422270679950171,2020-03-14
