region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.27,0.91,2020-03-18,1.02,2020-06-07
AK,2.07,0.36,2020-03-15,0.49,2020-06-07
AL,1.98,0.96,2020-03-17,1.06,2020-06-07
AR,1.48,0.96,2020-03-18,1.08,2020-06-07
AZ,1.27,0.96,2020-04-13,1.07,2020-06-07
CA,1.64,0.99,2020-03-23,1.07,2020-06-07
CO,1.29,0.88,2020-04-02,1.02,2020-06-07
CT,2.35,0.89,2020-03-23,1.01,2020-06-07
DC,1.65,0.89,2020-03-30,0.95,2020-06-07
DE,1.36,0.89,2020-04-09,1.01,2020-06-07
FL,1.75,0.97,2020-03-20,1.07,2020-06-07
GA,2.03,0.96,2020-03-17,1.01,2020-06-07
GU,0.63,0.40,2020-03-20,0.53,2020-06-07
HI,2.16,0.34,2020-03-17,0.46,2020-06-07
IA,1.82,0.99,2020-03-21,1.03,2020-06-07
ID,2.02,0.63,2020-03-21,0.81,2020-06-07
IL,2.22,0.94,2020-03-21,1.04,2020-06-07
IN,1.85,0.93,2020-03-23,1.05,2020-06-07
KS,1.27,0.82,2020-03-27,0.97,2020-06-07
KY,1.79,0.95,2020-03-17,1.06,2020-06-07
LA,2.12,0.88,2020-03-15,1.03,2020-06-07
MA,1.96,0.89,2020-03-29,0.97,2020-06-07
MD,1.97,0.95,2020-03-27,1.06,2020-06-07
ME,1.36,0.82,2020-03-25,0.96,2020-06-07
MI,2.44,0.84,2020-03-18,0.97,2020-06-07
MN,1.78,1.02,2020-04-01,1.09,2020-06-07
MO,1.69,0.96,2020-03-19,1.06,2020-06-07
MP,0.81,0.36,2020-03-20,0.49,2020-06-07
MS,1.41,0.93,2020-04-10,1.05,2020-06-07
MT,1.41,0.53,2020-03-27,0.71,2020-06-07
NC,1.80,0.98,2020-03-26,1.08,2020-06-07
ND,1.14,0.94,2020-03-28,1.00,2020-06-07
NE,1.73,0.98,2020-03-20,1.03,2020-06-07
NH,1.39,0.94,2020-04-12,1.06,2020-06-07
NJ,2.56,0.92,2020-03-18,0.93,2020-06-07
NM,1.60,0.97,2020-03-28,1.06,2020-06-07
NV,1.83,0.92,2020-03-17,1.04,2020-06-07
NY,3.69,0.85,2020-03-14,0.99,2020-06-07
OH,1.69,0.97,2020-03-25,1.07,2020-06-07
OK,1.74,0.79,2020-03-15,0.92,2020-06-07
OR,1.55,0.85,2020-03-19,0.98,2020-06-07
PA,2.09,0.91,2020-03-28,1.00,2020-06-07
PR,2.11,0.81,2020-03-17,0.96,2020-06-07
RI,1.74,0.98,2020-03-27,1.07,2020-06-07
SC,1.65,0.99,2020-03-19,1.08,2020-06-07
SD,0.98,0.98,2020-03-25,1.02,2020-06-07
TN,2.01,0.91,2020-03-14,1.04,2020-06-07
TX,1.72,0.97,2020-03-18,1.03,2020-06-07
UT,1.17,0.97,2020-03-28,1.07,2020-06-07
VA,1.47,0.96,2020-03-31,1.05,2020-06-07
VI,1.58,0.32,2020-03-20,0.44,2020-06-07
VT,1.15,0.54,2020-03-20,0.70,2020-06-07
WA,1.55,0.86,2020-03-13,1.04,2020-06-07
WI,1.95,0.94,2020-03-14,1.06,2020-06-07
WV,1.43,0.76,2020-03-31,0.92,2020-06-07
WY,1.48,0.76,2020-03-28,0.88,2020-06-07
