region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.27,0.91,2020-03-18,1.02,2020-06-06
AK,2.07,0.36,2020-03-15,0.49,2020-06-06
AL,1.97,0.97,2020-03-17,1.07,2020-06-06
AR,1.34,0.97,2020-03-18,1.08,2020-06-06
AZ,1.27,0.97,2020-04-13,1.07,2020-06-06
CA,1.63,0.99,2020-03-23,1.07,2020-06-06
CO,1.29,0.89,2020-04-02,1.03,2020-06-06
CT,2.32,0.89,2020-03-23,1.01,2020-06-06
DC,1.65,0.90,2020-03-30,0.94,2020-06-06
DE,1.37,0.88,2020-04-09,1.00,2020-06-06
FL,1.74,0.97,2020-03-20,1.07,2020-06-06
GA,2.03,0.96,2020-03-17,1.03,2020-06-06
GU,0.63,0.40,2020-03-20,0.52,2020-06-06
HI,2.16,0.34,2020-03-17,0.45,2020-06-06
IA,1.82,0.99,2020-03-21,1.03,2020-06-06
ID,1.92,0.64,2020-03-21,0.82,2020-06-06
IL,2.26,0.94,2020-03-20,1.04,2020-06-06
IN,1.89,0.93,2020-03-22,1.05,2020-06-06
KS,1.26,0.82,2020-03-27,0.97,2020-06-06
KY,1.79,0.96,2020-03-17,1.06,2020-06-06
LA,2.12,0.88,2020-03-15,1.03,2020-06-06
MA,1.96,0.89,2020-03-29,0.96,2020-06-06
MD,1.97,0.95,2020-03-27,1.06,2020-06-06
ME,1.36,0.82,2020-03-25,0.95,2020-06-06
MI,2.45,0.83,2020-03-18,0.96,2020-06-06
MN,1.78,1.02,2020-04-01,1.09,2020-06-06
MO,1.68,0.97,2020-03-19,1.07,2020-06-06
MP,0.83,0.36,2020-03-20,0.48,2020-06-06
MS,1.38,0.97,2020-04-10,1.07,2020-06-06
MT,1.38,0.53,2020-03-27,0.70,2020-06-06
NC,1.80,0.99,2020-03-26,1.08,2020-06-06
ND,1.14,0.95,2020-03-28,1.01,2020-06-06
NE,1.73,0.99,2020-03-20,1.03,2020-06-06
NH,1.39,0.95,2020-04-12,1.06,2020-06-06
NJ,2.56,0.92,2020-03-18,0.93,2020-06-06
NM,1.60,0.98,2020-03-28,1.06,2020-06-06
NV,1.83,0.92,2020-03-17,1.04,2020-06-06
NY,3.69,0.85,2020-03-14,0.98,2020-06-06
OH,1.68,0.97,2020-03-25,1.07,2020-06-06
OK,1.74,0.79,2020-03-15,0.93,2020-06-06
OR,1.55,0.85,2020-03-19,0.97,2020-06-06
PA,2.09,0.91,2020-03-28,0.99,2020-06-06
PR,2.11,0.81,2020-03-17,0.95,2020-06-06
RI,1.74,0.98,2020-03-27,1.07,2020-06-06
SC,1.63,1.00,2020-03-19,1.08,2020-06-06
SD,0.98,0.99,2020-03-25,1.03,2020-06-06
TN,1.99,0.91,2020-03-14,1.06,2020-06-06
TX,1.71,0.97,2020-03-18,1.04,2020-06-06
UT,1.15,0.97,2020-03-28,1.07,2020-06-06
VA,1.47,0.96,2020-03-31,1.05,2020-06-06
VI,1.42,0.32,2020-03-20,0.43,2020-06-06
VT,1.15,0.54,2020-03-20,0.69,2020-06-06
WA,1.55,0.86,2020-03-13,1.04,2020-06-06
WI,1.90,0.94,2020-03-14,1.06,2020-06-06
WV,1.39,0.76,2020-03-31,0.92,2020-06-06
WY,1.28,0.77,2020-03-28,0.89,2020-06-06
