region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.26,0.91,2020-03-18,1.01,2020-05-30
AK,1.92,0.39,2020-03-15,0.54,2020-05-30
AL,1.97,0.96,2020-03-17,1.08,2020-05-30
AR,1.46,0.94,2020-03-18,1.07,2020-05-30
AZ,1.81,1.03,2020-03-18,1.12,2020-05-30
CA,1.61,0.98,2020-03-23,1.01,2020-05-30
CO,1.60,0.95,2020-03-17,1.07,2020-05-30
CT,2.34,0.89,2020-03-23,0.93,2020-05-30
DC,1.64,0.91,2020-03-30,0.91,2020-05-30
DE,1.84,0.96,2020-03-25,0.99,2020-05-30
FL,1.68,0.97,2020-03-20,1.08,2020-05-30
GA,2.04,0.95,2020-03-17,1.07,2020-05-30
GU,0.64,0.44,2020-03-20,0.50,2020-05-30
HI,2.15,0.38,2020-03-17,0.43,2020-05-30
IA,1.79,0.99,2020-03-21,1.10,2020-05-30
ID,1.86,0.61,2020-03-21,0.79,2020-05-30
IL,2.16,0.99,2020-03-19,1.02,2020-05-30
IN,1.85,0.96,2020-03-21,1.07,2020-05-30
KS,1.28,0.81,2020-03-27,0.97,2020-05-30
KY,1.77,0.94,2020-03-17,1.05,2020-05-30
LA,2.15,0.86,2020-03-15,1.01,2020-05-30
MA,1.95,0.88,2020-03-29,1.02,2020-05-30
MD,1.97,0.94,2020-03-27,1.06,2020-05-30
ME,2.16,0.80,2020-03-17,0.85,2020-05-30
MI,2.47,0.83,2020-03-18,0.88,2020-05-30
MN,1.78,1.01,2020-04-01,1.11,2020-05-30
MO,1.66,0.98,2020-03-19,1.09,2020-05-30
MP,0.92,0.33,2020-03-20,0.38,2020-05-30
MS,1.77,1.03,2020-03-19,1.12,2020-05-30
MT,1.40,0.51,2020-03-27,0.68,2020-05-30
NC,1.79,0.99,2020-03-26,1.09,2020-05-30
ND,1.18,0.93,2020-03-28,1.05,2020-05-30
NE,1.56,1.01,2020-03-20,1.10,2020-05-30
NH,1.73,1.03,2020-03-22,1.12,2020-05-30
NJ,2.56,0.91,2020-03-18,0.92,2020-05-30
NM,1.61,0.99,2020-03-28,1.02,2020-05-30
NV,1.71,0.92,2020-03-17,1.05,2020-05-30
NY,3.68,0.85,2020-03-14,0.89,2020-05-30
OH,1.67,0.98,2020-03-25,1.09,2020-05-30
OK,1.75,0.80,2020-03-15,0.96,2020-05-30
OR,1.59,0.83,2020-03-19,0.88,2020-05-30
PA,2.10,0.91,2020-03-28,0.92,2020-05-30
PR,2.15,0.80,2020-03-17,0.85,2020-05-30
RI,1.74,0.98,2020-03-27,1.07,2020-05-30
SC,1.65,0.99,2020-03-19,1.09,2020-05-30
SD,0.98,1.00,2020-03-25,1.10,2020-05-30
TN,2.05,0.91,2020-03-14,1.04,2020-05-30
TX,1.73,0.96,2020-03-18,1.05,2020-05-30
UT,1.13,0.97,2020-03-28,1.08,2020-05-30
VA,1.44,0.99,2020-03-31,1.02,2020-05-30
VI,1.46,0.32,2020-03-20,0.36,2020-05-30
VT,1.17,0.54,2020-03-20,0.60,2020-05-30
WA,1.53,0.88,2020-03-13,0.93,2020-05-30
WI,1.91,0.93,2020-03-15,1.06,2020-05-30
WV,1.45,0.75,2020-03-31,0.91,2020-05-30
WY,1.13,0.82,2020-03-28,1.02,2020-05-30
