country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2021186204505097,0.837570302755414,2020-03-05
United Kingdom,2.3959676931965452,0.9020887570800673,2020-03-16
Portugal,2.3518040934450157,0.8189609377022702,2020-03-09
Italy,2.3329271479363665,0.8932796858741746,2020-03-01
Iran,2.2637354010511275,0.8945634249066113,2020-02-25
Netherlands,2.2268843357886787,0.8730591534032298,2020-03-10
Belgium,2.199484625851956,0.9124589425131542,2020-03-18
Czechia,2.1934837989961102,0.6056450031938883,2020-03-14
Denmark,2.1591906040476423,0.785807309678789,2020-03-11
Germany,2.098769557498281,0.8762325800297709,2020-03-15
Mexico,1.998746953976402,0.9358563263176066,2020-04-01
Switzerland,1.9938762335009468,0.7788010569884924,2020-03-11
Finland,1.9148942975957701,0.9035609237359699,2020-03-21
Slovakia,1.8784473953013276,0.6067926455566905,2020-03-28
Austria,1.8700477873225658,0.7370352018922404,2020-03-13
Canada,1.8432051424599185,0.9556352277023341,2020-03-24
Estonia,1.7917976760082022,0.5473684210526317,2020-03-12
China,1.7613955422154137,0.6072030316150521,2020-01-23
Greece,1.7574314216950395,0.682896855421227,2020-03-07
Indonesia,1.7237674366505555,0.8679516704586783,2020-03-16
Hungary,1.6573528678207188,0.8563392927761933,2020-03-25
France,1.6287754852472176,0.8020873377995559,2020-03-17
Latvia,1.6194121667805876,0.6423103212576897,2020-03-12
Sweden,1.6095569057226218,0.9579838567534977,2020-03-21
Ireland,1.5877150918250804,0.8338531570716586,2020-03-29
Malta,1.5759398496240602,0.4289473684210526,2020-03-07
Norway,1.5749054659664292,0.7049194977248654,2020-03-16
Poland,1.5665833787592254,0.9171477339257903,2020-03-20
Turkey,1.5651365588743824,0.746803327994056,2020-03-27
Lithuania,1.4496240601503758,0.6113123718386877,2020-03-12
Russia,1.4406633619653388,0.8929625845581332,2020-04-17
Brazil,1.426681292369973,0.9506437716620407,2020-04-17
Cyprus,1.3708817498291181,0.4701640464798359,2020-03-12
Luxembourg,1.367464114832536,0.663397129186603,2020-03-16
Romania,1.3649798632923142,0.8906996638005727,2020-03-14
Slovenia,1.3283492822966507,0.6663277511961723,2020-03-20
India,1.321955117406598,0.9078056740124772,2020-04-16
Philippines,1.2423934807988724,0.9161377779223873,2020-03-15
Croatia,1.1263157894736842,0.905673274094327,2020-03-20
Bulgaria,1.0904306220095692,0.9297846889952155,2020-03-11
