region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.27,0.92,2020-03-18,1.04,2020-06-28
AK,1.96,0.49,2020-03-15,0.97,2020-06-28
AL,1.48,0.96,2020-04-03,1.11,2020-06-28
AR,1.32,1.02,2020-04-04,1.09,2020-06-28
AZ,1.28,0.97,2020-04-13,1.07,2020-06-28
CA,1.71,1.00,2020-03-23,1.09,2020-06-28
CO,1.27,0.89,2020-04-02,1.04,2020-06-28
CT,2.18,0.87,2020-03-24,0.98,2020-06-28
DC,1.66,0.90,2020-03-30,1.01,2020-06-28
DE,1.42,0.87,2020-04-09,1.02,2020-06-28
FL,1.83,0.95,2020-03-20,1.06,2020-06-28
GA,2.05,0.98,2020-03-17,1.06,2020-06-28
GU,0.79,0.45,2020-03-20,0.79,2020-06-28
HI,2.14,0.50,2020-03-17,0.86,2020-06-28
IA,1.29,0.85,2020-04-24,0.98,2020-06-28
ID,2.19,0.67,2020-03-21,1.11,2020-06-28
IL,2.15,0.94,2020-03-22,1.04,2020-06-28
IN,1.56,0.90,2020-04-01,1.05,2020-06-28
KS,1.24,0.83,2020-03-27,1.01,2020-06-28
KY,1.86,0.94,2020-03-17,1.08,2020-06-28
LA,2.08,0.87,2020-03-15,1.03,2020-06-28
MA,1.88,0.88,2020-03-29,0.99,2020-06-28
MD,1.98,0.93,2020-03-27,1.04,2020-06-28
ME,1.70,0.83,2020-03-25,1.02,2020-06-28
MI,1.98,0.83,2020-03-18,1.03,2020-06-28
MN,1.85,0.93,2020-04-02,1.06,2020-06-28
MO,1.87,0.90,2020-03-20,1.06,2020-06-28
MP,1.03,0.43,2020-03-20,0.75,2020-06-28
MS,1.43,0.93,2020-04-10,1.07,2020-06-28
MT,1.42,0.54,2020-03-27,1.01,2020-06-28
NC,2.01,0.96,2020-03-26,1.07,2020-06-28
ND,1.40,0.89,2020-03-28,0.94,2020-06-28
NE,1.94,1.01,2020-03-20,1.01,2020-06-28
NH,1.44,0.92,2020-04-13,1.06,2020-06-28
NJ,2.53,0.89,2020-03-19,0.96,2020-06-28
NM,1.40,0.93,2020-04-08,1.06,2020-06-28
NV,1.89,0.90,2020-03-17,1.11,2020-06-28
NY,3.69,0.82,2020-03-13,0.97,2020-06-28
OH,1.51,0.93,2020-04-02,1.06,2020-06-28
OK,1.80,0.77,2020-03-15,1.01,2020-06-28
OR,1.67,0.90,2020-03-19,1.12,2020-06-28
PA,1.76,0.87,2020-04-03,1.03,2020-06-28
PR,2.28,0.84,2020-03-17,1.04,2020-06-28
RI,1.53,0.92,2020-04-05,1.02,2020-06-28
SC,1.82,0.99,2020-03-19,1.08,2020-06-28
SD,1.16,0.98,2020-03-25,1.02,2020-06-28
TN,2.08,0.97,2020-03-13,1.08,2020-06-28
TX,1.93,0.95,2020-03-18,1.08,2020-06-28
UT,1.49,0.99,2020-03-28,1.08,2020-06-28
VA,1.54,0.92,2020-04-03,1.06,2020-06-28
VI,1.60,0.43,2020-03-20,0.75,2020-06-28
VT,1.32,0.56,2020-03-20,0.96,2020-06-28
WA,1.60,0.81,2020-03-13,1.09,2020-06-28
WI,2.07,0.96,2020-03-14,1.07,2020-06-28
WV,1.50,0.75,2020-03-31,0.93,2020-06-28
WY,1.57,0.79,2020-03-28,0.92,2020-06-28
