region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.29,0.92,2020-03-18,1.10,2020-07-04
AK,1.92,0.51,2020-03-15,0.96,2020-07-04
AL,1.51,0.97,2020-04-03,1.13,2020-07-04
AR,1.35,1.02,2020-04-04,1.09,2020-07-04
AZ,1.27,0.99,2020-04-13,1.08,2020-07-04
CA,1.76,1.00,2020-03-23,1.11,2020-07-04
CO,1.29,0.89,2020-04-02,1.06,2020-07-04
CT,2.25,0.87,2020-03-24,0.99,2020-07-04
DC,1.68,0.90,2020-03-30,1.02,2020-07-04
DE,1.46,0.87,2020-04-09,1.04,2020-07-04
FL,1.84,0.96,2020-03-20,1.08,2020-07-04
GA,2.09,0.97,2020-03-17,1.10,2020-07-04
GU,0.79,0.45,2020-03-20,0.82,2020-07-04
HI,2.13,0.49,2020-03-17,1.02,2020-07-04
IA,1.33,0.85,2020-04-24,0.96,2020-07-04
ID,2.24,0.67,2020-03-21,1.21,2020-07-04
IL,2.21,0.94,2020-03-21,1.07,2020-07-04
IN,1.57,0.90,2020-04-02,1.06,2020-07-04
KS,1.26,0.85,2020-03-27,1.00,2020-07-04
KY,1.89,0.95,2020-03-17,1.10,2020-07-04
LA,2.10,0.87,2020-03-15,1.11,2020-07-04
MA,1.92,0.88,2020-03-29,1.02,2020-07-04
MD,2.00,0.93,2020-03-28,1.06,2020-07-04
ME,1.71,0.84,2020-03-25,1.05,2020-07-04
MI,1.98,0.84,2020-03-18,1.06,2020-07-04
MN,1.88,0.93,2020-04-02,1.09,2020-07-04
MO,1.89,0.90,2020-03-20,1.06,2020-07-04
MP,1.42,0.43,2020-03-20,0.84,2020-07-04
MS,1.45,0.93,2020-04-10,1.06,2020-07-04
MT,1.45,0.55,2020-03-27,1.07,2020-07-04
NC,2.04,0.97,2020-03-26,1.04,2020-07-04
ND,1.39,0.91,2020-03-28,0.92,2020-07-04
NE,1.96,1.02,2020-03-20,0.99,2020-07-04
NH,1.46,0.92,2020-04-13,1.09,2020-07-04
NJ,2.54,0.89,2020-03-19,1.00,2020-07-04
NM,1.42,0.93,2020-04-08,1.08,2020-07-04
NV,1.92,0.91,2020-03-17,1.18,2020-07-04
NY,3.63,0.82,2020-03-12,0.97,2020-07-04
OH,1.53,0.93,2020-04-02,1.09,2020-07-04
OK,1.83,0.78,2020-03-15,1.01,2020-07-04
OR,1.72,0.90,2020-03-19,1.13,2020-07-04
PA,1.80,0.88,2020-04-03,1.05,2020-07-04
PR,2.30,0.86,2020-03-17,1.06,2020-07-04
RI,1.58,0.93,2020-04-05,1.05,2020-07-04
SC,1.83,0.99,2020-03-19,1.10,2020-07-04
SD,1.16,0.98,2020-03-25,0.99,2020-07-04
TN,2.09,0.97,2020-03-13,1.09,2020-07-04
TX,1.95,0.96,2020-03-18,1.07,2020-07-04
UT,1.51,0.99,2020-03-28,1.03,2020-07-04
VA,1.56,0.92,2020-04-03,1.09,2020-07-04
VI,1.69,0.59,2020-03-20,1.14,2020-07-04
VT,1.35,0.58,2020-03-20,1.04,2020-07-04
WA,1.62,0.81,2020-03-13,1.10,2020-07-04
WI,2.08,0.95,2020-03-14,1.08,2020-07-04
WV,1.51,0.77,2020-03-31,0.95,2020-07-04
WY,1.55,0.76,2020-03-28,0.92,2020-07-04
