region,initial_r_0,post_mitigation_r,inflection_date
USA,2.289701863232121,0.8917466813685749,2020-03-17
NY,3.5691273782016273,0.9012766209040016,2020-03-14
NJ,2.684676794155077,0.9190537005089486,2020-03-17
PA,2.486564205553808,0.86529049542386,2020-03-22
PR,2.338152523900206,0.8733584678190722,2020-03-16
WI,2.2942275544376773,0.8090068680672327,2020-03-16
CT,2.27227641946228,0.898041471840092,2020-03-23
IL,2.2350794111851267,0.9194914652539368,2020-03-19
MI,2.14949493255345,0.894927368486758,2020-03-18
LA,2.112744791471335,0.9264938486288088,2020-03-14
TN,2.0990921574891406,0.786048916001521,2020-03-15
AL,2.0785521729064502,0.8427366792384479,2020-03-18
MO,2.0480329543249027,0.8830871329255809,2020-03-19
TX,1.9499908035892126,0.8566694307082562,2020-03-19
NH,1.9346903452219293,0.8799069015168945,2020-03-20
MD,1.917623217093215,0.9031856377815514,2020-03-26
MS,1.9130268815161482,0.8918163482279385,2020-03-19
DE,1.8998494173415892,0.9002391168942753,2020-03-24
IN,1.88064536912716,0.8903522467787344,2020-03-21
NC,1.8671028773065155,0.8651826716367688,2020-03-27
MA,1.8639394992609404,0.9060791005533624,2020-03-30
GA,1.8296909091181806,0.8831758825821279,2020-03-20
HI,1.8041866028708133,0.6991925837320574,2020-03-17
MN,1.7630162618066498,0.896733076055751,2020-03-29
NM,1.736258629219459,0.8613936476299894,2020-03-28
CO,1.7142570510379298,0.9462934366031731,2020-03-17
RI,1.708753672058697,0.8565113991062738,2020-03-27
KY,1.6737736669416599,0.9093673159652204,2020-03-17
OH,1.639164703618385,0.888825619186222,2020-03-25
OK,1.626043781007855,0.8728845538200709,2020-03-15
DC,1.6208556389518254,0.8994738632838448,2020-03-26
AZ,1.6053587647865208,0.9253611346103905,2020-03-17
SC,1.5490275836847274,0.8812786024599358,2020-03-19
VA,1.5472876311069055,0.8852953532265906,2020-03-30
OR,1.5441470679043956,0.8655184695735525,2020-03-19
FL,1.5251501670788774,0.8745788630337822,2020-03-23
CA,1.4961186778584956,0.9059919327093175,2020-03-27
NV,1.4567076259746854,0.8625152593961529,2020-03-17
VT,1.4429425837320573,0.8110645933014355,2020-03-15
WA,1.433493955216325,0.8231148427829547,2020-03-16
WV,1.405382775119617,0.8674043062200957,2020-03-31
ID,1.265702171144552,0.756923147369823,2020-03-22
IA,1.2611244019138754,0.9404007177033494,2020-03-18
VI,1.240430622009569,0.6360346889952153,2020-03-20
NE,1.2249999999999999,0.8112440191387562,2020-03-20
ME,1.2093301435406698,0.8173444976076556,2020-03-15
AR,1.195331741249995,0.783541642167893,2020-03-18
UT,1.154186602870813,0.8743421052631579,2020-03-28
GU,1.1415071770334926,0.7498205741626794,2020-03-20
KS,1.0984134701213106,0.8671825414116668,2020-03-27
MP,1.074043062200957,0.6638157894736841,2020-03-20
WY,1.0104066985645934,0.6420155502392344,2020-03-28
AK,0.9604860486048605,0.565954095409541,2020-03-15
SD,0.8962699644138687,0.820337455517336,2020-03-25
ND,0.7248803827751196,0.7228169856459331,2020-03-28
MT,0.7169856459330143,0.7675837320574163,2020-03-27
