region,initial_r_0,post_mitigation_r,inflection_date
USA,2.2180454285218767,0.9056082724184147,2020-03-18
AK,1.6968102073365232,0.43532695374800645,2020-03-15
AL,2.0177830067073907,0.978810033601788,2020-03-17
AR,0.9188197767145138,0.8149920255183414,2020-03-18
AZ,1.3666955123595703,1.020134829329605,2020-03-17
CA,1.549907078182936,0.9596535488665444,2020-03-26
CO,1.667755948076845,0.9566748475416698,2020-03-17
CT,2.383991466434526,0.8805657878725351,2020-03-22
DC,1.7228787993738717,0.9463034925065608,2020-03-26
DE,1.840654226721915,0.9692600016029447,2020-03-24
FL,1.5648193504831307,0.939707504780785,2020-03-23
GA,1.9435159130380297,0.9178781371741292,2020-03-18
GU,0.7794258373205742,0.6058612440191389,2020-03-20
HI,2.148165869218501,0.5901116427432217,2020-03-17
IA,1.0219600724896152,1.035635520366402,2020-03-18
ID,1.674481658692185,0.5998405103668263,2020-03-21
IL,2.063584478341323,1.0311483763350262,2020-03-18
IN,1.7564501355859097,0.9890626456205223,2020-03-21
KS,1.2050339039124502,0.8265614888619133,2020-03-27
KY,1.6930410473519402,0.8617412675092184,2020-03-17
LA,2.114712363408047,0.8447431370942234,2020-03-15
MA,1.9061272867711774,0.8842043255805834,2020-03-29
MD,1.9915751634389869,0.9309461986484192,2020-03-26
ME,1.9334928229665072,0.7764354066985646,2020-03-15
MI,2.237253801551061,0.8194103912962286,2020-03-18
MN,1.8362930451924764,0.9901742987332829,2020-03-31
MO,1.6540230771308488,0.970034389683917,2020-03-19
MP,0.9220095693779906,0.48253588516746415,2020-03-20
MS,1.5833228886530528,1.008904471102587,2020-03-19
MT,1.1977671451355663,0.6019936204146732,2020-03-27
NC,1.7126608735299924,0.9419782507860122,2020-03-26
ND,0.9121212121212123,0.9404306220095695,2020-03-28
NE,1.1952153110047847,0.9320175438596492,2020-03-20
NH,1.8597050418510195,0.9772766009745417,2020-03-20
NJ,2.503854195107967,0.9358996890960196,2020-03-18
NM,1.5848644156554126,0.9756511191711181,2020-03-28
NV,1.438445891344786,0.8819455605457172,2020-03-17
NY,3.6624814376062873,0.831975104489245,2020-03-13
OH,1.640652869509808,0.9642619751654389,2020-03-25
OK,1.7602967557924205,0.7903690226368697,2020-03-15
OR,1.530781499202552,0.8344098883572568,2020-03-19
PA,2.393510583380976,0.9671553076316741,2020-03-22
PR,2.255187868686969,0.8136813803185956,2020-03-17
RI,1.6896234070864986,0.9206789876119379,2020-03-27
SC,1.6481258115264317,0.9675640704962607,2020-03-19
SD,0.795055821371611,0.9617623604465712,2020-03-25
TN,2.0510084551645105,0.7724466584623152,2020-03-13
TX,1.6920443748942438,0.9951960950821568,2020-03-18
UT,1.0881977671451357,0.9218899521531101,2020-03-28
VA,1.461596282412565,0.9630692077331386,2020-03-30
VI,1.2966507177033493,0.4716507177033493,2020-03-20
VT,1.3,0.630263157894737,2020-03-15
WA,1.4205319434672177,0.8400919023168416,2020-03-16
WI,2.0088366353198857,0.8550434323205102,2020-03-15
WV,1.3317384370015948,0.8035486443381181,2020-03-31
WY,1.1414673046251997,0.6673444976076557,2020-03-28
