region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.27,0.92,2020-03-18,1.04,2020-06-27
AK,1.96,0.49,2020-03-15,0.98,2020-06-27
AL,1.47,0.97,2020-04-03,1.10,2020-06-27
AR,1.32,1.03,2020-04-04,1.09,2020-06-27
AZ,1.28,0.98,2020-04-13,1.08,2020-06-27
CA,1.72,1.00,2020-03-23,1.09,2020-06-27
CO,1.27,0.88,2020-04-02,1.05,2020-06-27
CT,2.18,0.87,2020-03-24,0.97,2020-06-27
DC,1.66,0.90,2020-03-30,1.00,2020-06-27
DE,1.42,0.87,2020-04-09,1.02,2020-06-27
FL,1.83,0.95,2020-03-20,1.06,2020-06-27
GA,2.05,0.98,2020-03-17,1.07,2020-06-27
GU,0.79,0.45,2020-03-20,0.79,2020-06-27
HI,2.14,0.50,2020-03-17,0.86,2020-06-27
IA,1.29,0.85,2020-04-24,0.98,2020-06-27
ID,2.19,0.68,2020-03-21,1.11,2020-06-27
IL,2.15,0.95,2020-03-22,1.04,2020-06-27
IN,1.56,0.89,2020-04-02,1.04,2020-06-27
KS,1.24,0.84,2020-03-27,1.01,2020-06-27
KY,1.86,0.94,2020-03-17,1.08,2020-06-27
LA,2.07,0.87,2020-03-15,1.03,2020-06-27
MA,1.88,0.88,2020-03-29,0.99,2020-06-27
MD,1.98,0.93,2020-03-27,1.03,2020-06-27
ME,1.69,0.83,2020-03-25,1.02,2020-06-27
MI,1.98,0.83,2020-03-18,1.02,2020-06-27
MN,1.82,0.97,2020-04-02,1.07,2020-06-27
MO,1.87,0.90,2020-03-20,1.06,2020-06-27
MP,1.03,0.43,2020-03-20,0.75,2020-06-27
MS,1.43,0.94,2020-04-10,1.04,2020-06-27
MT,1.42,0.54,2020-03-27,1.01,2020-06-27
NC,2.01,0.97,2020-03-26,1.05,2020-06-27
ND,1.40,0.89,2020-03-28,0.94,2020-06-27
NE,1.95,1.02,2020-03-20,1.02,2020-06-27
NH,1.43,0.92,2020-04-13,1.07,2020-06-27
NJ,2.53,0.89,2020-03-19,0.96,2020-06-27
NM,1.39,0.93,2020-04-08,1.05,2020-06-27
NV,1.88,0.91,2020-03-17,1.06,2020-06-27
NY,3.68,0.82,2020-03-13,0.97,2020-06-27
OH,1.52,0.92,2020-04-03,1.06,2020-06-27
OK,1.79,0.77,2020-03-15,1.01,2020-06-27
OR,1.66,0.90,2020-03-19,1.12,2020-06-27
PA,1.76,0.88,2020-04-03,1.03,2020-06-27
PR,2.29,0.84,2020-03-17,1.03,2020-06-27
RI,1.53,0.92,2020-04-05,1.02,2020-06-27
SC,1.82,0.99,2020-03-19,1.08,2020-06-27
SD,1.15,0.98,2020-03-25,1.02,2020-06-27
TN,2.05,0.97,2020-03-13,1.07,2020-06-27
TX,1.94,0.95,2020-03-18,1.09,2020-06-27
UT,1.48,0.99,2020-03-28,1.08,2020-06-27
VA,1.54,0.92,2020-04-03,1.05,2020-06-27
VI,1.59,0.43,2020-03-20,0.75,2020-06-27
VT,1.32,0.56,2020-03-20,0.95,2020-06-27
WA,1.60,0.81,2020-03-13,1.08,2020-06-27
WI,2.06,0.96,2020-03-14,1.07,2020-06-27
WV,1.50,0.75,2020-03-31,0.94,2020-06-27
WY,1.57,0.79,2020-03-28,0.92,2020-06-27
