region,initial_r_0,post_mitigation_r,inflection_date
USA,2.216701644606643,0.9062558116555337,2020-03-18
AK,1.652272727272727,0.4438098086124401,2020-03-15
AL,2.042932012207076,0.9743597480909576,2020-03-17
AR,0.9430622009569378,0.8384868421052631,2020-03-18
AZ,1.3681733540583214,1.0158223168464011,2020-03-17
CA,1.5621534427077952,0.928402940755656,2020-03-26
CO,1.71122111459667,0.9310449512332047,2020-03-17
CT,2.382196019309915,0.8782607670411946,2020-03-22
DC,1.723692468062159,0.9403632923550058,2020-03-26
DE,1.8622555604743174,0.9594377287213787,2020-03-24
FL,1.5672318733134647,0.9335142735501756,2020-03-23
GA,1.9465739609839963,0.9076540138566055,2020-03-18
GU,0.8104066985645932,0.6225179425837322,2020-03-20
HI,2.1261961722488034,0.600598086124402,2020-03-17
IA,1.0570068783923352,1.0281032289216006,2020-03-18
ID,1.6186602870813394,0.6050239234449761,2020-03-21
IL,2.0707196003983803,1.0253803735411493,2020-03-18
IN,1.7644964548582835,0.9843027571800549,2020-03-21
KS,1.1912369628538537,0.8301358379535477,2020-03-27
KY,1.6876587687663738,0.867455069588093,2020-03-17
LA,2.1183875428937613,0.845469335319985,2020-03-15
MA,1.904211342769733,0.8864232067161981,2020-03-29
MD,1.9812685025978025,0.9278192361051967,2020-03-26
ME,1.8954545454545453,0.7869617224880383,2020-03-15
MI,2.2356215183863464,0.8259056676652373,2020-03-18
MN,1.8380601202868871,0.9888015949103603,2020-03-31
MO,1.6672705782572341,0.96555822526945,2020-03-19
MP,0.9663875598086125,0.49357057416267935,2020-03-20
MS,1.6047743792375233,1.0025381378664193,2020-03-19
MT,1.1626794258373208,0.613995215311005,2020-03-27
NC,1.7299432341510035,0.9237670684455404,2020-03-27
ND,0.9411483253588517,0.9250598086124403,2020-03-28
NE,1.3114832535885166,0.8612141148325361,2020-03-20
NH,1.8757568266318623,0.9766902166311581,2020-03-20
NJ,2.508972487686462,0.925106743160774,2020-03-18
NM,1.5991084137620262,0.9675473767957561,2020-03-28
NV,1.458617922264691,0.8712510170514933,2020-03-17
NY,3.661940808628734,0.8333454585457739,2020-03-13
OH,1.644334497347922,0.9585334101468879,2020-03-25
OK,1.734928801985884,0.7977777391457127,2020-03-15
OR,1.5338516746411481,0.8486842105263158,2020-03-19
PA,2.392363366776814,0.9610485502244628,2020-03-23
PR,2.3021885081854605,0.8053776965646138,2020-03-17
RI,1.7079879621212533,0.9216803440811043,2020-03-27
SC,1.6654439345079353,0.9618994709290136,2020-03-19
SD,0.7876794258373204,0.9510765550239235,2020-03-25
TN,2.0415548645364217,0.781246857653515,2020-03-13
TX,1.7088840158798313,0.9847669124896681,2020-03-18
UT,1.1083732057416267,0.9151315789473685,2020-03-28
VA,1.4557654189895162,0.9651160582446254,2020-03-30
VI,1.2693779904306217,0.48208732057416265,2020-03-20
VT,1.30944976076555,0.6385765550239234,2020-03-15
WA,1.4147229448598317,0.8464496579005618,2020-03-16
WI,2.024405142570452,0.8466457844028252,2020-03-15
WV,1.3464114832535885,0.8002093301435407,2020-03-31
WY,1.114952153110048,0.6760765550239234,2020-03-28
