region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.29,0.92,2020-03-18,1.10,2020-07-05
AK,1.98,0.49,2020-03-15,1.03,2020-07-05
AL,1.51,0.97,2020-04-03,1.12,2020-07-05
AR,1.35,1.02,2020-04-04,1.08,2020-07-05
AZ,1.27,0.99,2020-04-13,1.07,2020-07-05
CA,1.76,1.00,2020-03-23,1.10,2020-07-05
CO,1.29,0.89,2020-04-02,1.06,2020-07-05
CT,2.27,0.87,2020-03-24,0.94,2020-07-05
DC,1.68,0.91,2020-03-30,1.01,2020-07-05
DE,1.46,0.87,2020-04-09,1.04,2020-07-05
FL,1.84,0.96,2020-03-20,1.07,2020-07-05
GA,2.09,0.97,2020-03-17,1.14,2020-07-05
GU,0.79,0.45,2020-03-20,0.83,2020-07-05
HI,2.13,0.49,2020-03-17,1.03,2020-07-05
IA,1.32,0.86,2020-04-24,0.99,2020-07-05
ID,2.25,0.67,2020-03-21,1.21,2020-07-05
IL,2.22,0.94,2020-03-22,1.04,2020-07-05
IN,1.57,0.90,2020-04-02,1.06,2020-07-05
KS,1.26,0.85,2020-03-27,0.99,2020-07-05
KY,1.89,0.95,2020-03-17,1.09,2020-07-05
LA,2.10,0.87,2020-03-15,1.10,2020-07-05
MA,1.93,0.89,2020-03-28,0.96,2020-07-05
MD,2.01,0.93,2020-03-28,1.02,2020-07-05
ME,1.69,0.85,2020-03-25,1.06,2020-07-05
MI,1.98,0.84,2020-03-18,1.06,2020-07-05
MN,1.88,0.93,2020-04-02,1.09,2020-07-05
MO,1.89,0.90,2020-03-20,1.05,2020-07-05
MP,1.42,0.43,2020-03-20,0.84,2020-07-05
MS,1.45,0.93,2020-04-10,1.06,2020-07-05
MT,1.44,0.54,2020-03-27,1.06,2020-07-05
NC,2.03,0.97,2020-03-26,1.00,2020-07-05
ND,1.55,0.92,2020-03-28,0.91,2020-07-05
NE,1.96,1.02,2020-03-20,0.98,2020-07-05
NH,1.46,0.92,2020-04-13,1.09,2020-07-05
NJ,2.54,0.89,2020-03-19,1.00,2020-07-05
NM,1.42,0.93,2020-04-08,1.08,2020-07-05
NV,1.92,0.91,2020-03-17,1.17,2020-07-05
NY,3.63,0.82,2020-03-12,0.97,2020-07-05
OH,1.54,0.93,2020-04-02,1.09,2020-07-05
OK,1.82,0.78,2020-03-15,1.01,2020-07-05
OR,1.71,0.90,2020-03-19,1.13,2020-07-05
PA,1.80,0.88,2020-04-03,1.05,2020-07-05
PR,2.30,0.86,2020-03-17,1.06,2020-07-05
RI,1.59,0.93,2020-04-05,1.00,2020-07-05
SC,1.83,0.99,2020-03-19,1.10,2020-07-05
SD,1.20,1.00,2020-03-25,0.97,2020-07-05
TN,2.09,0.97,2020-03-13,1.09,2020-07-05
TX,1.95,0.96,2020-03-18,1.07,2020-07-05
UT,1.51,0.99,2020-03-28,1.03,2020-07-05
VA,1.56,0.92,2020-04-03,1.09,2020-07-05
VI,1.70,0.59,2020-03-20,1.14,2020-07-05
VT,1.35,0.58,2020-03-20,1.04,2020-07-05
WA,1.62,0.81,2020-03-13,1.10,2020-07-05
WI,2.09,0.95,2020-03-14,1.08,2020-07-05
WV,1.51,0.77,2020-03-31,0.95,2020-07-05
WY,1.55,0.76,2020-03-28,0.91,2020-07-05
