country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2210996354107766,0.815545235824827,2020-03-05
United Kingdom,2.3988241260136385,0.8789046606072405,2020-03-16
Portugal,2.3553855453179313,0.8355335529030211,2020-03-09
Italy,2.333651531626462,0.8798187788129893,2020-03-01
Iran,2.265969023850468,0.8919122064979028,2020-02-25
Netherlands,2.2295287321147033,0.870337853065984,2020-03-10
Belgium,2.2262500819768722,0.7850275473110501,2020-03-19
Czechia,2.2022757319939603,0.6022092673239292,2020-03-14
Denmark,2.160379586208048,0.781660740677012,2020-03-11
Germany,2.102011185384616,0.8799351725430717,2020-03-15
Switzerland,1.9949482135482108,0.7848449335868888,2020-03-11
Mexico,1.9664091503671484,0.9048091133581503,2020-04-01
Finland,1.917818002766593,0.9063433339695705,2020-03-20
Canada,1.840679329450957,0.948332492831597,2020-03-24
Austria,1.8391197588946324,0.7489650420000185,2020-03-13
Slovakia,1.8308478038815112,0.6329417773238,2020-03-28
Estonia,1.8103896103896102,0.5520164046479836,2020-03-12
China,1.7591859823877445,0.6064479070168649,2020-01-23
Greece,1.7377406611065953,0.6903399635368244,2020-03-07
Indonesia,1.719491970947865,0.8738869576913616,2020-03-16
Hungary,1.6736557480059844,0.8407955540668859,2020-03-25
Sweden,1.6328516726853968,0.9316363495769711,2020-03-22
France,1.6205064370661804,0.8101005497742542,2020-03-17
Ireland,1.5926545006394526,0.8402532181994138,2020-03-29
Latvia,1.5883800410116198,0.6762474367737527,2020-03-12
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Norway,1.5669059623417305,0.7108259965561973,2020-03-16
Poland,1.5648826076504039,0.9228559687438836,2020-03-20
Turkey,1.5559075029295022,0.7558093898359194,2020-03-27
Russia,1.4678689746010367,0.8924189513600123,2020-04-16
Lithuania,1.4475734791524264,0.612816131237184,2020-03-12
Brazil,1.4229660152461907,0.942052454595715,2020-04-16
Romania,1.3687666180555995,0.8912878121816958,2020-03-14
Luxembourg,1.361859193438141,0.6636705399863295,2020-03-16
Slovenia,1.3308612440191387,0.6673145933014355,2020-03-20
India,1.3126321508529686,0.9050090873701714,2020-04-16
Cyprus,1.2984278879015723,0.4689336978810663,2020-03-12
Philippines,1.2511305500541194,0.9050937879736989,2020-03-15
Croatia,1.1353383458646618,0.9095693779904308,2020-03-20
Bulgaria,1.104306220095694,0.9120300751879702,2020-03-11
