region,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
USA,2.26,0.91,2020-03-18,1.01,2020-06-02
AK,2.08,0.36,2020-03-15,0.49,2020-06-02
AL,1.95,0.98,2020-03-17,1.07,2020-06-02
AR,1.45,0.94,2020-03-18,1.06,2020-06-02
AZ,1.27,0.94,2020-04-14,1.05,2020-06-02
CA,1.65,0.99,2020-03-23,1.04,2020-06-02
CO,1.60,0.96,2020-03-17,1.07,2020-06-02
CT,2.33,0.89,2020-03-23,0.97,2020-06-02
DC,1.64,0.91,2020-03-30,0.92,2020-06-02
DE,1.83,0.96,2020-03-25,1.02,2020-06-02
FL,1.74,0.97,2020-03-20,1.07,2020-06-02
GA,2.03,0.97,2020-03-17,1.07,2020-06-02
GU,0.63,0.40,2020-03-20,0.49,2020-06-02
HI,2.16,0.34,2020-03-17,0.42,2020-06-02
IA,1.82,0.99,2020-03-21,1.05,2020-06-02
ID,1.92,0.64,2020-03-21,0.82,2020-06-02
IL,2.25,0.94,2020-03-20,1.01,2020-06-02
IN,1.89,0.93,2020-03-22,1.05,2020-06-02
KS,1.29,0.81,2020-03-27,0.97,2020-06-02
KY,1.83,0.94,2020-03-17,1.05,2020-06-02
LA,2.12,0.88,2020-03-15,1.02,2020-06-02
MA,1.96,0.89,2020-03-29,0.91,2020-06-02
MD,1.97,0.95,2020-03-27,1.06,2020-06-02
ME,1.37,0.81,2020-03-25,0.90,2020-06-02
MI,2.44,0.84,2020-03-18,0.93,2020-06-02
MN,1.79,1.01,2020-04-01,1.08,2020-06-02
MO,1.67,0.98,2020-03-19,1.07,2020-06-02
MP,0.92,0.34,2020-03-20,0.42,2020-06-02
MS,1.38,0.97,2020-04-10,1.08,2020-06-02
MT,1.39,0.52,2020-03-27,0.69,2020-06-02
NC,1.79,0.99,2020-03-26,1.08,2020-06-02
ND,1.15,0.95,2020-03-28,1.02,2020-06-02
NE,1.73,0.98,2020-03-20,1.03,2020-06-02
NH,1.39,0.93,2020-04-12,1.04,2020-06-02
NJ,2.58,0.91,2020-03-18,0.91,2020-06-02
NM,1.60,0.97,2020-03-28,1.03,2020-06-02
NV,1.83,0.91,2020-03-17,1.04,2020-06-02
NY,3.68,0.85,2020-03-14,0.94,2020-06-02
OH,1.68,0.98,2020-03-25,1.07,2020-06-02
OK,1.72,0.80,2020-03-15,0.95,2020-06-02
OR,1.56,0.85,2020-03-19,0.94,2020-06-02
PA,2.10,0.91,2020-03-28,0.94,2020-06-02
PR,2.13,0.81,2020-03-17,0.90,2020-06-02
RI,1.74,0.98,2020-03-27,1.07,2020-06-02
SC,1.65,0.99,2020-03-19,1.08,2020-06-02
SD,0.98,0.99,2020-03-25,1.04,2020-06-02
TN,2.04,0.89,2020-03-14,1.03,2020-06-02
TX,1.71,0.97,2020-03-18,1.05,2020-06-02
UT,1.13,0.97,2020-03-28,1.07,2020-06-02
VA,1.47,0.98,2020-03-31,1.03,2020-06-02
VI,1.42,0.32,2020-03-20,0.40,2020-06-02
VT,1.14,0.55,2020-03-20,0.65,2020-06-02
WA,1.54,0.89,2020-03-13,0.97,2020-06-02
WI,1.92,0.93,2020-03-14,1.06,2020-06-02
WV,1.43,0.75,2020-03-31,0.92,2020-06-02
WY,1.21,0.83,2020-03-28,0.95,2020-06-02
