country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.215915011201481,0.8235697911539979,2020-03-05
United Kingdom,2.4080052285045443,0.8758983324470945,2020-03-16
Portugal,2.3519746368783183,0.8591688545998742,2020-03-09
Italy,2.334164435401719,0.8816445749845467,2020-03-01
Iran,2.264762640102181,0.8963147652782646,2020-02-25
Belgium,2.224163825501888,0.8033134205874988,2020-03-19
Netherlands,2.2236937077637937,0.8817936242834883,2020-03-10
Czechia,2.21533110677343,0.5980851556808391,2020-03-14
Denmark,2.1658070114437544,0.7572819018352623,2020-03-12
Germany,2.1002944610253342,0.9056931020949276,2020-03-15
Mexico,2.0846790742362686,0.9101482955023281,2020-03-31
Switzerland,2.0090422032469357,0.8036314842337458,2020-03-11
Finland,1.9215829779233196,0.9157534485192488,2020-03-21
Canada,1.8353056885522405,0.9377553910826483,2020-03-24
Austria,1.8232110268786166,0.7741125459260139,2020-03-13
Estonia,1.815311004784689,0.5549897470950104,2020-03-12
Slovakia,1.8089887640449434,0.6651174668028602,2020-03-28
China,1.7587873921518553,0.606510884906857,2020-01-23
Greece,1.72360305566357,0.6998548851608801,2020-03-07
Indonesia,1.7025206625771674,0.892025690723083,2020-03-16
Hungary,1.6906974906377505,0.833778643591091,2020-03-25
Russia,1.6730233608223708,0.9050018247547573,2020-04-07
Sweden,1.6588059572647784,0.9464107049638174,2020-03-21
Latvia,1.622282980177717,0.7709159261790843,2020-03-12
France,1.6204199522678928,0.8202524067136392,2020-03-17
Ireland,1.6171213034514953,0.8665186780037324,2020-03-29
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Poland,1.5689048477474703,0.9421307944201375,2020-03-20
Norway,1.5573191055599205,0.7245148952845037,2020-03-16
Turkey,1.5457467683669015,0.7658943468909472,2020-03-27
Brazil,1.5237796767018055,0.933786795006473,2020-04-08
Romania,1.3769237208142027,0.8843334342663127,2020-03-14
Luxembourg,1.3681476418318523,0.6627136021872865,2020-03-16
Slovenia,1.3412679425837322,0.666866028708134,2020-03-20
India,1.3117477281287764,0.9022664843205714,2020-04-15
Lithuania,1.3100478468899523,0.660492139439508,2020-03-12
Philippines,1.2574975026302113,0.9021173362802655,2020-03-15
Cyprus,1.2210526315789474,0.47341079972658917,2020-03-12
Croatia,1.1696514012303487,0.90974025974026,2020-03-20
Bulgaria,1.113602187286398,0.9025290498974712,2020-03-11
