country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.2167379658552333,0.8199284466638754,2020-03-05
United Kingdom,2.405569217086497,0.8832460919060714,2020-03-16
Portugal,2.3500386590282853,0.8491117447053425,2020-03-09
Italy,2.333679415334467,0.8798502565048161,2020-03-01
Iran,2.263881266189279,0.8957791511180171,2020-02-25
Belgium,2.225385886721298,0.7960157566443002,2020-03-19
Netherlands,2.224225047514882,0.8773149499887851,2020-03-10
Czechia,2.207257883909457,0.603061538904399,2020-03-14
Denmark,2.1672858830307624,0.7607540259009098,2020-03-12
Germany,2.100620092536775,0.9042519460553755,2020-03-15
Switzerland,2.0069343779314073,0.7998053745997353,2020-03-11
Mexico,1.9782801014369966,0.9151385929516122,2020-04-02
Finland,1.9226801901101114,0.9084834643965863,2020-03-21
Canada,1.8353896140755,0.9398867993533087,2020-03-24
Austria,1.8288706560926833,0.7628665426516976,2020-03-13
Estonia,1.8092959671907038,0.557177033492823,2020-03-12
Slovakia,1.8036772216547494,0.6651174668028601,2020-03-28
China,1.7588930588675113,0.6064935915990525,2020-01-23
Greece,1.7335956058014776,0.6962928398394173,2020-03-07
Indonesia,1.7253370436458086,0.8756070684534825,2020-03-16
Russia,1.692190312878397,0.90857137151149,2020-04-07
Hungary,1.6831194903269482,0.8408968247361434,2020-03-25
France,1.6207599228802603,0.8165344951436779,2020-03-17
Ireland,1.6136339459744866,0.8646325960268941,2020-03-29
Latvia,1.6039644565960356,0.7646958304853045,2020-03-12
Malta,1.57593984962406,0.4289473684210526,2020-03-07
Poland,1.5731953391192677,0.942541849688753,2020-03-20
Sweden,1.5681248278961955,1.039553510539253,2020-03-21
Norway,1.5590479890415043,0.7206568799074142,2020-03-16
Turkey,1.5465184001920775,0.7666827475449727,2020-03-27
Brazil,1.5403667469491646,0.937171154904967,2020-04-08
Romania,1.3812419998084153,0.8838601131966831,2020-03-14
Luxembourg,1.3722488038277514,0.6608339029391662,2020-03-16
Lithuania,1.3592617908407383,0.6439507860560494,2020-03-12
Slovenia,1.336602870813397,0.6676435406698566,2020-03-20
India,1.3118697240010975,0.9025211184170236,2020-04-15
Philippines,1.2563051356971535,0.9011523520283866,2020-03-15
Cyprus,1.2374572795625427,0.4707450444292549,2020-03-12
Croatia,1.1678742310321257,0.9073479152426522,2020-03-20
Bulgaria,1.1163362952836637,0.9026999316473003,2020-03-11
