country,initial_r_0,post_mitigation_r,inflection_date
Spain,3.1149875072804916,0.8195843829437701,2020-03-05
United Kingdom,2.3808451021552712,0.8646417427419604,2020-03-16
Italy,2.320133011386443,0.895625771914856,2020-03-01
Portugal,2.3161625320658867,0.8905405437881437,2020-03-09
Iran,2.264256152996755,0.9005079594341384,2020-02-25
Netherlands,2.2117029958757355,0.9078333727740673,2020-03-10
Belgium,2.205870740925783,0.8177245303141585,2020-03-19
Germany,2.2052242994452476,0.9581641537734207,2020-03-14
Czechia,2.1983915696195337,0.6947724163423505,2020-03-14
Denmark,2.139313653373231,0.7704989304235491,2020-03-12
Mexico,2.0577796399702333,0.9039033088850921,2020-03-28
Switzerland,2.0405614361774664,0.8218523187377915,2020-03-11
Finland,1.9202098176568316,0.9279253901042732,2020-03-20
Canada,1.9153946781364475,0.9044970488152206,2020-03-23
Austria,1.9107090604102939,0.8141084039011168,2020-03-13
Slovakia,1.859808612440191,0.6278708133971291,2020-03-28
Estonia,1.8396039603960392,0.6000000000000001,2020-03-12
Indonesia,1.8193944783654945,0.8467157421802712,2020-03-15
China,1.784002155236423,0.608849560826398,2020-01-23
Ireland,1.7234392617886805,0.8487312396560764,2020-03-28
Greece,1.6986589705624444,0.7423960847653248,2020-03-07
France,1.683819802980079,0.8257094640853351,2020-03-17
Turkey,1.6613935122475358,0.7754786342901576,2020-03-30
Sweden,1.6435218952217425,0.949983172201889,2020-03-23
India,1.6341701463650007,0.8661896511562351,2020-03-25
Malta,1.568421052631579,0.4447368421052632,2020-03-07
Russia,1.5570522132397833,0.8516732906105375,2020-04-06
Latvia,1.5564593301435405,0.7311004784688995,2020-03-12
Brazil,1.5083484731514003,0.902964070006397,2020-04-06
Norway,1.5065679998456347,0.7987007936000289,2020-03-16
Hungary,1.4995375067059722,0.8962546075696394,2020-03-25
Romania,1.4652544010663682,0.8464487924873388,2020-03-15
Poland,1.4317104052870635,0.9093542703486995,2020-03-20
Slovenia,1.4261025166923345,0.6985162724669645,2020-03-20
Luxembourg,1.3688568856885688,0.6929792979297931,2020-03-16
Cyprus,1.3526315789473684,0.4831339712918661,2020-03-12
Lithuania,1.305741626794258,0.6580143540669858,2020-03-12
Philippines,1.2254752183529005,0.816646145518108,2020-03-15
Croatia,1.1158619628532314,0.8260832839209223,2020-03-20
Bulgaria,1.109227954879298,0.8181524178424233,2020-03-12
