region,initial_r_0,post_mitigation_r,inflection_date
USA,2.284520802021927,0.9192198206326716,2020-03-17
NY,3.5817733536699254,0.8708768757109748,2020-03-14
NJ,2.564503834846458,0.9576613576829378,2020-03-18
PA,2.46080145080111,0.9484188341663952,2020-03-22
CT,2.321567546873536,0.8850199571419866,2020-03-23
PR,2.255207764724323,0.8343262637570585,2020-03-17
MI,2.2018976280351374,0.907127220748509,2020-03-17
TN,2.1891024944158004,0.736433821524195,2020-03-14
IL,2.1093477580668214,0.9521894669541417,2020-03-19
LA,2.094387390132445,0.8844318816077286,2020-03-15
IN,2.0647902784630703,0.9491835788193412,2020-03-22
MD,2.0443349736310186,0.9004988983956032,2020-03-27
WI,2.0430958302232187,0.8082267045671034,2020-03-16
AL,2.003230280881837,0.916472212134878,2020-03-18
GA,1.8952578157634978,0.93864792029915,2020-03-18
DE,1.8929610734579048,0.9408612825284389,2020-03-24
MN,1.8925398006918277,0.9076293852927604,2020-03-30
MA,1.890124958813479,0.9071610871476095,2020-03-29
MO,1.8587273464427336,0.9166409620209816,2020-03-19
TX,1.7988300382638232,0.9338129510563571,2020-03-19
NH,1.783492822966507,0.9271232057416269,2020-03-20
NC,1.7749807545728062,0.9040287341987239,2020-03-27
DC,1.769646741732306,0.9392207126763891,2020-03-26
MS,1.7579498327628342,0.8963946979040273,2020-03-19
RI,1.734129078326629,0.8133473524264675,2020-03-27
CO,1.7183567978830279,0.946672396094952,2020-03-17
OH,1.684919798231666,0.935721638348997,2020-03-25
HI,1.6805023923444973,0.6515550239234449,2020-03-17
KY,1.6575137447886434,0.9021628786664513,2020-03-17
OK,1.648391777392774,0.8512963029350328,2020-03-15
NM,1.6334378900675581,0.9192660155137835,2020-03-28
SC,1.6178664183313298,0.9655182387189118,2020-03-19
FL,1.605241712404275,0.9016636085549057,2020-03-23
AZ,1.5741720061384301,0.9195213467184271,2020-03-17
OR,1.5167464114832534,0.857505980861244,2020-03-19
VA,1.506789287946519,0.8993413770993426,2020-03-30
CA,1.4871499698724149,0.9092314784844677,2020-03-26
AK,1.4509569377990434,0.4549641148325359,2020-03-15
ID,1.4435406698564592,0.654037081339713,2020-03-21
NV,1.4368392569741215,0.9138964164361454,2020-03-17
WA,1.4150205782955614,0.8541022818388153,2020-03-16
WV,1.3303827751196171,0.8447368421052632,2020-03-31
VI,1.29377990430622,0.5299043062200957,2020-03-20
VT,1.282535885167464,0.7645035885167464,2020-03-15
ME,1.2277511961722487,0.7051435406698565,2020-03-15
IA,1.1952998374276023,0.9703166539057666,2020-03-18
UT,1.1366028708133973,0.8645334928229667,2020-03-28
NE,1.1239708992236808,0.8793390083568229,2020-03-20
WY,1.082535885167464,0.5333732057416267,2020-03-28
KS,1.0660731104204184,0.8428513345444061,2020-03-26
ND,0.9666267942583733,0.7284688995215312,2020-03-28
MT,0.9476076555023925,0.7235944976076556,2020-03-27
MP,0.914354066985646,0.5543062200956939,2020-03-20
AR,0.8691387559808612,0.7992523923444976,2020-03-18
SD,0.7952153110047846,0.8828050239234451,2020-03-25
GU,0.7715311004784688,0.6854964114832536,2020-03-20
