date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-26,,,,,,,,,61,50,100,61,50,100,61,50,100
2020-02-27,,,,,,,,,61,50,100,123,100,200,123,100,200
2020-02-28,,,,,,,,,61,50,100,184,150,300,184,150,300
2020-02-29,,,,,,,,,61,50,100,245,200,400,245,200,400
2020-03-01,,,,,,,,,61,50,100,307,250,500,307,250,500
2020-03-02,,,,,,,,,61,50,100,368,300,600,368,300,600
2020-03-03,,,,,,,,,61,50,100,429,350,700,429,350,700
2020-03-04,,,,,,,,,61,50,100,491,400,800,491,400,800
2020-03-05,,,,,,,,,61,50,100,552,450,900,552,450,900
2020-03-06,,,,,,,,,176,129,280,728,579,1180,728,579,1180
2020-03-07,,,,,,,,,175,129,279,903,709,1458,903,709,1458
2020-03-08,,,,,,,,,185,135,293,1089,844,1751,1089,844,1751
2020-03-09,,,,,,,,,206,147,323,1295,992,2074,1295,992,2074
2020-03-10,,,,,,,,,249,173,385,1544,1165,2458,1544,1165,2458
2020-03-11,,,,,,,,,315,212,480,1859,1378,2938,1859,1378,2938
2020-03-12,,,,,,,,,365,243,551,2162,1571,3389,2224,1621,3489
2020-03-13,,,,,,,,,407,268,608,2508,1790,3896,2631,1890,4096
2020-03-14,,,,,,,,,456,298,670,2903,2039,4466,3087,2189,4766
2020-03-15,,,,,,,,,512,333,733,3353,2323,5099,3599,2523,5499
2020-03-16,,,,,,,,,576,376,805,3868,2649,5803,4174,2899,6303
2020-03-17,,,,,,,,,635,419,868,4441,3019,6571,4809,3319,7171
2020-03-18,,,,,,,,,686,462,914,5065,3431,7385,5495,3781,8085
2020-03-19,,,,,,,,,732,498,962,5736,3879,8246,6226,4279,9046
2020-03-20,,,,,,,,,774,532,1016,6448,4362,9161,7000,4812,10061
2020-03-21,1,1,,,,,,,813,561,1083,7085,4793,9965,7813,5373,11144
2020-03-22,0,1,,,,,,,844,585,1149,7754,5249,10835,8657,5958,12292
2020-03-23,0,1,,,,,,,867,599,1197,8436,5713,11738,9524,6558,13489
2020-03-24,0,1,,,,,,,882,607,1236,9112,6173,12651,10406,7166,14724
2020-03-25,2,3,,,,,,,891,615,1249,9754,6615,13515,11297,7781,15973
2020-03-26,2,5,,,,,,,896,620,1256,10335,7023,14290,12193,8402,17228
2020-03-27,2,7,,,,,,,898,623,1255,10868,7403,14994,13092,9025,18483
2020-03-28,2,9,,,,,,,898,618,1231,11359,7753,15617,13990,9643,19713
2020-03-29,2,11,,,,,,,897,619,1237,11799,8074,16184,14887,10263,20950
2020-03-30,2,13,,,,,,,894,620,1253,12182,8360,16704,15781,10883,22202
2020-03-31,4,17,,,,,,,892,618,1250,12498,8602,17149,16673,11502,23452
2020-04-01,0,17,,,,,,,889,615,1258,12752,8798,17539,17561,12117,24710
2020-04-02,2,19,,,,,,,886,603,1266,12952,8939,17890,18447,12721,25975
2020-04-03,1,20,,,,,,,882,594,1269,13103,9036,18198,19330,13316,27244
2020-04-04,5,25,,,,,,,879,583,1267,13209,9087,18450,20209,13899,28511
2020-04-05,2,27,,,,,,,876,572,1269,13272,9099,18635,21085,14472,29779
2020-04-06,0,27,,,,,,,873,550,1276,13301,9064,18762,21958,15023,31054
2020-04-07,7,34,,,,,,,870,528,1282,13304,8994,18847,22828,15552,32335
2020-04-08,6,40,,,,,,,867,507,1289,13289,8893,18901,23695,16059,33624
2020-04-09,2,42,,,,,,,864,484,1302,13262,8762,18954,24560,16543,34926
2020-04-10,6,48,,,,,,,862,466,1315,13228,8608,19013,25421,17010,36240
2020-04-11,1,49,,,,,,,859,448,1322,13188,8433,19080,26280,17458,37562
2020-04-12,7,56,,,,,,,856,431,1329,13146,8246,19178,27136,17890,38890
2020-04-13,3,59,,,,,,,854,419,1335,13103,8046,19276,27990,18310,40225
2020-04-14,5,64,,,,,,,851,405,1341,13060,7831,19364,28841,18715,41565
2020-04-15,8,72,,,,,,,848,389,1346,13016,7602,19459,29689,19105,42910
2020-04-16,3,75,,,,,,,846,374,1351,12974,7362,19552,30535,19480,44261
2020-04-17,7,82,,,,,,,844,360,1359,12932,7119,19645,31379,19840,45620
2020-04-18,8,90,,,,,,,841,346,1370,12890,6871,19746,32220,20187,46989
2020-04-19,4,94,,,,,,,839,329,1380,12850,6617,19858,33059,20517,48369
2020-04-20,4,98,,,,,,,836,316,1390,12810,6361,19980,33895,20834,49758
2020-04-21,43,141,,,,,,,834,305,1389,12771,6116,20093,34729,21139,51146
2020-04-22,8,149,,,,,,,832,294,1396,12733,5881,20206,35561,21434,52541
2020-04-23,23,172,,,,,,,829,284,1403,12695,5658,20320,36390,21718,53944
2020-04-24,5,177,,,,,,,827,274,1410,12658,5448,20427,37218,21992,55353
2020-04-25,,,9,5,13,186,182,190,825,265,1416,12621,5246,20528,38042,22257,56768
2020-04-26,,,9,5,13,195,188,203,823,256,1420,12585,5054,20626,38865,22513,58188
2020-04-27,,,9,5,13,203,194,216,820,247,1424,12549,4870,20721,39685,22761,59611
2020-04-28,,,9,5,13,212,200,228,818,239,1427,12513,4690,20813,40503,23000,61038
2020-04-29,,,9,5,13,221,205,241,816,231,1433,12478,4516,20906,41319,23232,62470
2020-04-30,,,9,5,13,229,210,254,813,223,1442,12443,4350,21002,42132,23455,63912
2020-05-01,,,9,4,14,238,215,267,811,213,1450,12407,4188,21100,42943,23669,65361
2020-05-02,,,9,4,14,247,220,280,808,204,1457,12372,4032,21198,43751,23873,66818
2020-05-03,,,9,4,14,255,224,293,806,195,1465,12337,3881,21294,44557,24068,68282
2020-05-04,,,9,4,14,264,228,307,804,187,1472,12302,3738,21386,45361,24256,69754
2020-05-05,,,9,4,14,272,233,320,801,180,1480,12267,3602,21476,46162,24436,71233
2020-05-06,,,9,4,14,281,237,333,799,175,1486,12232,3472,21574,46961,24612,72719
2020-05-07,,,8,3,14,289,241,347,796,170,1493,12196,3348,21671,47757,24782,74212
2020-05-08,,,8,3,14,298,244,360,794,165,1500,12161,3229,21768,48551,24948,75711
2020-05-09,,,8,3,14,306,248,374,791,160,1506,12125,3116,21864,49342,25108,77216
2020-05-10,,,8,3,14,315,252,388,789,156,1512,12089,3007,21960,50131,25265,78728
2020-05-11,,,8,3,14,323,255,401,786,151,1518,12052,2903,22058,50917,25416,80245
2020-05-12,,,8,3,14,332,258,415,783,147,1523,12016,2803,22157,51701,25564,81768
2020-05-13,,,8,3,14,340,261,429,781,143,1529,11978,2707,22259,52481,25708,83296
2020-05-14,,,8,2,14,348,264,443,778,139,1534,11941,2615,22359,53260,25847,84829
2020-05-15,,,8,2,15,356,267,457,775,135,1539,11903,2528,22456,54035,25983,86367
2020-05-16,,,8,2,15,365,270,471,773,132,1543,11865,2446,22549,54808,26115,87910
2020-05-17,,,8,2,15,373,272,485,770,128,1548,11826,2370,22640,55577,26244,89457
2020-05-18,,,8,2,15,381,275,499,767,124,1552,11787,2300,22726,56344,26369,91008
2020-05-19,,,8,2,15,389,277,514,764,121,1556,11748,2234,22809,57109,26490,92563
2020-05-20,,,8,2,15,398,280,528,761,118,1557,11708,2172,22887,57870,26608,94119
2020-05-21,,,8,2,15,406,282,542,758,114,1558,11667,2111,22958,58628,26723,95676
2020-05-22,,,8,2,15,414,284,557,755,111,1558,11626,2053,23023,59383,26835,97234
2020-05-23,,,8,2,15,422,287,571,752,108,1559,11584,1996,23082,60135,26944,98792
2020-05-24,,,8,2,15,430,289,586,749,105,1562,11542,1941,23138,60884,27050,100354
2020-05-25,,,8,1,15,438,291,600,746,102,1564,11499,1887,23190,61630,27152,101917
2020-05-26,,,8,1,15,446,292,615,743,99,1567,11456,1835,23239,62373,27252,103484
2020-05-27,,,8,1,15,454,294,630,739,97,1569,11412,1785,23285,63112,27349,105052
2020-05-28,,,8,1,15,462,296,645,736,94,1571,11367,1735,23327,63848,27444,106622
2020-05-29,,,8,1,15,470,298,660,733,91,1573,11322,1687,23366,64581,27535,108194
2020-05-30,,,8,1,15,478,299,675,730,88,1574,11276,1641,23401,65311,27624,109768
2020-05-31,,,8,1,16,486,301,690,726,86,1575,11229,1595,23433,66037,27711,111343
2020-06-01,,,8,1,16,494,303,705,794,89,1757,11253,1556,23643,66830,27800,113099
2020-06-02,,,8,1,16,502,304,720,790,86,1759,11276,1518,23850,67620,27887,114858
2020-06-03,,,8,1,16,510,306,735,790,83,1773,11301,1480,24068,68410,27971,116631
2020-06-04,,,8,1,16,517,307,750,794,81,1808,11334,1443,24320,69204,28052,118439
2020-06-05,,,8,1,16,525,308,766,806,78,1867,11382,1407,24629,70010,28131,120305
2020-06-06,,,8,1,16,533,310,781,827,75,1967,11453,1371,25038,70836,28207,122271
2020-06-07,,,8,1,16,541,311,797,841,73,2046,11542,1336,25525,71677,28280,124317
2020-06-08,,,8,1,16,548,312,812,851,70,2100,11643,1301,26063,72528,28351,126416
