country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
United Kingdom,,19567,47808,26329,109932,2020-04-10,981,1.1
Italy,,25969,44422,33049,68093,2020-03-27,919,1.8
France,,22279,40951,26775,92183,2020-04-15,1440,2.3
Spain,,22524,32191,27022,45143,2020-04-02,961,2.3
Brazil,,3704,29146,11979,63550,2020-04-23,425,1.0
Germany,,5760,26536,9661,45709,2020-04-15,510,1.9
Belgium,,6679,12657,8690,24842,2020-04-10,496,1.6
Netherlands,,4304,11332,5908,23500,2020-04-07,234,1.3
Canada,,2386,10180,4079,19649,2020-04-16,251,0.9
Iran,,5574,9998,7052,15833,2020-04-04,158,1.5
Sweden,,2152,9854,4455,17977,2020-04-21,185,0.8
Mexico,,1221,8091,2816,17028,2020-04-23,212,0.7
Turkey,,2600,7168,4046,16290,2020-04-23,139,1.3
Ireland,,1014,4578,2221,8401,2020-04-24,220,0.5
Russia,,615,4164,1555,10273,2020-05-02,62,1.0
Portugal,,854,3324,1693,6471,2020-04-03,37,0.9
India,,780,2984,1229,6841,2020-04-24,59,0.7
Switzerland,,1589,2947,2002,5838,2020-04-04,75,1.4
Poland,,494,2450,808,6070,2020-04-24,40,0.8
Romania,,567,2295,1234,4814,2020-04-19,30,1.0
Indonesia,,689,1734,936,3068,2020-04-14,60,0.6
Hungary,,262,1367,463,3452,2020-04-24,23,0.7
Austria,,530,1197,731,2743,2020-04-08,30,2.5
Finland,,177,1124,349,2613,2020-04-21,43,3.2
Philippines,,477,1021,597,1865,2020-04-12,50,1.1
Denmark,,403,774,551,1268,2020-04-04,22,1.7
Czechia,,214,484,351,638,2020-04-14,18,2.2
Norway,,199,481,293,1085,2020-04-20,16,1.4
Croatia,,51,281,120,1017,2020-04-19,8,3.0
Greece,,130,264,186,421,2020-04-03,10,0.8
Bulgaria,,54,260,117,809,2020-04-22,4,1.0
Luxembourg,,85,159,113,227,2020-04-11,8,1.5
Slovenia,,80,152,104,271,2020-04-07,6,3.0
Estonia,,46,118,91,142,2020-04-02,6,2.0
Lithuania,,40,107,76,174,2020-04-10,6,
Latvia,,12,65,48,84,2020-04-21,4,1.0
Slovakia,,17,53,28,112,2020-04-15,4,0.5
Cyprus,,14,33,28,50,2020-03-30,2,1.0
Malta,,3,11,10,13,2020-04-11,1,
